key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	recordedBy	samplingProtocol	eventID	fieldNumber	verbatimDepth	ownerInstitutionCode	parentEventID
1318056208	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:11.818+00:00	395	{}	PRESERVED_SPECIMEN	2	PRESENT	2117606	1	54	354	9477065	2012	2117604	2117606	2117606	Hedgpethia brevitarsis (Losina-Losinsky & Turpaeva, 1958)	Hedgpethia brevitarsis (Losina-Losinsky & Turpaeva, 1958)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia brevitarsis	Hedgpethia	brevitarsis	SPECIES	ACCEPTED	NE	34.9767	139.173	295.0	5.0	ASIA	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1971	2	1	1971-02-01	32	32	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-07-26T14:14:00.000+00:00	2024-07-02T12:37:11.818+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/325beb8d9-dd9a-4853-bc47-2b4b09cb323a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/325beb8d9-dd9a-4853-bc47-2b4b09cb323a	urn:lsid:biocol.org:col:34871	01 FEB 1971	unknown, from legacy	Honshu Island, Sagami Bay	Degrees Minutes Seconds	IZ	1318056208	http://n2t.net/ark:/65665/325beb8d9-dd9a-4853-bc47-2b4b09cb323a	USNM 183979	USNM	KT71-2-29	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							
4444205399	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.760+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2117606	1	54	354	9477065	2012	2117604	2117606	2117606	Hedgpethia brevitarsis (Losina-Losinsky & Turpaeva, 1958)	Hedgpethia brevitarsis (Losina-Losinsky & Turpaeva, 1958)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia brevitarsis	Hedgpethia	brevitarsis	SPECIES	ACCEPTED	NE	44.6832093	148.9515431					{}	Pacific Ocean		1966	9	10	1966-09-10	253	253	['COORDINATE_REPROJECTED']		2024-06-18T12:44:58.760+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '80d82496-2879-4125-8653-b07451b6410b'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False		Turpaeva, Elena	EtOH 75%	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE	80d82496-2879-4125-8653-b07451b6410b	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			northwest Pacific		OBFc	4444205399	80d82496-2879-4125-8653-b07451b6410b	INV0002600	IORAS			fd699988-ab5d-4737-9443-9085cea191d2	RV Vityaz	Sigsbee trawl	RV Vityaz_cruise 39_st.5640	5640	780.0 m	IORAS	cruise 39
4444205773	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.894+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2117606	1	54	354	9477065	2012	2117604	2117606	2117606	Hedgpethia brevitarsis (Losina-Losinsky & Turpaeva, 1958)	Hedgpethia brevitarsis (Losina-Losinsky & Turpaeva, 1958)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia brevitarsis	Hedgpethia	brevitarsis	SPECIES	ACCEPTED	NE							{}			1956	9	10	1956-09-10	254	254	[]		2024-06-18T12:44:58.894+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '8f7611c6-0ab6-403c-8a20-15e6736e5ab0'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False		Turpaeva, Elena	EtOH 75%		Pycnogonida		[]	[]			EUROPE	8f7611c6-0ab6-403c-8a20-15e6736e5ab0	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			unknown		OBFc	4444205773	8f7611c6-0ab6-403c-8a20-15e6736e5ab0	INV0002601	IORAS			fd699988-ab5d-4737-9443-9085cea191d2		Sigsbee Trawl		NA	485.0 - 492.0 m	IORAS	
