key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	lifeStage	habitat
1317363324	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:03.516+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	FEMALE	4338601	1	54	354	9477065	2014	2117211	4338601	4338601	Pycnogonum saxulum Child, 1998	Pycnogonum saxulum Child, 1998	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum saxulum	Pycnogonum	saxulum	SPECIES	ACCEPTED	NE	-21.3042	-174.439	5.5	5.5	{}	South Pacific Ocean	South Pacific Ocean, Tonga	1993	11	3	1993-11-03	307	307	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:38:00.000+00:00	2024-07-02T12:37:03.516+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3071beaf7-9bc6-41c2-b323-7040a7f9de53'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	TO	[]	[]	OCEANIA	Tonga	NORTH_AMERICA	http://n2t.net/ark:/65665/3071beaf7-9bc6-41c2-b323-7040a7f9de53	urn:lsid:biocol.org:col:34871	03 NOV 1993	unknown, from legacy	Tongatapu Group, Eua Island, NW Shore, On Spur And Groove Reef At Cliff Base	Degrees Minutes Seconds	IZ	1317363324	http://n2t.net/ark:/65665/3071beaf7-9bc6-41c2-b323-7040a7f9de53	USNM 284326	USNM	JTW93-18	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		
1319641641	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:02.627+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT		4338601	1	54	354	9477065	2014	2117211	4338601	4338601	Pycnogonum saxulum Child, 1998	Pycnogonum saxulum Child, 1998	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum saxulum	Pycnogonum	saxulum	SPECIES	ACCEPTED	NE	-21.3042	-174.439	5.5	5.5	{}	South Pacific Ocean	South Pacific Ocean, Tonga	1993	11	3	1993-11-03	307	307	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:39:00.000+00:00	2024-07-02T12:38:02.627+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/36be65848-ddfd-4c82-b1a7-618e05c823b7'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	TO	[]	[]	OCEANIA	Tonga	NORTH_AMERICA	http://n2t.net/ark:/65665/36be65848-ddfd-4c82-b1a7-618e05c823b7	urn:lsid:biocol.org:col:34871	03 NOV 1993	unknown, from legacy	Tongatapu Group, Eua Island, NW Shore, On Spur And Groove Reef At Cliff Base	Degrees Minutes Seconds	IZ	1319641641	http://n2t.net/ark:/65665/36be65848-ddfd-4c82-b1a7-618e05c823b7	USNM 284327	USNM	JTW93-18	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Juvenile	Rocky surge channels, fringing reef
