key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	nameAccordingTo	parentEventID	collectionID	networkKeys
4406604428	062b1492-5e8a-4b56-89f9-300bc06bba5d	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-04-16T14:00:19.862+00:00	2024-04-16T14:00:45.162+00:00	141	{}	PRESERVED_SPECIMEN	1	PRESENT	2118524	1	54	354	9477065	6313	2118496	2118524	2118524	Cilunculus misesetosus Turpaeva, 2005	Cilunculus misesetosus Turpaeva, 2005	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus misesetosus	Cilunculus	misesetosus	SPECIES	ACCEPTED	NE	41.6611564	-49.9908832	{}	Atlantic Ocean	2001	9	6	2001-09-06	249	249	HOLOTYPE	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-04-16T14:00:45.162+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '735226ab-40e8-4667-a770-0df7c2ec3341'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0000969label.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0000969.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Akademik M. Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Akademik M. Keldysh_cruise 46_st.4254	735226ab-40e8-4667-a770-0df7c2ec3341	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	North Atlantic	4254	OBFc	4406604428	735226ab-40e8-4667-a770-0df7c2ec3341	3796.0-3780.0 m	INV0000969	IORAS	IORAS	Turpaeva, E. P. (2005). Bathyal pycnogonids (Pycnogonida) from the northern Atlantic Ocean and the southern Norwegian Sea. Zoologicheskii Zhurnal. 84(5): 541-554.	cruise 46	fd699988-ab5d-4737-9443-9085cea191d2	
4399691556	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.027+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2118524	1	54	354	9477065	6313	2118496	2118524	2118524	Cilunculus misesetosus Turpaeva, 2005	Cilunculus misesetosus Turpaeva, 2005	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus misesetosus	Cilunculus	misesetosus	SPECIES	ACCEPTED	NE	41.6611564	-49.9908832	{}	Atlantic Ocean	2001	9	6	2001-09-06	249	249	HOLOTYPE	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.027+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '735226ab-40e8-4667-a770-0df7c2ec3341'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0000969label.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0000969.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Akademik Mstislav Keldysh_cruise 46_st.4254	735226ab-40e8-4667-a770-0df7c2ec3341	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	North Atlantic	4254	OBFc	4399691556	735226ab-40e8-4667-a770-0df7c2ec3341	3796.0 - 3780.0 m	INV0000969	IORAS	IORAS	Turpaeva, E.P. (2005). Bathyal pycnogonids (Pycnogonida) from the northern Atlantic Ocean and the southern Norwegian Sea. Zoologicheskii Zhurnal 84(5): 541-554.	cruise 46	fd699988-ab5d-4737-9443-9085cea191d2	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']
