key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	countryCode	gbifRegion	country	modified	rightsHolder	nomenclaturalCode	verbatimEventDate	higherClassification	sex	depth	depthAccuracy	otherCatalogNumbers	dynamicProperties	higherGeography	datasetName	georeferenceProtocol	verbatimCoordinateSystem	locationID	taxonID	stateProvince	recordNumber	occurrenceRemarks	typeStatus
4444205727	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.882+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117909	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta longituberculata (Turpaeva, 1955)	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	longituberculata	SPECIES	ACCEPTED	NE	11.4988618	-20.7340106	{}	Atlantic Ocean	2004.0	10.0	19.0	2004-10-19	293.0	293.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.882+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '497b7dbb-2a6d-41bc-96ac-de415e1f9103'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Ioffe	Turpaeva, Elena	dried:EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Akademik Ioffe_cruise 16_st.1602	497b7dbb-2a6d-41bc-96ac-de415e1f9103	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Atlantic Ocean	1602	OBFc	4444205727	497b7dbb-2a6d-41bc-96ac-de415e1f9103	5054.0 - 5035.0 m	INV0002590	IORAS	IORAS	cruise 16	fd699988-ab5d-4737-9443-9085cea191d2																							
4444205890	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.197+00:00	69	{}	PRESERVED_SPECIMEN	9.0	PRESENT	2117909	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta longituberculata (Turpaeva, 1955)	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	longituberculata	SPECIES	ACCEPTED	NE	55.2204481	167.4868549	{}	Bering Sea	1990.0	7.0	31.0	1990-07-31	212.0	212.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.197+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'eda67b14-7109-4a30-9433-1b01201cb00c'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2309	eda67b14-7109-4a30-9433-1b01201cb00c	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	to NE of Bering Island	2309	OBFc	4444205890	eda67b14-7109-4a30-9433-1b01201cb00c	3957.0 - 3978.0 m	INV0002790	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2	RU	EUROPE	Russian Federation																				
4444205642	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.851+00:00	69	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117909	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta longituberculata (Turpaeva, 1955)	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	longituberculata	SPECIES	ACCEPTED	NE	53.4615375	160.9904767	{}	Pacific Ocean	1990.0	8.0	12.0	1990-08-12	224.0	224.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.851+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '4f22145a-5a51-4238-8447-dad84dd8ee8a'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2325	4f22145a-5a51-4238-8447-dad84dd8ee8a	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kamchatka SE slope	2325	OBFc	4444205642	4f22145a-5a51-4238-8447-dad84dd8ee8a	3106.0 - 2992.0 m	INV0002791	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2	RU	EUROPE	Russian Federation																				
4444205434	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.778+00:00	69	{}	PRESERVED_SPECIMEN	11.0	PRESENT	2117909	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta longituberculata (Turpaeva, 1955)	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	longituberculata	SPECIES	ACCEPTED	NE	55.6011242	167.3863771	{}	Bering Sea	1990.0	8.0	5.0	1990-08-05	217.0	217.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.778+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd9062131-1a28-4497-b884-f07a158e2852'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Akademik Mstislav Keldysh_cruise 22_st.2316	d9062131-1a28-4497-b884-f07a158e2852	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	to NE of Bering Island	2316	OBFc	4444205434	d9062131-1a28-4497-b884-f07a158e2852	4294.0 - 4200.0 m	INV0002789	IORAS	IORAS	cruise 22	fd699988-ab5d-4737-9443-9085cea191d2	RU	EUROPE	Russian Federation																				
4444205712	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.152+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	-60.6998335	-41.049986	{}	Atlantic Ocean	1989.0	3.0	5.0	1989-03-05	64.0	64.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.152+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '721f3a2f-5036-4db0-a21c-22104a0a4c46'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Dmitry Mendeleev	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Dmitry Mendeleev_cruise 43_st.4094	721f3a2f-5036-4db0-a21c-22104a0a4c46	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Antarctica	4094	OBFc	4444205712	721f3a2f-5036-4db0-a21c-22104a0a4c46	4070.0 - 4570.0 m	INV0002740	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2	AQ	ANTARCTICA	Antarctica																				
4444205636	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.133+00:00	69	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	-60.6998336	-41.2333105	{}	Atlantic Ocean	1989.0	3.0	5.0	1989-03-05	64.0	64.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.133+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'b838d494-fe12-48a6-81a5-20385e6f0934'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Dmitry Mendeleev	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Dmitry Mendeleev_cruise 43_st.4093	b838d494-fe12-48a6-81a5-20385e6f0934	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Orkney Through, Antarctic	4093	OBFc	4444205636	b838d494-fe12-48a6-81a5-20385e6f0934	3700.0 - 3970.0 m	INV0002741	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2	AQ	ANTARCTICA	Antarctica																				
4444205809	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.904+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	-41.750308	-41.583362	{}	Atlantic Ocean	1989.0	4.0	12.0	1989-04-12	102.0	102.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.904+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '806c6452-6d0a-4980-b891-d375c98652d9'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Dmitry Mendeleev	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Dmitry Mendeleev_cruise 43_st.4107	806c6452-6d0a-4980-b891-d375c98652d9	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantic, Argentina Basin	4107	OBFc	4444205809	806c6452-6d0a-4980-b891-d375c98652d9	5180.0 - 5190.0 m	INV0002750	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2																							
2434399187	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:22.040+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117909	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta longituberculata (Turpaeva, 1955)	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	longituberculata	SPECIES	ACCEPTED	NE	-18.966667	-37.8	{}		1987.0	5.0	27.0	1987-05-27	147.0	147.0	['COORDINATE_ROUNDED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:22.040+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200322@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False		Stock J.H.	WholeOrganism (wet specimen)		WGS84	Pycnogonida	[]	[]	EUROPE		ZMA.PYC.200322@CRS	Naturalis Biodiversity Center			Chelicerata and Myriapoda	2434399187	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200322		ZMA.PYC.200322					BR	LATIN_AMERICA	Brazil	2019-03-08T00:00:00.000+00:00	Naturalis Biodiversity Center	ICZN	27 mei 1987	Animalia|Austrodecidae															
2434400093	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:27.716+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1368/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1368_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1368/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117909	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta longituberculata (Turpaeva, 1955)	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	longituberculata	SPECIES	ACCEPTED	NE			{}		1987.0	5.0	27.0	1987-05-27	147.0	147.0	['COUNTRY_INVALID', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:27.716+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1368@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1368_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1368/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False			WholeOrganism (microscopic slide)			Pycnogonida	[]	[]	EUROPE		ZMA.PYC.P.1368@CRS	Naturalis Biodiversity Center			Chelicerata and Myriapoda	2434400093	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1368		ZMA.PYC.P.1368								2020-04-03T00:00:00.000+00:00	Naturalis Biodiversity Center	ICZN	27.V.1987	Animalia	MALE														
4444205854	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.188+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	-21.2506642	11.2159013	{}	Atlantic Ocean	1986.0	1.0	22.0	1986-01-22	22.0	22.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.188+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f6de5dd2-4dfb-4bdf-bb09-44369fdc33aa'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Kurchatov	Turpaeva, Elena	EtOH 75%	DO-0.25	WGS84	Pycnogonida	[]	[]	EUROPE	RV Akademik Kurchatov_cruise 43_st.4934	f6de5dd2-4dfb-4bdf-bb09-44369fdc33aa	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	East South Atlantic	4934	OBFc	4444205854	f6de5dd2-4dfb-4bdf-bb09-44369fdc33aa	2640.0 m	INV0002745	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2	NA	AFRICA	Namibia																				
