key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	countryCode	gbifRegion	country	modified	rightsHolder	nomenclaturalCode	verbatimEventDate	higherClassification	sex	depth	depthAccuracy	otherCatalogNumbers	dynamicProperties	higherGeography	datasetName	georeferenceProtocol	verbatimCoordinateSystem	locationID	taxonID	stateProvince	recordNumber	occurrenceRemarks	typeStatus
4444205975	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.228+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	-36.2004698	-49.1499098	{}	Atlantic Ocean	1985.0	12.0	26.0	1985-12-26	360.0	360.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.228+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '74419662-2050-40cb-b2c5-b0badc1b67d3'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Kurchatov	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	[]	[]	EUROPE	RV Akademik Kurchatov_cruise 43_st.4893	74419662-2050-40cb-b2c5-b0badc1b67d3	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	West South Atlantic	4893	OBFc	4444205975	74419662-2050-40cb-b2c5-b0badc1b67d3	4630.0 - 4620.0 m	INV0002742	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2																							
201121100	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.642+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	47.5183	-9.1367	{}		1974.0	2.0	1.0	1974-02-01	32.0	32.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:46.642+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201121100'}]	[]	[]	[]			False	CHARDY Pierre	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		Biocean	201121100	201121100		33526	Ifremer				FR	EUROPE	France							2775.0	0.0												
811997608	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.197+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	47.5183	-9.1367	{}		1974.0	2.0	1.0	1974-02-01	32.0	32.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.197+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811997608'}]	[]	[]	[]			False	CHARDY Pierre	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		bio_dba	811997608	811997608		33526	Ifremer				FR	EUROPE	France							2775.0	0.0												
1056575251	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.885+00:00	391	{}	PRESERVED_SPECIMEN	15.0	PRESENT	2117909	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta longituberculata (Turpaeva, 1955)	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	longituberculata	SPECIES	ACCEPTED	NE			{}		1974.0	6.0	28.0	1974-06-28	179.0	179.0	['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.885+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3665754'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		False		Dr Roger Bamber				Pycnogonida	[]	[]	EUROPE		3665754			Station 8524[hash]6	ZOO	1056575251	40fcae09-035a-4204-8f12-f38efe008666		1998.964-973	NHMUK											Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Stiripasterida; Austrodecidae		4414.0		NHMUK:ecatalogue:3665754	"{""associatedMediaCount"": null, ""barcode"": ""011060010"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180304586000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Pantopipetta longituberculata (Turpaeva, 1955)"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056575251"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"										
1056324213	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.886+00:00	391	{}	PRESERVED_SPECIMEN	7.0	PRESENT	2117909	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta longituberculata (Turpaeva, 1955)	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	longituberculata	SPECIES	ACCEPTED	NE			{}		1974.0	6.0	28.0	1974-06-28	179.0	179.0	['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.886+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3665757'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		False		Dr Roger Bamber				Pycnogonida	[]	[]	EUROPE		3665757			Station 8524[hash]1	ZOO	1056324213	3768a25d-5e53-44ed-ba18-b57bc0a728bb		1998.974-980	NHMUK											Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Stiripasterida; Austrodecidae	FEMALE	4412.0		NHMUK:ecatalogue:3665757	"{""associatedMediaCount"": null, ""barcode"": ""011006863"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180304586000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Pantopipetta longituberculata (Turpaeva, 1955)"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056324213"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"										
201120696	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:49.145+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	47.4683	-9.13	{}		1974.0	10.0	1.0	1974-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:49.145+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201120696'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		Biocean	201120696	201120696		19867	Ifremer				FR	EUROPE	France							3250.0	0.0												
201120699	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:49.164+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	47.55	-9.13	{}		1974.0	10.0	1.0	1974-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:49.164+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201120699'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		Biocean	201120699	201120699		19921	Ifremer				FR	EUROPE	France							2777.0	0.0												
201120725	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:49.026+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	47.5417	-9.1933	{}		1974.0	10.0	1.0	1974-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:49.026+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201120725'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		Biocean	201120725	201120725		20756	Ifremer				FR	EUROPE	France							2925.0	0.0												
811997200	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.414+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	47.4683	-9.13	{}		1974.0	10.0	1.0	1974-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.414+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811997200'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		bio_dba	811997200	811997200		19867	Ifremer				FR	EUROPE	France							3250.0	0.0												
811997202	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.415+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	47.55	-9.13	{}		1974.0	10.0	1.0	1974-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.415+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811997202'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		bio_dba	811997202	811997202		19921	Ifremer				FR	EUROPE	France							2777.0	0.0												
811997226	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.418+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	47.5417	-9.1933	{}		1974.0	10.0	1.0	1974-10-01	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.418+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811997226'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		bio_dba	811997226	811997226		20756	Ifremer				FR	EUROPE	France							2925.0	0.0												
201120784	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.724+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	47.4717	-9.12	{}		1973.0	8.0	1.0	1973-08-01	213.0	213.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.724+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201120784'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		Biocean	201120784	201120784		22241	Ifremer				FR	EUROPE	France							3548.0	0.0												
811997253	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.088+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117910	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta brevicauda Stock, 1963	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	brevicauda	SPECIES	SYNONYM	NE	47.4717	-9.12	{}		1973.0	8.0	1.0	1973-08-01	213.0	213.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.088+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811997253'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan			WGS84	Pycnogonida	[]	[]	EUROPE				Golfe de Gascogne		bio_dba	811997253	811997253		22241	Ifremer				FR	EUROPE	France							3548.0	0.0												
1317512678	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:08.445+00:00	395	{}	PRESERVED_SPECIMEN	12.0	PRESENT	2117909	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta longituberculata (Turpaeva, 1955)	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	longituberculata	SPECIES	ACCEPTED	NE	8.2067	-55.8367	{}	North Atlantic Ocean	1972.0	2.0	29.0	1972-02-29	60.0	60.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:08.445+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/30dbdae1f-812d-470a-a6ca-4ec738b5ace0'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/30dbdae1f-812d-470a-a6ca-4ec738b5ace0	urn:lsid:biocol.org:col:34871	Guiana Basin, N Of Surinam		IZ	1317512678	http://n2t.net/ark:/65665/30dbdae1f-812d-470a-a6ca-4ec738b5ace0		USNM 181014	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	SR	LATIN_AMERICA	Suriname	2014-10-20T15:09:00.000+00:00			29 FEB 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae		2493.5	6.5			North Atlantic Ocean	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	25-301					
1320144114	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:43.540+00:00	395	{}	PRESERVED_SPECIMEN	6.0	PRESENT	2117909	1	54	354	9477065	6314	2117901	2117909	2117909	Pantopipetta longituberculata (Turpaeva, 1955)	Pantopipetta longituberculata (Turpaeva, 1955)	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta longituberculata	Pantopipetta	longituberculata	SPECIES	ACCEPTED	NE	10.1017	-55.2333	{}	North Atlantic Ocean	1972.0	2.0	26.0	1972-02-26	57.0	57.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:43.540+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/382180f3f-2eb9-47df-ac09-51f28d961fe6'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/382180f3f-2eb9-47df-ac09-51f28d961fe6	urn:lsid:biocol.org:col:34871	Guiana Basin, N Of Surinam		IZ	1320144114	http://n2t.net/ark:/65665/382180f3f-2eb9-47df-ac09-51f28d961fe6		USNM 181012	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				2014-10-20T15:09:00.000+00:00			26 FEB 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae		3863.5	4.5			North Atlantic Ocean	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	25-291					
