key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	verbatimEventDate	institutionCode	locality	gbifID	collectionCode	occurrenceID	higherClassification	collectionID	lifeStage	decimalLatitude	decimalLongitude	continent	geodeticDatum	eventID	scientificNameID	habitat	verbatimDepth	rightsHolder	nomenclaturalCode	typeStatus	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	occurrenceRemarks	coordinatePrecision	coordinateUncertaintyInMeters	georeferencedBy	references	dynamicProperties	georeferenceVerificationStatus	county	verbatimLocality	higherGeographyID	disposition	ownerInstitutionCode	georeferenceSources
1321361958	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:02.555+00:00	395	{}	PRESERVED_SPECIMEN	6.0	PRESENT	MALE	2117226	1	54	354	9477065	2014	2117211	2117226	2117226	Pycnogonum reticulatum Hedgpeth, 1948	Pycnogonum reticulatum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum reticulatum	Pycnogonum	reticulatum	SPECIES	ACCEPTED	NE	2.0	1.0	Florida	{}	North Atlantic Ocean, Gulf of Mexico	North Atlantic Ocean, Gulf of Mexico, United States, Florida	1977.0	3.0	18.0	1977-03-18	77.0	77.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:18:00.000+00:00	2024-07-02T12:38:02.555+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b7f795aa-3ce6-4e90-9eb7-c255c17541c8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	E. Peters	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3b7f795aa-3ce6-4e90-9eb7-c255c17541c8	USNM 169745	urn:lsid:biocol.org:col:34871	18 MAR 1977	USNM	West Summerland Key, SE Of Bridge	1321361958	IZ	http://n2t.net/ark:/65665/3b7f795aa-3ce6-4e90-9eb7-c255c17541c8	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																												
1318843578	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:44.759+00:00	395	{}	PRESERVED_SPECIMEN	15.0	PRESENT		2117226	1	54	354	9477065	2014	2117211	2117226	2117226	Pycnogonum reticulatum Hedgpeth, 1948	Pycnogonum reticulatum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum reticulatum	Pycnogonum	reticulatum	SPECIES	ACCEPTED	NE	2.0	1.0	Florida	{}	North Atlantic Ocean, Gulf of Mexico	North Atlantic Ocean, Gulf of Mexico, United States, Florida	1977.0	5.0	16.0	1977-05-16	136.0	136.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2019-07-16T09:32:00.000+00:00	2024-07-02T12:37:44.759+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/348942e18-9c95-4433-ba10-70a910e40b62'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	E. Peters	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/348942e18-9c95-4433-ba10-70a910e40b62	USNM 169747	urn:lsid:biocol.org:col:34871	16 MAY 1977	USNM	West Summerland Key, SE Of Bridge	1318843578	IZ	http://n2t.net/ark:/65665/348942e18-9c95-4433-ba10-70a910e40b62	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																												
1322542288	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:20.096+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2117226	1	54	354	9477065	2014	2117211	2117226	2117226	Pycnogonum reticulatum Hedgpeth, 1948	Pycnogonum reticulatum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum reticulatum	Pycnogonum	reticulatum	SPECIES	ACCEPTED	NE	2.0	1.0	Florida	{}	North Atlantic Ocean, Gulf of Mexico	North Atlantic Ocean, Gulf of Mexico, United States, Florida	1977.0	5.0	16.0	1977-05-16	136.0	136.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:18:00.000+00:00	2024-07-02T12:38:20.096+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ec35d18e-4d47-4d6d-96dd-1fcc2ec7a576'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	E. Peters	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3ec35d18e-4d47-4d6d-96dd-1fcc2ec7a576	USNM 169746	urn:lsid:biocol.org:col:34871	16 MAY 1977	USNM	West Summerland Key, SE Of Bridge	1322542288	IZ	http://n2t.net/ark:/65665/3ec35d18e-4d47-4d6d-96dd-1fcc2ec7a576	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Juvenile																											
1320290420	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:38.404+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	FEMALE	2117226	1	54	354	9477065	2014	2117211	2117226	2117226	Pycnogonum reticulatum Hedgpeth, 1948	Pycnogonum reticulatum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum reticulatum	Pycnogonum	reticulatum	SPECIES	ACCEPTED	NE	2.0	1.0	Florida	{}	North Atlantic Ocean, Gulf of Mexico	North Atlantic Ocean, Gulf of Mexico, United States, Florida	1977.0	6.0	8.0	1977-06-08	159.0	159.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:18:00.000+00:00	2024-07-02T12:37:38.404+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38898e98e-f3f4-4b5b-b0d3-13fbd92f2c36'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	E. Peters	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/38898e98e-f3f4-4b5b-b0d3-13fbd92f2c36	USNM 169748	urn:lsid:biocol.org:col:34871	08 JUN 1977	USNM	West Summerland Key, SE Of Bridge	1320290420	IZ	http://n2t.net/ark:/65665/38898e98e-f3f4-4b5b-b0d3-13fbd92f2c36	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																												
1320885310	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:04.706+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2117226	1	54	354	9477065	2014	2117211	2117226	2117226	Pycnogonum reticulatum Hedgpeth, 1948	Pycnogonum reticulatum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum reticulatum	Pycnogonum	reticulatum	SPECIES	ACCEPTED	NE	2.0	1.0	Florida	{}	North Atlantic Ocean, Gulf of Mexico	North Atlantic Ocean, Gulf of Mexico, United States, Florida	1977.0	6.0		1977-06			['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:18:00.000+00:00	2024-07-02T12:38:04.706+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a2e5f474-9ea8-4ee6-ba01-3946b8ee0a33'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	E. Peters	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3a2e5f474-9ea8-4ee6-ba01-3946b8ee0a33	USNM 169749	urn:lsid:biocol.org:col:34871	-- JUN 1977	USNM	West Summerland Key, SE Of Bridge	1320885310	IZ	http://n2t.net/ark:/65665/3a2e5f474-9ea8-4ee6-ba01-3946b8ee0a33	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Juvenile																											
2520635655	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:33.571+00:00	150	{}	PRESERVED_SPECIMEN		PRESENT		2117226	1	54	354	9477065	2014	2117211	2117226	2117226	Pycnogonum reticulatum Hedgpeth, 1948	Pycnogonum reticulatum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum reticulatum	Pycnogonum	reticulatum	SPECIES	ACCEPTED	NE	2.0	1.0		{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.10_1', 'name': 'Florida'}, 'level2': {'gid': 'USA.10.44_1', 'name': 'Monroe'}}			1977.0	7.0	6.0	1977-07-06	187.0	187.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-25T11:57:33.571+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '8f31518c-f25f-447b-9d6f-ef794a350e9b'}]	[]	[]	[]			False					Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	8f31518c-f25f-447b-9d6f-ef794a350e9b	17655					2520635655	FSBC I	8f31518c-f25f-447b-9d6f-ef794a350e9b		56bf7b66-ed07-4b91-9f0d-1f00de11fab8		24.666666	-81.5	NORTH_AMERICA	WGS84	3ccd08a6-40df-475b-9572-d398cfa7d62e	urn:lsid:marinespecies.org:taxname:239713																					
1320432555	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:19.583+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2117226	1	54	354	9477065	2014	2117211	2117226	2117226	Pycnogonum reticulatum Hedgpeth, 1948	Pycnogonum reticulatum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum reticulatum	Pycnogonum	reticulatum	SPECIES	ACCEPTED	NE	5.0	5.0		{}	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama	1971.0	7.0	22.0	1971-07-22	203.0	203.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-09-30T11:20:00.000+00:00	2024-07-02T12:38:19.583+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38ee46b01-23ee-4ade-a8a2-6d2a2d71a07a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	D. Meyer	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/38ee46b01-23ee-4ade-a8a2-6d2a2d71a07a	USNM 151159	urn:lsid:biocol.org:col:34871	22 JUL 1971	USNM	Bocas Del Toro, Cayo Crawl, Between Popa And Bastimentos Islands	1320432555	IZ	http://n2t.net/ark:/65665/38ee46b01-23ee-4ade-a8a2-6d2a2d71a07a	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		9.28	-82.08	NORTH_AMERICA	WGS84																							
1320894421	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:31.584+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2117226	1	54	354	9477065	2014	2117211	2117226	2117226	Pycnogonum reticulatum Hedgpeth, 1948	Pycnogonum reticulatum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum reticulatum	Pycnogonum	reticulatum	SPECIES	ACCEPTED	NE				{}	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama	1971.0	8.0		1971-08			['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-11-21T16:47:00.000+00:00	2024-07-02T12:39:31.584+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a34d9205-38bb-415a-9573-66ea1323f806'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	D. Meyer	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3a34d9205-38bb-415a-9573-66ea1323f806	USNM 151158	urn:lsid:biocol.org:col:34871	-- AUG 1971	USNM	Bocas Del Toro	1320894421	IZ	http://n2t.net/ark:/65665/3a34d9205-38bb-415a-9573-66ea1323f806	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		9.37	-82.18	NORTH_AMERICA	WGS84			On coral																				
1320481070	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:25.417+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2117226	1	54	354	9477065	2014	2117211	2117226	2117226	Pycnogonum reticulatum Hedgpeth, 1948	Pycnogonum reticulatum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum reticulatum	Pycnogonum	reticulatum	SPECIES	ACCEPTED	NE			Quintana Roo	{}	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Mexico, Quintana Roo	1970.0	8.0	13.0	1970-08-13	225.0	225.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:25:00.000+00:00	2024-07-02T12:39:25.417+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39106f3db-3d84-4da1-b316-e09ffaa33f27'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	M. Downey	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	NORTH_AMERICA	http://n2t.net/ark:/65665/39106f3db-3d84-4da1-b316-e09ffaa33f27	USNM 171175	urn:lsid:biocol.org:col:34871	13 AUG 1970	USNM	Isla Mujeres, Sponge In Shallows	1320481070	IZ	http://n2t.net/ark:/65665/39106f3db-3d84-4da1-b316-e09ffaa33f27	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				NORTH_AMERICA					Intertidal																			
1322734710	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:31.834+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2117226	1	54	354	9477065	2014	2117211	2117226	2117226	Pycnogonum reticulatum Hedgpeth, 1948	Pycnogonum reticulatum Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum reticulatum	Pycnogonum	reticulatum	SPECIES	ACCEPTED	NE			Florida	{}	North Atlantic Ocean, Gulf of Mexico	North Atlantic Ocean, Gulf of Mexico, United States, Florida	1966.0	7.0	9.0	1966-07-09	190.0	190.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T14:15:00.000+00:00	2024-07-02T12:38:31.834+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f4bec10d-60b9-491d-ac3c-7c6d0a99ccfe'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	S. Earle	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3f4bec10d-60b9-491d-ac3c-7c6d0a99ccfe	USNM 169033	urn:lsid:biocol.org:col:34871	09 JUL 1966	USNM	Florida Keys, Pigeon Key, Straits Of Florida	1322734710	IZ	http://n2t.net/ark:/65665/3f4bec10d-60b9-491d-ac3c-7c6d0a99ccfe	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																												
