key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	sex	occurrenceRemarks	modified	datasetID	recordedBy	locality	collectionCode	bibliographicCitation	individualCount	waterBody	collectionKey	verbatimDepth	ownerInstitutionCode	collectionID	island	verbatimLocality	higherGeography	datasetName	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	typeStatus
3386516561	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.681+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-70.9382	-10.5463	142.0	311.6	1.0999999999999943	ANTARCTICA	{}	2011.0	3.0	28.0	2011-03-28	87.0	87.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.681+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	3.0	individuals	False	[{'identifier': 'ANTXXVII/3_PS77_1280_2.2'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Rauschert dredge|https://epic.awi.de/id/eprint/30175/1/644-2012%20ANT27-3%20RKnust.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS77	ANTXXVII/3_PS77_1280_2.2	urn:lsid:marinespecies.org:taxname:172975	https://ror.org/01rhff309	28/03/2011	LINESTRING (-10.548667 -70.93717, -10.54383333 -70.93916667)	PS77_PS77/280-2	en	3386516561	ANTXXVII/3_PS77_1280_2.2	PhysicalObject	ANTXXVII/3_PS77_1280_2.2	BAS																							
3386517570	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:25.095+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-70.9723	-10.5001	144.0	290.1	11.599999999999994	ANTARCTICA	{}	2011.0	3.0	29.0	2011-03-29	88.0	88.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:25.095+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'ANTXXVII/3_PS77_304 (event number?)'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Rauschert dredge|https://epic.awi.de/id/eprint/30175/1/644-2012%20ANT27-3%20RKnust.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS77	ANTXXVII/3_PS77_304 (event number?)	urn:lsid:marinespecies.org:taxname:172975	https://ror.org/01rhff309	29/03/2011	LINESTRING (-10.504 -70.9725, -10.49616667 -70.97216667)	PS77_PS77/284-1	en	3386517570	ANTXXVII/3_PS77_304 (event number?)	PhysicalObject	ANTXXVII/3_PS77_304 (event number?)	BAS	MALE	Eggs on one oviger																					
1914305088	7b45011a-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:57.305+00:00	2024-01-24T20:20:35.210+00:00	240		{}	HUMAN_OBSERVATION	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-62.15568	-58.45473		46.0		ANTARCTICA	{}	1985.0	3.0	17.0	1985-03-17	76.0	76.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:35.210+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:University of Lodz:OC - Pycnogonida:458_0007'}]	[]	[]	[]		False	Bamber Roger			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:University of Lodz:OC - Pycnogonida:458_0007	urn:lsid:marinespecies.org:taxname:172975						1914305088	urn:catalog:University of Lodz:OC - Pycnogonida:458_0007		458	University of Lodz			2008-05-05T00:00:00.000+00:00	IMIS:dasid:1649	Sicinski Jacek	Admiralty Bay	OC - Pycnogonida	Sicinski J., Bamber R. 2008. Admiralty Bay Benthos Diversity Data Base (ABBED). Pycnogonida. (http://www.scarmarbin.be)															
1914305095	7b45011a-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:57.305+00:00	2024-01-24T20:20:32.389+00:00	240		{}	HUMAN_OBSERVATION	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-62.15296	-58.44579		240.0		ANTARCTICA	{}	1985.0	5.0	11.0	1985-05-11	131.0	131.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:32.389+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:University of Lodz:OC - Pycnogonida:479_0025'}]	[]	[]	[]		False	Bamber Roger			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:University of Lodz:OC - Pycnogonida:479_0025	urn:lsid:marinespecies.org:taxname:172975						1914305095	urn:catalog:University of Lodz:OC - Pycnogonida:479_0025		479	University of Lodz			2008-05-05T00:00:00.000+00:00	IMIS:dasid:1649	Sicinski Jacek	Admiralty Bay	OC - Pycnogonida	Sicinski J., Bamber R. 2008. Admiralty Bay Benthos Diversity Data Base (ABBED). Pycnogonida. (http://www.scarmarbin.be)															
4399690558	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.078+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-62.9998171	-58.9994012					{}	1968.0	1.0	25.0	1968-01-25	25.0	25.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.078+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '762145e6-9e7d-4c71-9f62-2d1f299c755d'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Ob'__st.939-15	762145e6-9e7d-4c71-9f62-2d1f299c755d		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			939-15		4399690558	762145e6-9e7d-4c71-9f62-2d1f299c755d		INV0001780	IORAS					RV Ob'	Bransfield Strait	OBFc		2.0	Fleet Sea	fd699988-ab5d-4737-9443-9085cea191d2	160.0 - 170.0 m	IORAS	fd699988-ab5d-4737-9443-9085cea191d2									
1019678984	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.110+00:00	564		{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1969', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Cilunculus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Fry & Hedgpeth, 1969', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|232969', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Cilunculus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'cactoides', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22522', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Cilunculus cactoides Fry & Hedgpeth, 1969'}]}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-62.46667	-59.63833		200.0		ANTARCTICA	{}	1968.0	1.0	11.0	1968-01-11	11.0	11.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:43.110+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5546'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5546					ANTARCTIQUE CHILIENNE 1968-69/69-25		1019678984	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5546		2009-5546	MNHN			2016-06-29T17:14:06.000+00:00			Ile Greenwich	IU		1.0		0641bf3b-29ad-42c9-b3c7-ffb5a76f6954			10.15468/qgvvhd	Iles Shetland du Sud	Détroit Anglais							
1319313212	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:14.459+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-72.083	172.142		350.0	2.0		{}	1968.0	1.0	10.0	1968-01-10	10.0	10.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:14.459+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/35d62a630-5a09-4fdd-b2c7-2ef5bda72e48'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/35d62a630-5a09-4fdd-b2c7-2ef5bda72e48		urn:lsid:biocol.org:col:34871	10 JAN 1968		USARP/EL/32/1996/USC		1319313212	http://n2t.net/ark:/65665/35d62a630-5a09-4fdd-b2c7-2ef5bda72e48		USNM 154671	USNM	FEMALE		2013-04-04T16:50:00.000+00:00		University of Southern California	Victoria Land	IZ		1.0	Antarctic Ocean, Ross Sea	0174f5b3-da29-4967-b8dc-ce75ed53e35d			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Antarctic Ocean, Ross Sea, Antarctica	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	1996	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	
1322431727	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:08.096+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-72.058	172.367		346.0	2.0		{}	1968.0	1.0	10.0	1968-01-10	10.0	10.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:08.096+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3e7572de6-fc90-45ee-abe7-85eb753756e6'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol); Slide		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3e7572de6-fc90-45ee-abe7-85eb753756e6		urn:lsid:biocol.org:col:34871	10 JAN 1968		USARP/EL/32/1995/USC		1322431727	http://n2t.net/ark:/65665/3e7572de6-fc90-45ee-abe7-85eb753756e6		USNM 154670	USNM	MALE		2015-07-31T14:01:00.000+00:00		University of Southern California	Victoria Land	IZ		1.0	Antarctic Ocean, Ross Sea	0174f5b3-da29-4967-b8dc-ce75ed53e35d			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Antarctic Ocean, Ross Sea, Antarctica	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	1995	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	
1317913881	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:48.614+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-64.7675	-64.0667		26.0	5.0	ANTARCTICA	{}	1963.0	1.0	25.0	1963-01-25	25.0	25.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:48.614+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/31f74f42e-51e9-4e7c-a62a-88f8067dcd02'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/31f74f42e-51e9-4e7c-a62a-88f8067dcd02		urn:lsid:biocol.org:col:34871	25 JAN 1963				1317913881	http://n2t.net/ark:/65665/31f74f42e-51e9-4e7c-a62a-88f8067dcd02		USNM 125529	USNM	FEMALE		2016-06-16T13:37:00.000+00:00		W. Schmitt	Antarctic Peninsula, Palmer Archipelago, Anvers Island, Arthur Harbor	IZ		1.0	Antarctic Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Antarctic Ocean, Antarctica	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	7-63	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	
1319936853	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:47.978+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-63.225	-58.783		73.0	0.0		{}	1963.0	1.0	8.0	1963-01-08	8.0	8.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:47.978+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/378f5518e-1dfa-42bc-a753-9fa2221e894a'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=21046'}]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/378f5518e-1dfa-42bc-a753-9fa2221e894a		urn:lsid:biocol.org:col:34871	08 JAN 1963		USARP/EL/6/436/USC		1319936853	http://n2t.net/ark:/65665/378f5518e-1dfa-42bc-a753-9fa2221e894a		USNM 113002	USNM	FEMALE		2013-01-11T15:38:00.000+00:00		University of Southern California	South Shetland Islands, Bransfield Strait, Astrolabe Island	IZ		1.0	Antarctic Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Antarctic Ocean, Antarctica	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	436	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	HOLOTYPE
