key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	sex	occurrenceRemarks	modified	datasetID	recordedBy	locality	collectionCode	bibliographicCitation	individualCount	waterBody	collectionKey	verbatimDepth	ownerInstitutionCode	collectionID	island	verbatimLocality	higherGeography	datasetName	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	typeStatus
1321787997	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:10.107+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-62.658	-56.15		368.5	57.5		{}	1963.0	1.0	2.0	1963-01-02	2.0	2.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:10.107+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3cad32ed8-8955-4f3f-af9c-b9414d8d8620'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3cad32ed8-8955-4f3f-af9c-b9414d8d8620		urn:lsid:biocol.org:col:34871	02 JAN 1963		USARP/EL/6/418/USC		1321787997	http://n2t.net/ark:/65665/3cad32ed8-8955-4f3f-af9c-b9414d8d8620		USNM 1122806	USNM			2013-01-11T15:40:00.000+00:00		University of Southern California	South Shetland Islands, King George Island	IZ		1.0	Antarctic Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Antarctic Ocean, Antarctica	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	418	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	
4399691465	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.011+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-67.4758496	46.2921024				ANTARCTICA	{}	1963.0	2.0	20.0	1963-02-20	51.0	51.0	['COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.011+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '2424bb79-19a7-4713-a925-e6931045a868'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	EtOH 75%	Gorbunov Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Ob'__st.NA	2424bb79-19a7-4713-a925-e6931045a868		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			NA		4399691465	2424bb79-19a7-4713-a925-e6931045a868		INV0001781	IORAS					RV Ob'	Alasheev bay, Cosmonauts Sea	OBFc		1.0	Cosmonauts Sea	fd699988-ab5d-4737-9443-9085cea191d2	70.0 - 167.0 m	IORAS	fd699988-ab5d-4737-9443-9085cea191d2									
1318154051	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:25.291+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-62.5375	-59.7833		55.0	0.0	ANTARCTICA	{}	1963.0	2.0	13.0	1963-02-13	44.0	44.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:25.291+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/32a137064-27ac-4c6f-bb32-0f6871537985'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/32a137064-27ac-4c6f-bb32-0f6871537985		urn:lsid:biocol.org:col:34871	13 FEB 1963				1318154051	http://n2t.net/ark:/65665/32a137064-27ac-4c6f-bb32-0f6871537985		USNM 125530	USNM			2016-06-16T14:17:00.000+00:00		W. Schmitt	South Shetland Islands, Greenwich Island, Yankee Harbor	IZ		4.0	Antarctic Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Antarctic Ocean, Antarctica	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	45-63	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	
1319255178	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:13.640+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-54.55	-77.85		4067.0			{}	1962.0	2.0	25.0	1962-02-25	56.0	56.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:13.640+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/35ad004d9-6bb9-4529-bd93-ee6b771d6d22'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	NORTH_AMERICA		http://n2t.net/ark:/65665/35ad004d9-6bb9-4529-bd93-ee6b771d6d22		urn:lsid:biocol.org:col:34871	25 FEB 1962				1319255178	http://n2t.net/ark:/65665/35ad004d9-6bb9-4529-bd93-ee6b771d6d22		USNM 152765	USNM	MALE		2014-07-26T02:05:00.000+00:00			Off Tierra Del Fuego	IZ		1.0	South Pacific Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			South Pacific Ocean, Chile	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	28	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	
1318500047	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:14.116+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-72.13	172.17		433.0	0.0		{}	1958.0	1.0	13.0	1958-01-13	13.0	13.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:14.116+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/33964f9ff-e491-4460-8e5d-91e0e40d9d44'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/33964f9ff-e491-4460-8e5d-91e0e40d9d44		urn:lsid:biocol.org:col:34871	13 JAN 1958				1318500047	http://n2t.net/ark:/65665/33964f9ff-e491-4460-8e5d-91e0e40d9d44		USNM 152763	USNM	MALE		2016-06-20T12:21:00.000+00:00		R. Starr	Victoria Land, Mcmurdo Sound, Cape Hallett, E Of Cape Hallett	IZ		1.0	Antarctic Ocean, Ross Sea	0174f5b3-da29-4967-b8dc-ce75ed53e35d			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Antarctic Ocean, Ross Sea, Antarctica	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	3	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	PARATYPE
1321683860	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:43.250+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-72.0967	172.253		392.0	0.0		{}	1958.0	1.0	12.0	1958-01-12	12.0	12.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:43.250+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3c6312f7f-8337-4f2b-87d8-8e98a2184dd0'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=88443'}]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Fry, W. G.; Hedgpeth, J. W.	Slide; Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3c6312f7f-8337-4f2b-87d8-8e98a2184dd0		urn:lsid:biocol.org:col:34871	12 JAN 1958				1321683860	http://n2t.net/ark:/65665/3c6312f7f-8337-4f2b-87d8-8e98a2184dd0		USNM 113006	USNM	MALE	In Jar With 113002, 152763. Ledger Says Holotype.; Slides labelled Holotype.; Portion of coverslip without mountant to specimen part edge on one slide.	2023-02-28T09:56:00.000+00:00		L. Wilson	Victoria Land, Moubray Bay, Near Cape Hallett	IZ		1.0	Antarctic Ocean, Ross Sea	0174f5b3-da29-4967-b8dc-ce75ed53e35d			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Antarctic Ocean, Ross Sea, Antarctica	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	23	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	ALLOTYPE
774193482	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:37.637+00:00	564		{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1969', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Cilunculus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Fry & Hedgpeth, 1969', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|171568', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Cilunculus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'cactoides', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22522', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Cilunculus cactoides Fry & Hedgpeth, 1969'}]}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE							{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:37.637+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3103'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.				Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3103							774193482	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3103		2009-3103	MNHN			2016-06-29T17:13:38.000+00:00				IU		1.0		0641bf3b-29ad-42c9-b3c7-ffb5a76f6954			10.15468/qgvvhd									
774193483	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:37.637+00:00	564		{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1969', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Cilunculus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Fry & Hedgpeth, 1969', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|171569', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Cilunculus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'cactoides', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22522', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Cilunculus cactoides Fry & Hedgpeth, 1969'}]}	PRESERVED_SPECIMEN	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE							{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:37.637+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3104'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.				Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3104							774193483	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3104		2009-3104	MNHN			2016-06-29T17:13:14.000+00:00				IU		1.0		0641bf3b-29ad-42c9-b3c7-ffb5a76f6954			10.15468/qgvvhd									
318005416	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.562+00:00	124		{}	OCCURRENCE	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-62.5375	-59.7833		55.0	0.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.562+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22120'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005416			22120	BAS							SOMBASE Pycnogonids																
318005417	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.564+00:00	124		{}	OCCURRENCE	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-62.6483	-56.17		368.5	57.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.564+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22121'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005417			22121	BAS							SOMBASE Pycnogonids																
318005418	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.560+00:00	124		{}	OCCURRENCE	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-63.45	-62.6166		204.5	48.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.560+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22122'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005418			22122	BAS							SOMBASE Pycnogonids																
318005419	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.560+00:00	124		{}	OCCURRENCE	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-56.1033	-66.3166		439.0	55.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.560+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22123'}]	[]	[]	[]		False				WGS84	Pycnogonida	CL	[]	[]	LATIN_AMERICA	Chile	EUROPE									318005419			22123	BAS							SOMBASE Pycnogonids																
318005420	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.563+00:00	124		{}	OCCURRENCE	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-61.415	-56.5016		300.0	0.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.563+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22124'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005420			22124	BAS							SOMBASE Pycnogonids																
318005421	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.566+00:00	124		{}	OCCURRENCE	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-56.3166	-27.4833		174.5	26.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.566+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22125'}]	[]	[]	[]		False				WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE									318005421			22125	BAS							SOMBASE Pycnogonids																
318005422	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.562+00:00	124		{}	OCCURRENCE	PRESENT	2118517	1	54	354	9477065	6313	2118496	2118517	2118517	Cilunculus cactoides Fry & Hedgpeth, 1969	Cilunculus cactoides Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus cactoides	Cilunculus	cactoides	SPECIES	ACCEPTED	NE	-49.6666	178.8833		508.0	32.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.562+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22126'}]	[]	[]	[]		False				WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE									318005422			22126	BAS							SOMBASE Pycnogonids																
