key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	individualCount	recordedBy	identifiedBy	recordNumber	occurrenceRemarks	georeferenceSources	verbatimDepth	sex	dateIdentified	modified	collectionKey	preparations	rightsHolder	institutionID	verbatimEventDate	language	type	locationID	bibliographicCitation	higherClassification	collectionID	projectId	higherGeography	acceptedNameUsage	locationRemarks	networkKeys	continent	nomenclaturalCode	coordinateUncertaintyInMeters	stateProvince	habitat	county	dynamicProperties	otherCatalogNumbers	verbatimCoordinateSystem	georeferenceProtocol	references	datasetID	taxonRemarks	disposition	vernacularName	previousIdentifications	ownerInstitutionCode	accessRights
2240585626	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.877+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0299337181954244', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '153710545001028', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117247	1	54	354	9477065	2014	2117211	2117247	2117247	Pycnogonum crassirostrum Sars, 1888	Pycnogonum crassirostrum Sars, 1888	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum crassirostrum	Pycnogonum	crassirostrum	SPECIES	ACCEPTED	NE	66.469833	6.8305	483.725	0.2949999999999875	{}	Norwegian Sea	2015.0	8.0	25.0	2015-08-25T20:17Z/2015-08-25T20:22Z	237.0	237.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:30.877+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '153710545001028'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2015113 Sample: 545	153710545001028	153710545001028	urn:lsid:marinespecies.org:taxname:134743	IMR	LINESTRING(6.8305 66.469833,6.8355 66.4705)	20:17Z/20:22Z	MAREANO Reference Station: 1537	catchId: 28	2240585626	IMRMarbunnBenthos	153710545001028																																												
1265471309	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:33.115+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00511421752471872', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '098110037001020', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117247	1	54	354	9477065	2014	2117211	2117247	2117247	Pycnogonum crassirostrum Sars, 1888	Pycnogonum crassirostrum Sars, 1888	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum crassirostrum	Pycnogonum	crassirostrum	SPECIES	ACCEPTED	NE	63.211167	6.178667	110.305	1.4649999999999963	{}	Norwegian Sea	2012.0	10.0	1.0	2012-10-01T17:37Z/2012-10-01T17:42Z	275.0	275.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:33.115+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '098110037001020'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2012110 Sample: 37	098110037001020	098110037001020	urn:lsid:marinespecies.org:taxname:134743	IMR	LINESTRING(6.178667 63.211167,6.175833 63.210833)	17:37Z/17:42Z	MAREANO Reference Station: 981	catchId: 20	1265471309	IMRMarbunnBenthos	098110037001020																																												
1265460956	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:32.947+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00808805429546014', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '020510004003048', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117247	1	54	354	9477065	2014	2117211	2117247	2117247	Pycnogonum crassirostrum Sars, 1888	Pycnogonum crassirostrum Sars, 1888	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum crassirostrum	Pycnogonum	crassirostrum	SPECIES	ACCEPTED	NE	69.863333	16.829333	349.615	1.2849999999999966	{}	Norwegian Sea	2008.0	6.0	4.0	2008-06-04T17:15Z/2008-06-04T17:21Z	156.0	156.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:32.947+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '020510004003048'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2008104 Sample: 4	020510004003048	020510004003048	urn:lsid:marinespecies.org:taxname:134743	IMR	LINESTRING(16.829333 69.863333,16.831953 69.865728)	17:15Z/17:21Z	MAREANO Reference Station: 205	catchId: 48	1265460956	IMRMarbunnBenthos	020510004003048																																												
1275071273	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:01.302+00:00	111	{}	PRESERVED_SPECIMEN	PRESENT	2117247	1	54	354	9477065	2014	2117211	2117247	2117247	Pycnogonum crassirostrum Sars, 1888	Pycnogonum crassirostrum Sars, 1888	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum crassirostrum	Pycnogonum	crassirostrum	SPECIES	ACCEPTED	NE	-32.248333	29.173333			{}		1979.0	6.0	25.0	1979-06-25T00:00	176.0	176.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:01.302+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071273'}]	[]	[]	[]		False		Heavy Dredge	WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	AFRICA		urn:catalog:IZIKO:SAM-A-10255	SAM-A-10255					32°14,9'S 29°10,4'E		1275071273		urn:catalog:IZIKO:SAM-A-10255	0.0	R/V Meiring Naude	F.Arnaud,1984	SM226	Holotype	Catalogue	620-560 m																																					
1804319468	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:25.649+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117247	1	54	354	9477065	2014	2117211	2117247	2117247	Pycnogonum crassirostrum Sars, 1888	Pycnogonum crassirostrum Sars, 1888	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum crassirostrum	Pycnogonum	crassirostrum	SPECIES	ACCEPTED	NE	62.0	-62.5833			{}		1977.0	8.0	9.0	1977-08-09	221.0	221.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:25.649+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5a34dc11-92e5-2e54-28a8-87c1a86b7c8a'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	True	Crustacea		WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA		5a34dc11-92e5-2e54-28a8-87c1a86b7c8a	CMNC 1993-0212		CMN			sample 42-1		1804319468	CMNC	5a34dc11-92e5-2e54-28a8-87c1a86b7c8a	1.0	MacLaren Atlantic for Imperial Oil of Canada	Bamber, Roger N.					FEMALE	1993-09-13T00:00:00	2021-05-28T20:23:00.000+00:00	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	fluid	Canadian Museum of Nature	http://biocol.org/urn:lsid:biocol.org:col:34935	1977-08-09	en	PhysicalObject	MacLaren-1977-08-09 Sta 39A	(CMNC 1993-0212)	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Pycnogonidae; Pycnogonum;	http://grbio.org/cool/sjd8-70zp																							
1416927733	eaf9401e-a5e3-4a27-89ad-2d6ac6559167	a41250f0-7c3e-11d8-a19c-b8a03c50a862	7c519b4c-1100-4f39-a95a-9b679b4542e4	ff7bd5db-b724-4932-b496-10ea298851f9	CA	EML	2023-12-14T00:46:43.088+00:00	2024-01-25T01:41:46.890+00:00	300	{}	PRESERVED_SPECIMEN	PRESENT	2117247	1	54	354	9477065	2014	2117211	2117247	2117247	Pycnogonum crassirostrum Sars, 1888	Pycnogonum crassirostrum Sars, 1888	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum crassirostrum	Pycnogonum	crassirostrum	SPECIES	ACCEPTED	NE	62.0	-62.583333	485.0		{}	Eastern Arctic	1977.0	8.0	9.0	1977-08-09	221.0	221.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-25T01:41:46.890+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cmn-arctic-marine-benthos-1563'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	True	Natural history museum data on Canadian Arctic marine benthos		WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA		cmn-arctic-marine-benthos-1563	CMNC 1993-0212	urn:lsid:marinespecies.org:taxname:134743	CMN					1416927733	CMNC	cmn-arctic-marine-benthos-1563	1.0	MacLaren Plansearch Inc.	"""Bamber, Roger N."""								0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830		Copyright © Canadian Museum of Nature / Musée canadien de la nature	http://biocol.org/urn:lsid:biocol.org:col:34935	77-08-09		PhysicalObject				http://biocol.org/institutional-collection/crustacea-collection	cmn-arctic-marine-benthos	Atlantic Ocean: Davis Strait	Pycnogonum crassirostrum	Slope																			
1804298585	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:16.119+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117247	1	54	354	9477065	2014	2117211	2117247	2117247	Pycnogonum crassirostrum Sars, 1888	Pycnogonum crassirostrum Sars, 1888	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum crassirostrum	Pycnogonum	crassirostrum	SPECIES	ACCEPTED	NE	62.53	-61.4167			{}		1976.0	7.0	26.0	1976-07-26	208.0	208.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:16.119+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '00a462d7-b3da-3da4-c4a8-2170124f25f8'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	True	Crustacea		WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA		00a462d7-b3da-3da4-c4a8-2170124f25f8	CMNC 1993-0214		CMN					1804298585	CMNC	00a462d7-b3da-3da4-c4a8-2170124f25f8	1.0	MacLaren Plansearch Inc.	Bamber, Roger N.					MALE	1993-09-13T00:00:00	2021-05-28T20:23:00.000+00:00	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	fluid	Canadian Museum of Nature	http://biocol.org/urn:lsid:biocol.org:col:34935	1976-07-26; time: 00:00; duration: 20 min	en	PhysicalObject	CMNC 1993-0214	(CMNC 1993-0214)	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Pycnogonidae; Pycnogonum;	http://grbio.org/cool/sjd8-70zp																							
1416927735	eaf9401e-a5e3-4a27-89ad-2d6ac6559167	a41250f0-7c3e-11d8-a19c-b8a03c50a862	7c519b4c-1100-4f39-a95a-9b679b4542e4	ff7bd5db-b724-4932-b496-10ea298851f9	CA	EML	2023-12-14T00:46:43.088+00:00	2024-01-25T01:41:46.866+00:00	300	{}	PRESERVED_SPECIMEN	PRESENT	2117247	1	54	354	9477065	2014	2117211	2117247	2117247	Pycnogonum crassirostrum Sars, 1888	Pycnogonum crassirostrum Sars, 1888	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum crassirostrum	Pycnogonum	crassirostrum	SPECIES	ACCEPTED	NE	62.53	-61.416667	517.0		{}	Eastern Arctic	1976.0	7.0	26.0	1976-07-26	208.0	208.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-25T01:41:46.866+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cmn-arctic-marine-benthos-1543'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	True	Natural history museum data on Canadian Arctic marine benthos		WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA		cmn-arctic-marine-benthos-1543	CMNC 1993-0214	urn:lsid:marinespecies.org:taxname:134743	CMN					1416927735	CMNC	cmn-arctic-marine-benthos-1543	1.0	MacLaren Plansearch Inc.	"""Bamber, Roger N."""								0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830		Copyright © Canadian Museum of Nature / Musée canadien de la nature	http://biocol.org/urn:lsid:biocol.org:col:34935	76-07-26		PhysicalObject				http://biocol.org/institutional-collection/crustacea-collection	cmn-arctic-marine-benthos	Atlantic Ocean: Davis Strait	Pycnogonum crassirostrum	Slope																			
201124152	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:51.901+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	8304504	1	54	354	9477065	2014	2117211	2117247	2117247	Pycnogonum crassirostre Sars, 1888	Pycnogonum crassirostrum Sars, 1888	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum crassirostrum	Pycnogonum	crassirostre	SPECIES	SYNONYM	NE	63.4883	-52.6067	309.0	0.0	{}		1969.0	8.0	1.0	1969-08-01	213.0	213.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:51.901+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201124152'}]	[]	[]	[]		False			WGS84	Pycnogonida	GL	[]	[]	NORTH_AMERICA	Greenland	EUROPE			34668		Ifremer			Atlantique nord		201124152	Biocean	201124152		LE PICHON Xavier	STOCK Jan																							['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']																		
812002066	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:51.162+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	8304504	1	54	354	9477065	2014	2117211	2117247	2117247	Pycnogonum crassirostre Sars, 1888	Pycnogonum crassirostrum Sars, 1888	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum crassirostrum	Pycnogonum	crassirostre	SPECIES	SYNONYM	NE	63.4883	-52.6067	309.0	0.0	{}		1969.0	8.0	1.0	1969-08-01	213.0	213.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:51.162+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '812002066'}]	[]	[]	[]		False			WGS84	Pycnogonida	GL	[]	[]	NORTH_AMERICA	Greenland	EUROPE			34668		Ifremer			Atlantique nord		812002066	bio_dba	812002066		LE PICHON Xavier	STOCK Jan																							['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']																		
