key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	references	associatedSequences	taxonConceptID	occurrenceRemarks	taxonID
462426695	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.444+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '2013', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Cilunculus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Bamber, 2013', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|117572', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Cilunculus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'roni', 'http://rs.tdwg.org/dwc/terms/typeStatus': 'Holotype', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|24114', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Bamber', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Cilunculus roni Bamber, 2013'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	7642959	1	54	354	9477065	6313	2118496	7642959	7642959	Cilunculus roni Bamber, 2013	Cilunculus roni Bamber, 2013	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus roni	Cilunculus	roni	SPECIES	ACCEPTED	NE	-1.908317	147.196533	340.5	14.5	OCEANIA	{}	2010	9	30	2010-09-30T07:10/2010-09-30T07:38	273	273	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-08-25T12:39:12.000+00:00	2024-07-24T12:24:55.444+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-2583'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	True	Samadi & Corbari	Bamber	WGS84	Pycnogonida	PG	[]	[]	OCEANIA	Papua New Guinea	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-2583	2011-2583	MNHN	Nord-Est Manus Island	BIOPAPUA/DW3696	462426695	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-2583	10.15468/qgvvhd					
3350983830	d8cd16ba-bb74-4420-821e-083f2bac17c2	ada9d123-ddb4-467d-8891-806ea8d94230		17a83780-3060-4851-9d6f-029d5fcb81c9	fbca90e3-8aed-48b1-84e3-369afbd000ce	GB	EML	2024-07-20T12:06:08.628+00:00	2024-07-20T12:49:40.562+00:00	175	{}	PRESERVED_SPECIMEN		PRESENT	7642959	1	54	354	9477065	6313	2118496	7642959	7642959	Cilunculus roni Bamber, 2013	Cilunculus roni Bamber, 2013	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus roni	Cilunculus	roni	SPECIES	ACCEPTED	NE	-1.91	147.2			OCEANIA	{}	2010	9	30	2010-09-30	273	273		['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T12:49:40.562+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'KX535367'}]	[]	[]	[]			True	Samadi & CorbariMNHN-IRD	Romain Sabroux	WGS84	Pycnogonida	PG	[]	[]	OCEANIA	Papua New Guinea	EUROPE	KX535367	MNHN-IU-2011-2583		Nord-Est Manus Island		3350983830		KX535367		https://www.ebi.ac.uk/ena/browser/view/KX535367	https://www.ebi.ac.uk/ena/browser/api/embl/KX535367	https://www.ebi.ac.uk/ena/browser/view/Taxon:2250115	Cilunculus roni voucher MNHN-IU-2011-2583 cytochrome oxidase subunit 1 (COI) gene, partial cds mitochondrial.	ASV:df0b04e4b9d117908f06993fc4a38372
