key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	gbifID	occurrenceID	taxonID	networkKeys	individualCount	sex	dateIdentified	decimalLatitude	decimalLongitude	stateProvince	institutionKey	recordedBy	identifiedBy	preparations	geodeticDatum	catalogNumber	locationRemarks	institutionCode	collectionCode	verbatimElevation	type	coordinatePrecision	coordinateUncertaintyInMeters	otherCatalogNumbers	samplingProtocol	acceptedNameUsage	dynamicProperties	verbatimLocality	nameAccordingTo	verbatimTaxonRank	depthAccuracy	waterBody	higherGeography	modified	collectionKey	datasetName	institutionID	locality	higherClassification	collectionID	rightsHolder	language	fieldNumber	nomenclaturalCode	ownerInstitutionCode	locationID	typeStatus	georeferenceProtocol	verbatimCoordinateSystem	distanceFromCentroidInMeters	originalNameUsage	county	identificationVerificationStatus	associatedReferences	http://unknown.org/orders	fieldNotes	http://unknown.org/language
3466772857	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.849+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	2117350	1	54	354	9477065	6316	2117290	2117399	2117399	Anoplodactylus perforatus Nakamura & Child, 1982	Anoplodactylus cribellatus Calman, 1923	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus cribellatus	Anoplodactylus	perforatus	SPECIES	SYNONYM	NE	234.0	ANTARCTICA	{}	2008.0	1.0	12.0	2008-01-12	12.0	12.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']	2024-06-23T06:51:20.849+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '6555197c-9edf-43bc-97a7-0c2300bdb5f5'}]	[]	[]	[]	False	ASAC_3010_0245	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 1	CEA77	6555197c-9edf-43bc-97a7-0c2300bdb5f5	urn:lsid:marinespecies.org:taxname:239682	1/12/2008	7000	https://biodiversity.org.au/afd/taxa/3b7322cc-449c-4828-bfa6-8888cdfe99d9	Species	Anoplodactylus cribellatus	3466772857	6555197c-9edf-43bc-97a7-0c2300bdb5f5	239682																																																						
500817686	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:14:46.976+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2117399	1	54	354	9477065	6316	2117290	2117399	2117399	Anoplodactylus cribellatus Calman, 1923	Anoplodactylus cribellatus Calman, 1923	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus cribellatus	Anoplodactylus	cribellatus	SPECIES	ACCEPTED	NE		OCEANIA	{}	2003.0	10.0	1.0	2003-10-01	274.0	274.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:14:46.976+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '07581cf9-ba63-4fb3-b3b5-418970de684e'}]	[]	[]	[]	False		Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			07581cf9-ba63-4fb3-b3b5-418970de684e			7000	https://biodiversity.org.au/afd/taxa/3b7322cc-449c-4828-bfa6-8888cdfe99d9		Anoplodactylus cribellatus	500817686	07581cf9-ba63-4fb3-b3b5-418970de684e		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	FEMALE	2004-01-01T00:00:00	-33.955556	122.021944	Western Australia	09d260e0-a509-40c7-bef5-b0f5444be84a	Grove, S.	Bamber, R.N.	wet (in ethanol or some other preservative)	WGS84	62241	Recherche Archipelago: SE. of Black Island (site 2902)	WAM	ARACH	-26	PhysicalObject																																				
500817685	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:15.709+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2117399	1	54	354	9477065	6316	2117290	2117399	2117399	Anoplodactylus cribellatus Calman, 1923	Anoplodactylus cribellatus Calman, 1923	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus cribellatus	Anoplodactylus	cribellatus	SPECIES	ACCEPTED	NE		OCEANIA	{}	2003.0	10.0	1.0	2003-10-01	274.0	274.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:15:15.709+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '95c0ef74-a88f-4d4e-87a1-8b632d304ef1'}]	[]	[]	[]	False		Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			95c0ef74-a88f-4d4e-87a1-8b632d304ef1			7000	https://biodiversity.org.au/afd/taxa/3b7322cc-449c-4828-bfa6-8888cdfe99d9		Anoplodactylus cribellatus	500817685	95c0ef74-a88f-4d4e-87a1-8b632d304ef1		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0		2004-01-01T00:00:00	-33.971667	122.0	Western Australia	09d260e0-a509-40c7-bef5-b0f5444be84a	Grove, S.	Bamber, R.N.	wet (in ethanol or some other preservative)	WGS84	62240	Recherche Archipelago, N. of Woody Island (site 7166)	WAM	ARACH	-30	PhysicalObject																																				
500815069	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:14:56.720+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2117399	1	54	354	9477065	6316	2117290	2117399	2117399	Anoplodactylus cribellatus Calman, 1923	Anoplodactylus cribellatus Calman, 1923	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus cribellatus	Anoplodactylus	cribellatus	SPECIES	ACCEPTED	NE		OCEANIA	{}	2002.0	5.0	15.0	2002-05-15	135.0	135.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:14:56.720+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '1efb54aa-f385-4082-8cc7-d817ed9c4bd6'}]	[]	[]	[]	False		Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			1efb54aa-f385-4082-8cc7-d817ed9c4bd6			7000	https://biodiversity.org.au/afd/taxa/3b7322cc-449c-4828-bfa6-8888cdfe99d9		Anoplodactylus cribellatus	500815069	1efb54aa-f385-4082-8cc7-d817ed9c4bd6		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	FEMALE	2004-01-01T00:00:00	-33.955556	122.021944	Western Australia	09d260e0-a509-40c7-bef5-b0f5444be84a		Bamber, R.N.	wet (in ethanol or some other preservative)	WGS84	58906	Esperance Bay, station 2902	WAM	ARACH	-26m	PhysicalObject																																				
500815071	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:16.120+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2117399	1	54	354	9477065	6316	2117290	2117399	2117399	Anoplodactylus cribellatus Calman, 1923	Anoplodactylus cribellatus Calman, 1923	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus cribellatus	Anoplodactylus	cribellatus	SPECIES	ACCEPTED	NE		OCEANIA	{}	2002.0	6.0	12.0	2002-06-12	163.0	163.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:15:16.120+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '9959a827-1383-4f77-aae4-60c901c3908d'}]	[]	[]	[]	False		Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			9959a827-1383-4f77-aae4-60c901c3908d			7000	https://biodiversity.org.au/afd/taxa/3b7322cc-449c-4828-bfa6-8888cdfe99d9		Anoplodactylus cribellatus	500815071	9959a827-1383-4f77-aae4-60c901c3908d		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0		2004-01-01T00:00:00	-33.971667	122.0	Western Australia	09d260e0-a509-40c7-bef5-b0f5444be84a		Bamber, R.N.	wet (in ethanol or some other preservative)	WGS84	58907	Esperance Bay, station 7166	WAM	ARACH	-30m	PhysicalObject																																				
1100788074	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:53.612+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117399	1	54	354	9477065	6316	2117290	2117399	2117399	Anoplodactylus cribellatus Calman, 1923	Anoplodactylus cribellatus Calman, 1923	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus cribellatus	Anoplodactylus	cribellatus	SPECIES	ACCEPTED	NE		OCEANIA	{}	1992.0	6.0	24.0	1992-06-24	176.0	176.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:53.612+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '09ab03f8-4ac8-4741-a18e-f50e5b35a5f0'}]	[]	[]	[]	False		Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1062506		09ab03f8-4ac8-4741-a18e-f50e5b35a5f0			7000	https://biodiversity.org.au/afd/taxa/3b7322cc-449c-4828-bfa6-8888cdfe99d9		Anoplodactylus cribellatus	1100788074	09ab03f8-4ac8-4741-a18e-f50e5b35a5f0		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			2008-01-01T00:00:00	-30.2	153.266	New South Wales	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig		WGS84	P.78378	ecatalogue.LocCollectionEventLocal: [NSW 451] Australia, New South Wales, southwest side of South Solitary Island (30° 12' S, 153° 16' E) 24/06/1992 - 24/06/1992, hand collected on SCUBA;	AM	Invertebrates - Marine & Other			0.001	1000.0	ecatalogue.irn:1265367|urn:catalog:AM:Invertebrates - Marine & Other:P.78378	hand collected on SCUBA	Anoplodactylus aff. cribellatus Calman, 1923	{dcterms:type:PhysicalObject,dcterms:modified:2015/8/18,verbatimUncertainty:100m-1km}	southwest side of South Solitary Island	Calman, 1923	species																											
1320847174	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:37.883+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117350	1	54	354	9477065	6316	2117290	2117399	2117399	Anoplodactylus perforatus Nakamura & Child, 1982	Anoplodactylus cribellatus Calman, 1923	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus cribellatus	Anoplodactylus	perforatus	SPECIES	SYNONYM	NE	10.0	OCEANIA	{}	1985.0	10.0	25.0	1985-10-25	298.0	298.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:37.883+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3a137e32b-2f0b-40b8-918c-e0de93e53d16'}]	[]	[]	[]	False		Pycnogonida	WS	[]	[]	OCEANIA	Samoa	NORTH_AMERICA			http://n2t.net/ark:/65665/3a137e32b-2f0b-40b8-918c-e0de93e53d16		25 OCT 1985					1320847174	http://n2t.net/ark:/65665/3a137e32b-2f0b-40b8-918c-e0de93e53d16		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	78.0						586ee56e-b0fe-4dff-b7f9-aeb104f3308a	K. Nakamura	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)		USNM 234401		USNM	IZ												0.0	South Pacific Ocean	South Pacific Ocean, Western Samoa	2014-10-21T10:22:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	urn:lsid:biocol.org:col:34871	Upolu Island, Apia	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																	
1321748179	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:42.518+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117350	1	54	354	9477065	6316	2117290	2117399	2117399	Anoplodactylus perforatus Nakamura & Child, 1982	Anoplodactylus cribellatus Calman, 1923	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus cribellatus	Anoplodactylus	perforatus	SPECIES	SYNONYM	NE	15.0	OCEANIA	{}	1985.0	10.0	22.0	1985-10-22	295.0	295.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:42.518+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3c90d1a58-4032-40ad-a632-57eff6f9fb77'}]	[]	[]	[]	False		Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	NORTH_AMERICA			http://n2t.net/ark:/65665/3c90d1a58-4032-40ad-a632-57eff6f9fb77		22 OCT 1985					1321748179	http://n2t.net/ark:/65665/3c90d1a58-4032-40ad-a632-57eff6f9fb77		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	MALE					586ee56e-b0fe-4dff-b7f9-aeb104f3308a	K. Nakamura	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)		USNM 234400		USNM	IZ												0.0	South Pacific Ocean	South Pacific Ocean, American Samoa	2014-10-21T10:22:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	urn:lsid:biocol.org:col:34871	Tutuila Island, Pago Pago Harbor	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																	
4141827766	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:09.579+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2117399	1	54	354	9477065	6316	2117290	2117399	2117399	Anoplodactylus cribellatus Calman, 1923	Anoplodactylus cribellatus Calman, 1923	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus cribellatus	Anoplodactylus	cribellatus	SPECIES	ACCEPTED	NE		OCEANIA	{}	1984.0	8.0	22.0	1984-08-22	235.0	235.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:38:09.579+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '9ef8e111-4883-46a8-9b5b-df00f5d98aa3'}]	[]	[]	[]	False		Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			9ef8e111-4883-46a8-9b5b-df00f5d98aa3			7000	https://biodiversity.org.au/afd/taxa/3b7322cc-449c-4828-bfa6-8888cdfe99d9		Anoplodactylus cribellatus	4141827766	9ef8e111-4883-46a8-9b5b-df00f5d98aa3		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			1983-01-01T00:00:00	-12.43333	130.83333	Northern Territory	c0f3ae0e-60d2-4671-a35f-40c754780c9f		D. Staples	whole animal (ETOH)	WGS84	N000007		MAGNT	Minor Invertebrate		PhysicalObject																	Bullocky Point, Fannie Bay, Darwin Harbour			Board of the Museum and Art Gallery of the Northern Territory	en															
1100783876	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:24.421+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117399	1	54	354	9477065	6316	2117290	2117399	2117399	Anoplodactylus cribellatus Calman, 1923	Anoplodactylus cribellatus Calman, 1923	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus cribellatus	Anoplodactylus	cribellatus	SPECIES	ACCEPTED	NE			{}	1983.0	6.0	30.0	1983-06-30	181.0	181.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:24.421+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5565cf74-27d1-4104-aa12-5928ae72cd20'}]	[]	[]	[]	False		Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1066062		5565cf74-27d1-4104-aa12-5928ae72cd20			7000	https://biodiversity.org.au/afd/taxa/3b7322cc-449c-4828-bfa6-8888cdfe99d9		Anoplodactylus cribellatus	1100783876	5565cf74-27d1-4104-aa12-5928ae72cd20		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			2006-08-01T00:00:00	-19.06999	119.01333	Western Australia	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		Arango, C - Australian Museum - Marine Invertebrates		WGS84	P.73414	ecatalogue.LocCollectionEventLocal: [03-B11-S] Australia, Western Australia, North West Shelf (19° 04' 12 S, 119° 00' 48 E) 30/06/1983 - 30/06/1983, CSIRO North-West Shelf project;	AM	Invertebrates - Marine & Other			1e-05	10000.0	ecatalogue.irn:1197739|urn:catalog:AM:Invertebrates - Marine & Other:P.73414		Anoplodactylus simplex Clark, 1963	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27,verbatimUncertainty:1km-10km}	North West Shelf	Clark, 1963																												
