key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	waterBody	depth	depthAccuracy	higherGeography	modified	datasetName	verbatimEventDate	locationID	higherClassification	sex	continent	coordinateUncertaintyInMeters	scientificNameID	footprintWKT	language	occurrenceRemarks	dynamicProperties	typeStatus	otherCatalogNumbers
4851017352	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.015+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117662	1	54	354	9477065	2013	2117630	2117662	2117662	Nymphon multidens Gordon, 1932	Nymphon multidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon multidens	Nymphon	multidens	SPECIES	ACCEPTED	NE	-61.1331918	-50.7091641	{}	2022.0	2.0	6.0	2022-02-06	37.0	37.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.015+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '5dcf6308-0fa5-4537-acfe-308601c9a46a'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003665_1.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003665_2.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7363	5dcf6308-0fa5-4537-acfe-308601c9a46a	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantics	7363	OBFc	4851017352	5dcf6308-0fa5-4537-acfe-308601c9a46a	765.0 - 767.0 m	INV0003665	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																			
4851017412	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.062+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117662	1	54	354	9477065	2013	2117630	2117662	2117662	Nymphon multidens Gordon, 1932	Nymphon multidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon multidens	Nymphon	multidens	SPECIES	ACCEPTED	NE	-62.3796498	-54.721	{}	2022.0	2.0	1.0	2022-02-01	32.0	32.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.062+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '67cd77a0-6ce7-4906-8201-9d3b485e9788'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003660_1.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003660_2.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7353	67cd77a0-6ce7-4906-8201-9d3b485e9788	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantics	7353	OBFc	4851017412	67cd77a0-6ce7-4906-8201-9d3b485e9788	364.0 - 362.0 m	INV0003660	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																			
4851017401	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.825+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117662	1	54	354	9477065	2013	2117630	2117662	2117662	Nymphon multidens Gordon, 1932	Nymphon multidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon multidens	Nymphon	multidens	SPECIES	ACCEPTED	NE	-61.1331918	-50.7091641	{}	2022.0	2.0	6.0	2022-02-06	37.0	37.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.825+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'a95a22c8-63e4-4af6-9c39-61c8f1217ac8'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003656_2.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003656_1.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7363	a95a22c8-63e4-4af6-9c39-61c8f1217ac8	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantics	7363	OBFc	4851017401	a95a22c8-63e4-4af6-9c39-61c8f1217ac8	765.0 - 767.0 m	INV0003656	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																			
4444205313	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.649+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117662	1	54	354	9477065	2013	2117630	2117662	2117662	Nymphon multidens Gordon, 1932	Nymphon multidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon multidens	Nymphon	multidens	SPECIES	ACCEPTED	NE	-61.1998476	-54.966228	{}	1985.0	12.0	10.0	1985-12-10	344.0	344.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.649+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '6ab5c083-a46b-4d5b-8df4-d55f1da56cdc'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Kurchatov	Turpaeva, Elena	EtOH 75%	DO-0.25,No1	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Kurchatov_cruise 43_st.4887	6ab5c083-a46b-4d5b-8df4-d55f1da56cdc	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Elephant Is, Antarctic	4887	OBFc	4444205313	6ab5c083-a46b-4d5b-8df4-d55f1da56cdc	40.0 m	INV0002841	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2	Scotia Sea																		
1318437525	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:12.402+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117662	1	54	354	9477065	2013	2117630	2117662	2117662	Nymphon multidens Gordon, 1932	Nymphon multidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon multidens	Nymphon	multidens	SPECIES	ACCEPTED	NE	-68.5	-68.5	{}	1948.0	2.0	22.0	1948-02-22	53.0	53.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:12.402+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/336a1f0ce-9763-4c43-b985-cc38c6b333d8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	D. Nutt	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/336a1f0ce-9763-4c43-b985-cc38c6b333d8	urn:lsid:biocol.org:col:34871	Antarctic Peninsula, Palmer Land, Marguerite Bay		IZ	1318437525	http://n2t.net/ark:/65665/336a1f0ce-9763-4c43-b985-cc38c6b333d8		USNM 87356	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Antarctic Ocean	73.0	0.0	Antarctic Ocean, Antarctica	2016-09-30T11:16:00.000+00:00	NMNH Extant Biology	22 FEB 1948	231	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae										
1321500121	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:05.785+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117662	1	54	354	9477065	2013	2117630	2117662	2117662	Nymphon multidens Gordon, 1932	Nymphon multidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon multidens	Nymphon	multidens	SPECIES	ACCEPTED	NE	-68.78	-90.58	{}	1948.0	2.0	15.0	1948-02-15	46.0	46.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:05.785+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3be0b0fc3-418b-45b6-b9e4-f0630ee0ee7d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	D. Nutt	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3be0b0fc3-418b-45b6-b9e4-f0630ee0ee7d	urn:lsid:biocol.org:col:34871	Ellsworth Land, Peter I Island		IZ	1321500121	http://n2t.net/ark:/65665/3be0b0fc3-418b-45b6-b9e4-f0630ee0ee7d		USNM 87355	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Antarctic Ocean	55.0	0.0	Antarctic Ocean, Antarctica	2016-06-17T15:47:00.000+00:00	NMNH Extant Biology	15 FEB 1948	149	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	MALE	ANTARCTICA								
1322591048	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:29.014+00:00	395	{}	PRESERVED_SPECIMEN	12.0	PRESENT	2117662	1	54	354	9477065	2013	2117630	2117662	2117662	Nymphon multidens Gordon, 1932	Nymphon multidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon multidens	Nymphon	multidens	SPECIES	ACCEPTED	NE	-68.78	-90.58	{}	1948.0	2.0	15.0	1948-02-15	46.0	46.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:29.014+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ee5be45f-cfcc-4a4b-b1ce-7ac2a19ee85c'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=90969'}]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	D. Nutt	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3ee5be45f-cfcc-4a4b-b1ce-7ac2a19ee85c	urn:lsid:biocol.org:col:34871	Ellsworth Land, Peter I Island		IZ	1322591048	http://n2t.net/ark:/65665/3ee5be45f-cfcc-4a4b-b1ce-7ac2a19ee85c		USNM 87357	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Antarctic Ocean	55.0	0.0	Antarctic Ocean, Antarctica	2016-06-17T15:47:00.000+00:00	NMNH Extant Biology	15 FEB 1948	149	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae		ANTARCTICA								
1322829983	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:10.855+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117662	1	54	354	9477065	2013	2117630	2117662	2117662	Nymphon multidens Gordon, 1932	Nymphon multidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon multidens	Nymphon	multidens	SPECIES	ACCEPTED	NE	-77.55	166.15	{}	1947.0	12.0		1947-12			['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:10.855+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f8fb51f0-70cc-47ad-bdbc-4d85a6124a4a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	D. Nutt	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3f8fb51f0-70cc-47ad-bdbc-4d85a6124a4a	urn:lsid:biocol.org:col:34871	Victoria Land, Mcmurdo Sound, Ross Island, Cape Royds, Off Cape		IZ	1322829983	http://n2t.net/ark:/65665/3f8fb51f0-70cc-47ad-bdbc-4d85a6124a4a		USNM 87375	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Antarctic Ocean, Ross Sea	106.0	0.0	Antarctic Ocean, Ross Sea, Antarctica	2016-09-30T11:18:00.000+00:00	NMNH Extant Biology		NOT REC.	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae		ANTARCTICA								
1427444299	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.699+00:00	259	{}	HUMAN_OBSERVATION	1.0	PRESENT	2117662	1	54	354	9477065	2013	2117630	2117662	2117662	Nymphon multidens Gordon, 1932	Nymphon multidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon multidens	Nymphon	multidens	SPECIES	ACCEPTED	NE	-54.4256	3.5299	{}	1930.0	10.0	18.0	1930-10-18	291.0	291.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-29T08:18:03.699+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5415'}]	[]	[]	[]			False				Large dredge, heavy pattern, 1.2m in length	WGS84	Pycnogonida	BV	[]	[]	ANTARCTICA	Bouvet Island	OCEANIA	165	5415		1 mile E of Bouvet Island	Stn 456	Discovery Reports	1427444299	5415		Stn 456 Nymphon multidens	NIWA				Atlantic Ocean	42.5	2.5		2019-03-15T00:00:00.000+00:00	Discovery Expedition Biological Reports				FEMALE		1000.0	urn:lsid:marinespecies.org:taxname:173458	POINT (3.5299 -54.4256)	en	Large dredge, heavy pattern, 1.2m in length			
4078738912	70bf8d53-be76-4390-920a-300eee146141	f314b0b0-e3dc-11d9-8d81-b8a03c50a862		c4e83f8a-f24c-4573-a197-f085ca242917	64795dcb-ad74-41b3-95e5-cc52ba754776	NO	EML	2024-01-23T16:50:02.693+00:00	2024-01-26T11:58:03.499+00:00	17	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117662	1	54	354	9477065	2013	2117630	2117662	2117662	Nymphon multidens Gordon, 1932	Nymphon multidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon multidens	Nymphon	multidens	SPECIES	ACCEPTED	NE	-68.76	-90.7	{}	1929.0	2.0	4.0	1929-02-04	35.0	35.0	['COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-26T11:58:03.499+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:nhmo:F3189'}]	[]	[]	[]	a9ab29d6-f380-4193-967f-15a64abc09e7	35701276-4341-4879-a5ba-b503de15e45b	False	Norvegia ekspedisjonen	Stephensen, K.		Håv, slepehåv	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:nhmo:F3189	https://ror.org/01xtthb56	Peterøya, Anderssen- odden		ZMO-Crustacea	4078738912	urn:catalog:nhmo:F3189		F3189	UiO			urn:uuid:35701276-4341-4879-a5ba-b503de15e45b		330.0	0.0		2009-05-11T00:00:00.000+00:00	Crustacea Collection at NHM (Oslo)					ANTARCTICA	10000.0					{Medium:Ethanol},{Expedition:Norvegia ekspedisjonen}		
