key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	verbatimEventDate	institutionCode	locality	gbifID	collectionCode	occurrenceID	higherClassification	collectionID	typeStatus	sex	decimalLatitude	decimalLongitude	continent	geodeticDatum	georeferenceProtocol	verbatimCoordinateSystem	locationID
1318976334	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:20.599+00:00	395	{}	PRESERVED_SPECIMEN	3	PRESENT	2117329	1	54	354	9477065	6316	2117290	2117329	2117329	Anoplodactylus shimodaensis Nakamura & Child, 1982	Anoplodactylus shimodaensis Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus shimodaensis	Anoplodactylus	shimodaensis	SPECIES	ACCEPTED	NE	11.0	4.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1973	8	8	1973-08-08	220	220	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:52:00.000+00:00	2024-07-02T12:37:20.599+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34e75d4c8-0b9e-45b2-a912-fb550e981144'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/34e75d4c8-0b9e-45b2-a912-fb550e981144	USNM 195231	urn:lsid:biocol.org:col:34871	08 AUG 1973	USNM	Honshu Island, Sagami Bay,Nabeta Bay	1318976334	IZ	http://n2t.net/ark:/65665/34e75d4c8-0b9e-45b2-a912-fb550e981144	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									
1320331275	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:38.289+00:00	395	{}	PRESERVED_SPECIMEN	8	PRESENT	2117329	1	54	354	9477065	6316	2117290	2117329	2117329	Anoplodactylus shimodaensis Nakamura & Child, 1982	Anoplodactylus shimodaensis Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus shimodaensis	Anoplodactylus	shimodaensis	SPECIES	ACCEPTED	NE	11.0	4.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1973	10	26	1973-10-26	299	299	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:52:00.000+00:00	2024-07-02T12:37:38.289+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38a69c47b-72fc-4fa1-a789-d591beb4ad89'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/38a69c47b-72fc-4fa1-a789-d591beb4ad89	USNM 195230	urn:lsid:biocol.org:col:34871	26 OCT 1973	USNM	Honshu Island, Sagami Bay,Nabeta Bay	1320331275	IZ	http://n2t.net/ark:/65665/38a69c47b-72fc-4fa1-a789-d591beb4ad89	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									
1321248335	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:27.773+00:00	395	{}	PRESERVED_SPECIMEN	4	PRESENT	2117329	1	54	354	9477065	6316	2117290	2117329	2117329	Anoplodactylus shimodaensis Nakamura & Child, 1982	Anoplodactylus shimodaensis Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus shimodaensis	Anoplodactylus	shimodaensis	SPECIES	ACCEPTED	NE	11.0	4.0		{}	North Pacific Ocean	North Pacific Ocean, Japan	1971	1	19	1971-01-19	19	19	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:17:00.000+00:00	2024-07-02T12:38:27.773+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b2eb3b68-cd09-4983-996e-356b4db0dc4e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3b2eb3b68-cd09-4983-996e-356b4db0dc4e	USNM 184563	urn:lsid:biocol.org:col:34871	19 JAN 1971	USNM	Honshu Island, Ise, Sagami, Nabeta Bay	1321248335	IZ	http://n2t.net/ark:/65665/3b2eb3b68-cd09-4983-996e-356b4db0dc4e	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	PARATYPE								
1321081015	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:36.625+00:00	395	{}	PRESERVED_SPECIMEN	5	PRESENT	2117329	1	54	354	9477065	6316	2117290	2117329	2117329	Anoplodactylus shimodaensis Nakamura & Child, 1982	Anoplodactylus shimodaensis Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus shimodaensis	Anoplodactylus	shimodaensis	SPECIES	ACCEPTED	NE	11.0	4.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1971	3	10	1971-03-10	69	69	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:52:00.000+00:00	2024-07-02T12:39:36.625+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ab881dd5-7b88-4ec9-aed6-057eb8409a4b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3ab881dd5-7b88-4ec9-aed6-057eb8409a4b	USNM 195227	urn:lsid:biocol.org:col:34871	10 MAR 1971	USNM	Honshu Island, Sagami Bay,Nabeta Bay	1321081015	IZ	http://n2t.net/ark:/65665/3ab881dd5-7b88-4ec9-aed6-057eb8409a4b	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									
1320778192	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:44.888+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2117329	1	54	354	9477065	6316	2117290	2117329	2117329	Anoplodactylus shimodaensis Nakamura & Child, 1982	Anoplodactylus shimodaensis Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus shimodaensis	Anoplodactylus	shimodaensis	SPECIES	ACCEPTED	NE	11.0	4.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1971	4	2	1971-04-02	92	92	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:52:00.000+00:00	2024-07-02T12:37:44.888+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39e2c5a9b-061f-492f-bb91-6a5786717ff5'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/39e2c5a9b-061f-492f-bb91-6a5786717ff5	USNM 195228	urn:lsid:biocol.org:col:34871	02 APR 1971	USNM	Honshu Island, Sagami Bay,Nabeta Bay	1320778192	IZ	http://n2t.net/ark:/65665/39e2c5a9b-061f-492f-bb91-6a5786717ff5	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		MALE							
1321344240	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:03.352+00:00	395	{}	PRESERVED_SPECIMEN	13	PRESENT	2117329	1	54	354	9477065	6316	2117290	2117329	2117329	Anoplodactylus shimodaensis Nakamura & Child, 1982	Anoplodactylus shimodaensis Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus shimodaensis	Anoplodactylus	shimodaensis	SPECIES	ACCEPTED	NE	11.0	4.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1971	6	19	1971-06-19	170	170	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:52:00.000+00:00	2024-07-02T12:38:03.352+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b7315b91-cce1-49b9-9208-f7d50c26eca6'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3b7315b91-cce1-49b9-9208-f7d50c26eca6	USNM 195229	urn:lsid:biocol.org:col:34871	19 JUN 1971	USNM	Honshu Island, Sagami Bay,Nabeta Bay	1321344240	IZ	http://n2t.net/ark:/65665/3b7315b91-cce1-49b9-9208-f7d50c26eca6	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									
1321698967	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:21.596+00:00	395	{}	PRESERVED_SPECIMEN	2	PRESENT	2117329	1	54	354	9477065	6316	2117290	2117329	2117329	Anoplodactylus shimodaensis Nakamura & Child, 1982	Anoplodactylus shimodaensis Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus shimodaensis	Anoplodactylus	shimodaensis	SPECIES	ACCEPTED	NE	11.0	4.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1971	11	14	1971-11-14	318	318	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:52:00.000+00:00	2024-07-02T12:39:21.596+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c6dbeb51-4908-4b58-ac60-920c8ce98fee'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3c6dbeb51-4908-4b58-ac60-920c8ce98fee	USNM 195232	urn:lsid:biocol.org:col:34871	14 NOV 1971	USNM	Honshu Island, Sagami Bay,Nabeta Bay	1321698967	IZ	http://n2t.net/ark:/65665/3c6dbeb51-4908-4b58-ac60-920c8ce98fee	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									
1318337519	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:55.202+00:00	395	{}	PRESERVED_SPECIMEN	6	PRESENT	2117329	1	54	354	9477065	6316	2117290	2117329	2117329	Anoplodactylus shimodaensis Nakamura & Child, 1982	Anoplodactylus shimodaensis Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus shimodaensis	Anoplodactylus	shimodaensis	SPECIES	ACCEPTED	NE	11.0	4.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1970	5	21	1970-05-21	141	141	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:52:00.000+00:00	2024-07-02T12:38:55.202+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/332338016-944a-41f5-8c6f-8c1857464607'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/332338016-944a-41f5-8c6f-8c1857464607	USNM 195220	urn:lsid:biocol.org:col:34871	21 MAY 1970	USNM	Honshu Island, Sagami Bay,Nabeta Bay	1318337519	IZ	http://n2t.net/ark:/65665/332338016-944a-41f5-8c6f-8c1857464607	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									
1319497751	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:41.083+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2117329	1	54	354	9477065	6316	2117290	2117329	2117329	Anoplodactylus shimodaensis Nakamura & Child, 1982	Anoplodactylus shimodaensis Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus shimodaensis	Anoplodactylus	shimodaensis	SPECIES	ACCEPTED	NE	11.0	4.0		{}	North Pacific Ocean	North Pacific Ocean, Japan	1970	5	13	1970-05-13	133	133	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:17:00.000+00:00	2024-07-02T12:37:41.083+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/365884d7a-a240-41d1-831e-96fe1fab81bd'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/365884d7a-a240-41d1-831e-96fe1fab81bd	USNM 184559	urn:lsid:biocol.org:col:34871	13 MAY 1970	USNM	Honshu Island, Ise, Sagami, Nabeta Bay	1319497751	IZ	http://n2t.net/ark:/65665/365884d7a-a240-41d1-831e-96fe1fab81bd	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	HOLOTYPE	MALE	34.6583	138.944	ASIA	WGS84	unknown, from legacy	Degrees Minutes Seconds	
1320251980	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:53.117+00:00	395	{}	PRESERVED_SPECIMEN	5	PRESENT	2117329	1	54	354	9477065	6316	2117290	2117329	2117329	Anoplodactylus shimodaensis Nakamura & Child, 1982	Anoplodactylus shimodaensis Nakamura & Child, 1982	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus shimodaensis	Anoplodactylus	shimodaensis	SPECIES	ACCEPTED	NE	11.0	4.0		{}	North Pacific Ocean	North Pacific Ocean, Japan	1970	5	13	1970-05-13	133	133	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:17:00.000+00:00	2024-07-02T12:37:53.117+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/386e1a20d-6e14-4283-b4ed-6c6a5e0c46a5'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/386e1a20d-6e14-4283-b4ed-6c6a5e0c46a5	USNM 184560	urn:lsid:biocol.org:col:34871	13 MAY 1970	USNM	Honshu Island, Ise, Sagami, Nabeta Bay	1320251980	IZ	http://n2t.net/ark:/65665/386e1a20d-6e14-4283-b4ed-6c6a5e0c46a5	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	PARATYPE		34.6583	138.944	ASIA	WGS84	unknown, from legacy	Degrees Minutes Seconds	
