key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	sex	institutionKey	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	individualCount	collectionKey	identifiedBy	collectionID
4055736974	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:06:47.288+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2118394	1	54	354	9477065	4338615	2118392	2118394	2118394	Nymphonella lambertensis Stock, 1959	Nymphonella lambertensis Stock, 1959	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Nymphonella	Nymphonella lambertensis	Nymphonella	lambertensis	SPECIES	ACCEPTED	NE	-32.07	18.3	15.0	AFRICA	{}	1957.0	1.0	16.0	1957-01-16	16.0	16.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:06:47.288+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=1168	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1168'}]	[]	[]	[]	True	https://marineinfo.org/id/dataset/5184	WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1168	sm_id_1168	urn:lsid:marinespecies.org:taxname:239470	WoRMS Editorial Board	Atlantic Ocean	4055736974	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphonella lambertensis</i> Stock, 1959. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239470	WoRMS Editorial Board:WoRMS type localities:sm_id_1168												
2434401487	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:19.314+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1332/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1332_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1332/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2118394	1	54	354	9477065	4338615	2118392	2118394	2118394	Nymphonella lambertensis Stock, 1959	Nymphonella lambertensis Stock, 1959	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Nymphonella	Nymphonella lambertensis	Nymphonella	lambertensis	SPECIES	ACCEPTED	NE					{}	1957.0	1.0	16.0	1957-01-16	16.0	16.0	HOLOTYPE	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:19.314+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1332@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1332_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1332/format/large'}]	[]	[]	True			Pycnogonida		[]	[]			EUROPE	ZMA.PYC.P.1332@CRS	ZMA.PYC.P.1332				2434401487	Chelicerata and Myriapoda		https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1332	MALE	0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (microscopic slide)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	16/1/57	Animalia				
774192578	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:37.622+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1959', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphonella;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1959', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|171689', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphonella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'lambertensis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22586', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphonella lambertensis Stock, 1959'}]}	PRESERVED_SPECIMEN	PRESENT	2118394	1	54	354	9477065	4338615	2118392	2118394	2118394	Nymphonella lambertensis Stock, 1959	Nymphonella lambertensis Stock, 1959	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Nymphonella	Nymphonella lambertensis	Nymphonella	lambertensis	SPECIES	ACCEPTED	NE					{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:14:01.000+00:00	2024-07-24T12:24:37.622+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3158'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3158	2009-3158		MNHN		774192578	IU		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3158		6a6ac6c5-1b8a-48db-91a2-f8661274ff80							1.0	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Arnaud F.	10.15468/qgvvhd
774192579	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:37.622+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1959', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphonella;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1959', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|171690', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphonella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'lambertensis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22586', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphonella lambertensis Stock, 1959'}]}	PRESERVED_SPECIMEN	PRESENT	2118394	1	54	354	9477065	4338615	2118392	2118394	2118394	Nymphonella lambertensis Stock, 1959	Nymphonella lambertensis Stock, 1959	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Nymphonella	Nymphonella lambertensis	Nymphonella	lambertensis	SPECIES	ACCEPTED	NE					{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:13:17.000+00:00	2024-07-24T12:24:37.622+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3159'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3159	2009-3159		MNHN		774192579	IU		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3159		6a6ac6c5-1b8a-48db-91a2-f8661274ff80							2.0	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Arnaud F.	10.15468/qgvvhd
774192580	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:37.621+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1959', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphonella;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1959', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|171691', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphonella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'lambertensis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22586', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphonella lambertensis Stock, 1959'}]}	PRESERVED_SPECIMEN	PRESENT	2118394	1	54	354	9477065	4338615	2118392	2118394	2118394	Nymphonella lambertensis Stock, 1959	Nymphonella lambertensis Stock, 1959	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Nymphonella	Nymphonella lambertensis	Nymphonella	lambertensis	SPECIES	ACCEPTED	NE					{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:13:22.000+00:00	2024-07-24T12:24:37.621+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3160'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3160	2009-3160		MNHN		774192580	IU		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3160		6a6ac6c5-1b8a-48db-91a2-f8661274ff80							1.0	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Arnaud F.	10.15468/qgvvhd
1019679106	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.022+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1959', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphonella;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1959', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|231085', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphonella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'lambertensis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22586', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphonella lambertensis Stock, 1959'}]}	PRESERVED_SPECIMEN	PRESENT	2118394	1	54	354	9477065	4338615	2118392	2118394	2118394	Nymphonella lambertensis Stock, 1959	Nymphonella lambertensis Stock, 1959	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Nymphonella	Nymphonella lambertensis	Nymphonella	lambertensis	SPECIES	ACCEPTED	NE					{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2014-11-14T16:19:06.000+00:00	2024-07-24T12:24:43.022+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5420'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5420	2009-5420		MNHN		1019679106	IU		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5420		6a6ac6c5-1b8a-48db-91a2-f8661274ff80							1.0	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Arnaud F.	10.15468/qgvvhd
1019679123	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.023+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1959', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphonella;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1959', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|231087', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphonella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'lambertensis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22586', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphonella lambertensis Stock, 1959'}]}	PRESERVED_SPECIMEN	PRESENT	2118394	1	54	354	9477065	4338615	2118392	2118394	2118394	Nymphonella lambertensis Stock, 1959	Nymphonella lambertensis Stock, 1959	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Nymphonella	Nymphonella lambertensis	Nymphonella	lambertensis	SPECIES	ACCEPTED	NE					{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:13:22.000+00:00	2024-07-24T12:24:43.023+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5421'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5421	2009-5421		MNHN		1019679123	IU		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5421		6a6ac6c5-1b8a-48db-91a2-f8661274ff80							2.0	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Arnaud F.	10.15468/qgvvhd
1019678498	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.022+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1959', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphonella;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1959', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|231088', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphonella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'lambertensis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22586', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphonella lambertensis Stock, 1959'}]}	PRESERVED_SPECIMEN	PRESENT	2118394	1	54	354	9477065	4338615	2118392	2118394	2118394	Nymphonella lambertensis Stock, 1959	Nymphonella lambertensis Stock, 1959	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Nymphonella	Nymphonella lambertensis	Nymphonella	lambertensis	SPECIES	ACCEPTED	NE					{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2014-11-14T16:19:06.000+00:00	2024-07-24T12:24:43.022+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5422'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5422	2009-5422		MNHN		1019678498	IU		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5422		6a6ac6c5-1b8a-48db-91a2-f8661274ff80							1.0	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Arnaud F.	10.15468/qgvvhd
1019678522	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.019+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1959', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphonella;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1959', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|231090', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphonella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'lambertensis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22586', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphonella lambertensis Stock, 1959'}]}	PRESERVED_SPECIMEN	PRESENT	2118394	1	54	354	9477065	4338615	2118392	2118394	2118394	Nymphonella lambertensis Stock, 1959	Nymphonella lambertensis Stock, 1959	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Nymphonella	Nymphonella lambertensis	Nymphonella	lambertensis	SPECIES	ACCEPTED	NE					{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2014-11-14T16:19:06.000+00:00	2024-07-24T12:24:43.019+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5423'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5423	2009-5423		MNHN		1019678522	IU		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5423		6a6ac6c5-1b8a-48db-91a2-f8661274ff80							1.0	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Arnaud F.	10.15468/qgvvhd
1019678786	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.030+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1959', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphonella;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Stock, 1959', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|231479', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphonella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'lambertensis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22586', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphonella lambertensis Stock, 1959'}]}	PRESERVED_SPECIMEN	PRESENT	2118394	1	54	354	9477065	4338615	2118392	2118394	2118394	Nymphonella lambertensis Stock, 1959	Nymphonella lambertensis Stock, 1959	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Nymphonella	Nymphonella lambertensis	Nymphonella	lambertensis	SPECIES	ACCEPTED	NE					{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:13:17.000+00:00	2024-07-24T12:24:43.030+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5444'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5444	2009-5444		MNHN		1019678786	IU		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5444		6a6ac6c5-1b8a-48db-91a2-f8661274ff80							1.0	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Arnaud F.	10.15468/qgvvhd
