key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	combinationAuthors	verbatimScientificName	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	networkKeys	depth	modified	institutionKey	collectionKey	identifiedBy	catalogNumber	institutionCode	fieldNumber	verbatimLocality	collectionCode	collectionID	depthAccuracy	waterBody	higherGeography	datasetName	preparations	habitat	institutionID	verbatimEventDate	locationID	higherClassification	lifeStage	sex	georeferenceProtocol	verbatimCoordinateSystem	typeStatus	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	datasetID	eventID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	http://unknown.org/language	associatedSequences	taxonConceptID	verbatimIdentification	occurrenceRemarks
4012366732	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.407+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	2117962	1	54	354	9477065	2015	2117960	2117962	2117962	Rhynchothorax crenatus Child, 1982	Rhynchothorax crenatus Child, 1982	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax crenatus	Rhynchothorax	crenatus	SPECIES	ACCEPTED	NE	14.72	-60.843334	23.0	NORTH_AMERICA	{}	2016.0	9.0	25.0	2016-09-25	269.0	269.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.407+00:00	https://treatment.plazi.org/id/03A95E063E6EFFC1FDC70486055BBB5F#3B68E54D3E6FFFC1FF4003180323BE2B	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E6EFFC1FDC70486055BBB5F.mc.3B68E54D3E6FFFC1FF4003180323BE2B'}]	[]	[]	[]	False	Le Robert	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	03A95E063E6EFFC1FDC70486055BBB5F.mc.3B68E54D3E6FFFC1FF4003180323BE2B	Child	Rhynchothorax crenatus Child, 1982	MARTINIQUE	4012366732	03A95E063E6EFFC1FDC70486055BBB5F.mc.3B68E54D3E6FFFC1FF4003180323BE2B	MARTINIQUE • 1 juv.; Le Robert; 14 ° 43.2 ʹ N, 60 ° 50.6 ʹ W; depth 23 m; 25 Sep. 2016; st. AB 405; MNHN-IU- 2016 - 852 / MK 411165	03A95E063E6EFFC1FDC70486055BBB5F.taxon	1982	Rhynchothorax crenatus																																										
1945782781	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:53.788+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1982', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Rhynchothorax;Rhynchothoracidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Child, 1982', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|414732', 'http://rs.tdwg.org/dwc/terms/family': 'Rhynchothoracidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Rhynchothorax', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'crenatus', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|52220', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Rhynchothorax crenatus Child, 1982'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2117962	1	54	354	9477065	2015	2117960	2117962	2117962	Rhynchothorax crenatus Child, 1982	Rhynchothorax crenatus Child, 1982	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax crenatus	Rhynchothorax	crenatus	SPECIES	ACCEPTED	NE	14.719722	-60.844165		NORTH_AMERICA	{}	2016.0	9.0	25.0	2016-09-25	269.0	269.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:53.788+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-852'}]	[]	[]	[]	True		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-852			Le Robert	1945782781	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-852					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	23.0	2018-11-26T11:48:12.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	2016-852	MNHN	MADIBENTHOS/AB405	E Loup Bordelais	IU	10.15468/qgvvhd																														
1322101299	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:48.151+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117962	1	54	354	9477065	2015	2117960	2117962	2117962	Rhynchothorax crenatus Child, 1982	Rhynchothorax crenatus Child, 1982	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax crenatus	Rhynchothorax	crenatus	SPECIES	ACCEPTED	NE	16.8033	-88.075		NORTH_AMERICA	{}	1986.0	4.0	2.0	1986-04-02	92.0	92.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:48.151+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d8b7e32d-489c-4959-8793-e02c392ae119'}]	[]	[]	[]	False	G. Hendler	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3d8b7e32d-489c-4959-8793-e02c392ae119			Carrie Bow Cay, Forereef Crest	1322101299	http://n2t.net/ark:/65665/3d8b7e32d-489c-4959-8793-e02c392ae119					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	16.8	2020-12-07T17:11:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 233995	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	NMNH Extant Biology	Alcohol (Ethanol)	Dead coral rubble.	urn:lsid:biocol.org:col:34871	02 APR 1986	CBC-86-2	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae																				
1318525959	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:31.757+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117962	1	54	354	9477065	2015	2117960	2117962	2117962	Rhynchothorax crenatus Child, 1982	Rhynchothorax crenatus Child, 1982	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax crenatus	Rhynchothorax	crenatus	SPECIES	ACCEPTED	NE				NORTH_AMERICA	{}	1986.0	9.0	6.0	1986-09-06	249.0	249.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:31.757+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33a895f41-32c1-4334-a71b-be30b82764dc'}]	[]	[]	[]	False	J. Thomas		Pycnogonida	JM	[]	[]	LATIN_AMERICA	Jamaica	NORTH_AMERICA	http://n2t.net/ark:/65665/33a895f41-32c1-4334-a71b-be30b82764dc			St. Ann Parish, Discovery Bay, S Side, Near Channel	1318525959	http://n2t.net/ark:/65665/33a895f41-32c1-4334-a71b-be30b82764dc					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.5	2014-10-21T10:17:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 233788	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Jamaica	NMNH Extant Biology	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871	06 SEP 1986	7-86	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae	Juvenile																			
1320278565	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:22.534+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117962	1	54	354	9477065	2015	2117960	2117962	2117962	Rhynchothorax crenatus Child, 1982	Rhynchothorax crenatus Child, 1982	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax crenatus	Rhynchothorax	crenatus	SPECIES	ACCEPTED	NE				NORTH_AMERICA	{}	1986.0	9.0	7.0	1986-09-07	250.0	250.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:22.534+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3880f6429-d350-4079-b0be-e78d0ae32538'}]	[]	[]	[]	False	J. Thomas		Pycnogonida	JM	[]	[]	LATIN_AMERICA	Jamaica	NORTH_AMERICA	http://n2t.net/ark:/65665/3880f6429-d350-4079-b0be-e78d0ae32538			St. Ann Parish, Discovery Bay, Reef Front	1320278565	http://n2t.net/ark:/65665/3880f6429-d350-4079-b0be-e78d0ae32538					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	6.0	2014-10-21T10:17:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 233789	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Jamaica	NMNH Extant Biology	Alcohol (Ethanol)	Coral rubble.	urn:lsid:biocol.org:col:34871	07 SEP 1986	8-86	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae		FEMALE																		
1317341977	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:53.169+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117962	1	54	354	9477065	2015	2117960	2117962	2117962	Rhynchothorax crenatus Child, 1982	Rhynchothorax crenatus Child, 1982	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax crenatus	Rhynchothorax	crenatus	SPECIES	ACCEPTED	NE	16.8033	-88.075		NORTH_AMERICA	{}	1980.0	3.0	29.0	1980-03-29	89.0	89.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:53.169+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3062b7f71-8cc8-4185-b2ca-dbfddabba73a'}]	[]	[]	[]	False	G. Hendler	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3062b7f71-8cc8-4185-b2ca-dbfddabba73a			Carrie Bow Cay	1317341977	http://n2t.net/ark:/65665/3062b7f71-8cc8-4185-b2ca-dbfddabba73a					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	36.0	2016-03-07T16:34:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 228095	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	NMNH Extant Biology	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871	29 MAR 1980	22	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae	Juvenile		unknown, from legacy	Degrees Minutes Seconds																
1318317709	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:37.328+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117962	1	54	354	9477065	2015	2117960	2117962	2117962	Rhynchothorax crenatus Child, 1982	Rhynchothorax crenatus Child, 1982	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax crenatus	Rhynchothorax	crenatus	SPECIES	ACCEPTED	NE	16.8033	-88.075		NORTH_AMERICA	{}	1980.0	4.0	2.0	1980-04-02	93.0	93.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:37.328+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33153d493-8027-480f-bbc1-132d851ab985'}]	[]	[]	[]	False	G. Hendler	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/33153d493-8027-480f-bbc1-132d851ab985			Carrie Bow Cay	1318317709	http://n2t.net/ark:/65665/33153d493-8027-480f-bbc1-132d851ab985					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	15.0	2016-03-14T12:52:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 228096	USNM	GH-32		IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	NMNH Extant Biology	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871	02 APR 1980	32	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae			unknown, from legacy	Degrees Minutes Seconds																
1321915230	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:52.538+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117962	1	54	354	9477065	2015	2117960	2117962	2117962	Rhynchothorax crenatus Child, 1982	Rhynchothorax crenatus Child, 1982	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax crenatus	Rhynchothorax	crenatus	SPECIES	ACCEPTED	NE	16.8033	-88.075		NORTH_AMERICA	{}	1980.0	4.0	5.0	1980-04-05	96.0	96.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:52.538+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d077679e-70fb-4302-b112-ff25f4fc1379'}]	[]	[]	[]	False	G. Hendler	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3d077679e-70fb-4302-b112-ff25f4fc1379			Carrie Bow Cay	1321915230	http://n2t.net/ark:/65665/3d077679e-70fb-4302-b112-ff25f4fc1379					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	36.0	2014-10-21T09:07:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 228097	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	NMNH Extant Biology	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871	05 APR 1980	41	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae	Juvenile		unknown, from legacy	Degrees Minutes Seconds																
1321125538	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:09.147+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117962	1	54	354	9477065	2015	2117960	2117962	2117962	Rhynchothorax crenatus Child, 1982	Rhynchothorax crenatus Child, 1982	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax crenatus	Rhynchothorax	crenatus	SPECIES	ACCEPTED	NE				NORTH_AMERICA	{}	1978.0	2.0	6.0	1978-02-06	37.0	37.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:09.147+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ad7d8c2b-60b7-494a-b7fa-eada8ec1b32a'}]	[]	[]	[]	True	C. Child		Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3ad7d8c2b-60b7-494a-b7fa-eada8ec1b32a			Carrie Bow Cay, Trough Behind Outer Reef Ridge	1321125538	http://n2t.net/ark:/65665/3ad7d8c2b-60b7-494a-b7fa-eada8ec1b32a					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	27.0	2020-12-07T17:12:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 170996	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	NMNH Extant Biology	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871	06 FEB 1978	161	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae		FEMALE			HOLOTYPE															
4012366596	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.022+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	2117962	1	54	354	9477065	2015	2117960	2117962	2117962	Rhynchothorax crenatus Child, 1982	Rhynchothorax crenatus Child, 1982	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax crenatus	Rhynchothorax	crenatus	SPECIES	ACCEPTED	NE				NORTH_AMERICA	{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-19T16:28:54.022+00:00	https://treatment.plazi.org/id/03A95E063E6EFFC1FDC70486055BBB5F#3B68E54D3E6EFFC0FF4005EF0519B884	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E6EFFC1FDC70486055BBB5F.mc.3B68E54D3E6EFFC0FF4005EF0519B884'}]	[]	[]	[]	True			Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	EUROPE	03A95E063E6EFFC1FDC70486055BBB5F.mc.3B68E54D3E6EFFC0FF4005EF0519B884	Child	Rhynchothorax crenatus Child, 1982	Carrie Bow Cay	4012366596	03A95E063E6EFFC1FDC70486055BBB5F.mc.3B68E54D3E6EFFC0FF4005EF0519B884	Holotype: USNM 170996 (not examined). Type locality: Carrie Bow Cay, Belize.	03A95E063E6EFFC1FDC70486055BBB5F.taxon	1982	Rhynchothorax crenatus				586ee56e-b0fe-4dff-b7f9-aeb104f3308a			USNM 170996	USNM																			HOLOTYPE															
