key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	year	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	institutionKey	identifiedBy
4055770345	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:20.414+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2118084	1	54	354	9477065	2011	2118081	2118084	2118084	Cheilopallene coralliophila Muller, 1992	Cheilopallene coralliophila Muller, 1992	Animalia	Arthropoda	Pantopoda	Callipallenidae	Cheilopallene	Cheilopallene coralliophila	Cheilopallene	coralliophila	SPECIES	ACCEPTED	NE	2.8	104.18	2.0	1.0	ASIA	{'level0': {'gid': 'MYS', 'name': 'Malaysia'}, 'level1': {'gid': 'MYS.1_1', 'name': 'Johor'}, 'level2': {'gid': 'MYS.1.7_1', 'name': 'Mersing'}}	1991.0	1991-04-17/1991-09-12	107.0	255.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:20.414+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=887	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_887'}]	[]	[]	[]	True	https://marineinfo.org/id/dataset/5184	WGS84	Pycnogonida	MY	[]	[]	ASIA	Malaysia	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_887	sm_id_887	urn:lsid:marinespecies.org:taxname:240057	WoRMS Editorial Board	South China Sea	4055770345	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Cheilopallene coralliophila</i> Muller, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240057	WoRMS Editorial Board:WoRMS type localities:sm_id_887		
3774616794	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862		603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:43.656+00:00	44	{}	PRESERVED_SPECIMEN	PRESENT	2118084	1	54	354	9477065	2011	2118081	2118084	2118084	Cheilopallene coralliophila Muller, 1992	Cheilopallene coralliophila Muller, 1992	Animalia	Arthropoda	Pantopoda	Callipallenidae	Cheilopallene	Cheilopallene coralliophila	Cheilopallene	coralliophila	SPECIES	ACCEPTED	NE					ASIA	{}					HOLOTYPE	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-01-26T14:32:43.656+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852551/874580/147537'}]	[]	[]	[]	True			Pycnogonida	MY	[]	[]	ASIA	Malaysia	EUROPE	http://id.zfmk.de/collection_ZFMK/223852551/874580/147537	ZFMK-Pa-00390		ZFMK		3774616794	Pa		http://id.zfmk.de/collection_ZFMK/223852551/874580/147537	07d2dd65-80b8-4402-bf51-b55809c85f87	H.-G. Müller
