key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	gbifID	collectionCode	occurrenceID	collectionID	individualCount	sex	depth	depthAccuracy	waterBody	higherGeography	modified	institutionKey	collectionKey	datasetName	recordedBy	identifiedBy	preparations	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	institutionCode	locationID	higherClassification	fieldNumber	habitat	lifeStage	verbatimDepth	georeferenceRemarks	stateProvince	county	rightsHolder	nomenclaturalCode	dateIdentified	recordNumber	language	type	bibliographicCitation	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	georeferencedBy	typeStatus	references	datasetID	dynamicProperties	associatedReferences	taxonRemarks	vernacularName	georeferencedDate	disposition	previousIdentifications	ownerInstitutionCode	occurrenceRemarks	accessRights	georeferenceSources	originalNameUsage	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	http://unknown.org/language
1322079695	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:26.133+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE			NORTH_AMERICA	{}	1978.0	1.0	31.0	1978-01-31	31.0	31.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:26.133+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d7c66447-e7dd-49ae-bb41-599616a53c00'}]	[]	[]	[]	False		Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/3d7c66447-e7dd-49ae-bb41-599616a53c00	USNM 171068		1322079695	IZ	http://n2t.net/ark:/65665/3d7c66447-e7dd-49ae-bb41-599616a53c00	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	11.0		0.5	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2020-12-08T09:57:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	C. Child	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	31 JAN 1978		Twin Cays, NW Coast, Mangrove Roots		USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																					
1317591119	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:50.287+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	16.783	-88.0667	NORTH_AMERICA	{}	1978.0	2.0	5.0	1978-02-05	36.0	36.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:50.287+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3113209b4-bd3e-4630-9822-bf2ab2babf71'}]	[]	[]	[]	False	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/3113209b4-bd3e-4630-9822-bf2ab2babf71	USNM 171072		1317591119	IZ	http://n2t.net/ark:/65665/3113209b4-bd3e-4630-9822-bf2ab2babf71	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	11.0				North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2016-09-30T11:15:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	B. Kensley	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	05 FEB 1978	Alexandria Digital Library Gazetteer	Carrie Bow Cay, Algal Clumps, SE end of Reef	Decimal degrees	USNM	K-20	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae				Intertidal	Algal Clumps																																
1322146445	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:49.662+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE			NORTH_AMERICA	{}	1978.0	2.0	2.0	1978-02-02	33.0	33.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:49.662+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3dab94eb0-7aa3-4e0b-b102-0df0b935fe5f'}]	[]	[]	[]	False		Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/3dab94eb0-7aa3-4e0b-b102-0df0b935fe5f	USNM 171071		1322146445	IZ	http://n2t.net/ark:/65665/3dab94eb0-7aa3-4e0b-b102-0df0b935fe5f	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1.0	MALE	1.5	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2020-12-08T09:57:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	M. Carpenter	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	02 FEB 1978		Twin Cays, N Channel		USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																					
1322205807	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:05.392+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE			NORTH_AMERICA	{}	1978.0	2.0	2.0	1978-02-02	33.0	33.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:05.392+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3dd523b69-4081-448e-b9cf-718d6e9f80a9'}]	[]	[]	[]	False		Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/3dd523b69-4081-448e-b9cf-718d6e9f80a9	USNM 171069		1322205807	IZ	http://n2t.net/ark:/65665/3dd523b69-4081-448e-b9cf-718d6e9f80a9	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	12.0				North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2020-12-08T09:57:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	C. Child	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	02 FEB 1978		Twin Cays, NW Coast, Mangrove Mat		USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae				Intertidal																																	
1322229428	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:24.998+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	16.783	-88.0667	NORTH_AMERICA	{}	1978.0	2.0	2.0	1978-02-02	33.0	33.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:24.998+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3de6078df-b1d9-4fd1-a464-99c5ab0ef1b1'}]	[]	[]	[]	False	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/3de6078df-b1d9-4fd1-a464-99c5ab0ef1b1	USNM 171070		1322229428	IZ	http://n2t.net/ark:/65665/3de6078df-b1d9-4fd1-a464-99c5ab0ef1b1	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2.0	FEMALE			North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2016-03-03T10:54:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	B. Kensley	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	02 FEB 1978	Alexandria Digital Library Gazetteer	Carrie Bow Cay, Twin Cays, Mangroves	Decimal degrees	USNM	K-12	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae				Intertidal	Twin Cays, Mangroves																																
1319035593	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:21.269+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE			NORTH_AMERICA	{}	1977.0	1.0	9.0	1977-01-09	9.0	9.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:21.269+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3511394ad-55c4-43a5-a6b9-dd0a30c13afe'}]	[]	[]	[]	False		Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	NORTH_AMERICA		http://n2t.net/ark:/65665/3511394ad-55c4-43a5-a6b9-dd0a30c13afe	USNM 228651		1319035593	IZ	http://n2t.net/ark:/65665/3511394ad-55c4-43a5-a6b9-dd0a30c13afe	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	3.0	MALE			North Atlantic Ocean, Gulf of Mexico	North Atlantic Ocean, Gulf of Mexico, Mexico, Veracruz	2014-10-21T09:09:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	University of Southwestern Louisiana	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	09 JAN 1977		Bird Reef, Off Veracruz City		USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae						Veracruz																															
1318563248	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:58.378+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE				{}	1977.0	2.0	15.0	1977-02-15	46.0	46.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:58.378+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33c2d88c4-7200-4678-8df2-7877ca6f1abd'}]	[]	[]	[]	False		Pycnogonida	VE	[]	[]	LATIN_AMERICA	Venezuela (Bolivarian Republic of)	NORTH_AMERICA		http://n2t.net/ark:/65665/33c2d88c4-7200-4678-8df2-7877ca6f1abd	USNM 173679		1318563248	IZ	http://n2t.net/ark:/65665/33c2d88c4-7200-4678-8df2-7877ca6f1abd	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	3.0	FEMALE			North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Venezuela	2014-10-20T14:36:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	M. L. Jones	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	15 FEB 1977		Margarita Island, Boca Del Rio		USNM	M-G-1	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		Hydroid, algae, barnacle complex on mangroves																																			
1320007720	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:34.597+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE				{}	1977.0	2.0	15.0	1977-02-15	46.0	46.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:34.597+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37c17df4d-171d-441f-93a5-9a1c3893483a'}]	[]	[]	[]	False		Pycnogonida	VE	[]	[]	LATIN_AMERICA	Venezuela (Bolivarian Republic of)	NORTH_AMERICA		http://n2t.net/ark:/65665/37c17df4d-171d-441f-93a5-9a1c3893483a	USNM 173680		1320007720	IZ	http://n2t.net/ark:/65665/37c17df4d-171d-441f-93a5-9a1c3893483a	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	3.0	FEMALE			North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Venezuela	2014-10-20T14:36:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	M. L. Jones	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	15 FEB 1977		Margarita Island, Boca Del Rio		USNM	M-7-1	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		Among dock fouling																																			
1317950521	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:21.850+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	27.4933	-80.2883	NORTH_AMERICA	{}	1977.0	4.0	28.0	1977-04-28	118.0	118.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:21.850+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3211086e7-9939-4a67-b42b-b3a578717cbd'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3211086e7-9939-4a67-b42b-b3a578717cbd	USNM 180124		1317950521	IZ	http://n2t.net/ark:/65665/3211086e7-9939-4a67-b42b-b3a578717cbd	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	7.0		5.5	0.0	North Atlantic Ocean	North Atlantic Ocean, United States, Florida, St. Lucie County	2014-10-20T15:04:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	L. Edmiston	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	28 APR 1977	unknown, from legacy	Pepper State Park	Degrees Minutes Seconds	USNM	LD 18-A	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae						Florida	St. Lucie County																														
1322166116	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:41.777+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	27.5	-80.2833	NORTH_AMERICA	{}	1977.0	4.0	28.0	1977-04-28	118.0	118.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:41.777+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3db96eb91-2058-4f03-84ca-2a8cf88cc1a3'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3db96eb91-2058-4f03-84ca-2a8cf88cc1a3	USNM 180125		1322166116	IZ	http://n2t.net/ark:/65665/3db96eb91-2058-4f03-84ca-2a8cf88cc1a3	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1.0	MALE	5.5	0.0	North Atlantic Ocean	North Atlantic Ocean, United States, Florida, St. Lucie County	2014-10-20T15:04:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	J. Reed	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	28 APR 1977	unknown, from legacy	Third Reef S Of Pepper State Park	Degrees Minutes Seconds	USNM	LD - 18B	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae						Florida	St. Lucie County																														
1317556678	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:48.787+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE				{}	1977.0	7.0	30.0	1977-07-30	211.0	211.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:48.787+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/30fafe240-8bd8-4eab-809e-9bbaf3a27d64'}]	[]	[]	[]	False		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/30fafe240-8bd8-4eab-809e-9bbaf3a27d64	USNM 173601		1317556678	IZ	http://n2t.net/ark:/65665/30fafe240-8bd8-4eab-809e-9bbaf3a27d64	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1.0				North Atlantic Ocean	North Atlantic Ocean, United States, Florida, Dade County	2014-10-20T14:36:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	P. Mclaughlin	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	30 JUL 1977		Biscayne Bay, Turkey Point		USNM	1-2	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Juvenile			Florida	Dade County																														
