key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	gbifID	collectionCode	occurrenceID	collectionID	individualCount	sex	depth	depthAccuracy	waterBody	higherGeography	modified	institutionKey	collectionKey	datasetName	recordedBy	identifiedBy	preparations	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	institutionCode	locationID	higherClassification	fieldNumber	habitat	lifeStage	verbatimDepth	georeferenceRemarks	stateProvince	county	rightsHolder	nomenclaturalCode	dateIdentified	recordNumber	language	type	bibliographicCitation	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	georeferencedBy	typeStatus	references	datasetID	dynamicProperties	associatedReferences	taxonRemarks	vernacularName	georeferencedDate	disposition	previousIdentifications	ownerInstitutionCode	occurrenceRemarks	accessRights	georeferenceSources	originalNameUsage	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	http://unknown.org/language
3743742405	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:28.873+00:00	150	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	25.357693	-80.33458	NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.10_1', 'name': 'Florida'}, 'level2': {'gid': 'USA.10.43_1', 'name': 'Miami-Dade'}}	1982.0	10.0	14.0	1982-10-14	287.0	287.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:28.873+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '26be6744-b133-40b4-85f9-42a7f9e8e803'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	a0d3dd5c-2504-4433-8182-83190815f225	26be6744-b133-40b4-85f9-42a7f9e8e803	145416	urn:lsid:marinespecies.org:taxname:240337	3743742405	FSBC I	26be6744-b133-40b4-85f9-42a7f9e8e803	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																																										
1317924690	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:55.672+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	16.8033	-88.075	NORTH_AMERICA	{}	1980.0	4.0	5.0	1980-04-05	96.0	96.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:55.672+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31fee7a60-a61c-429b-b523-1e2838d41d77'}]	[]	[]	[]	False	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/31fee7a60-a61c-429b-b523-1e2838d41d77	USNM 228123		1317924690	IZ	http://n2t.net/ark:/65665/31fee7a60-a61c-429b-b523-1e2838d41d77	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1.0	MALE	36.0	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2014-10-21T09:07:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	G. Hendler	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	05 APR 1980	unknown, from legacy	Carrie Bow Cay	Degrees Minutes Seconds	USNM	41	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																					
1318020352	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:32.413+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	16.8017	-88.08	NORTH_AMERICA	{}	1980.0	4.0	3.0	1980-04-03	94.0	94.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:32.413+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3242b0f6d-d15a-4cf4-b894-77c56fa89ffa'}]	[]	[]	[]	False	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/3242b0f6d-d15a-4cf4-b894-77c56fa89ffa	USNM 228121		1318020352	IZ	http://n2t.net/ark:/65665/3242b0f6d-d15a-4cf4-b894-77c56fa89ffa	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1.0	FEMALE	1.0	1.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2016-03-07T17:21:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	G. Hendler	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	03 APR 1980	unknown, from legacy	Carrie Bow Cay	Degrees Minutes Seconds	USNM	36	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																					
1322821861	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:02.338+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	16.8033	-88.0733	NORTH_AMERICA	{}	1980.0	4.0	4.0	1980-04-04	95.0	95.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:02.338+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f89e1772-51e0-4340-90bf-17de876a4c80'}]	[]	[]	[]	False	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/3f89e1772-51e0-4340-90bf-17de876a4c80	USNM 228122		1322821861	IZ	http://n2t.net/ark:/65665/3f89e1772-51e0-4340-90bf-17de876a4c80	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1.0	MALE	6.0	3.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2016-02-17T10:24:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	G. Hendler	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871		unknown, from legacy	Carrie Bow Cay	Degrees Minutes Seconds	USNM	38	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	Belize/GH-38																																				
3743748547	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:35.744+00:00	150	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	25.430889	-80.328014	NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.10_1', 'name': 'Florida'}, 'level2': {'gid': 'USA.10.43_1', 'name': 'Miami-Dade'}}	1980.0	10.0		1980-10			['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:35.744+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '66cb1320-b8f8-4ab8-bc27-c55f20fcd670'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	8066323f-bf6b-4b30-a163-685e3a185ba4	66cb1320-b8f8-4ab8-bc27-c55f20fcd670	145423	urn:lsid:marinespecies.org:taxname:240337	3743748547	FSBC I	66cb1320-b8f8-4ab8-bc27-c55f20fcd670	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																																										
1317630680	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:11.434+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	16.8086	-88.1486	NORTH_AMERICA	{'level0': {'gid': 'BLZ', 'name': 'Belize'}, 'level1': {'gid': 'BLZ.5_1', 'name': 'Stann Creek'}}	1979.0	4.0	9.0	1979-04-09	99.0	99.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:11.434+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/312f0f37f-88a6-477f-a611-59cfefc7a65d'}]	[]	[]	[]	False	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/312f0f37f-88a6-477f-a611-59cfefc7a65d	USNM 184435		1317630680	IZ	http://n2t.net/ark:/65665/312f0f37f-88a6-477f-a611-59cfefc7a65d	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1.0	MALE	0.1	0.1	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2016-09-30T11:15:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	B. Kensley	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871		unknown, from legacy	Blue Ground Range		USNM	K-46	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	Kensley/K-046	Algal mat																																			
1321037769	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:06.215+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	16.8327	-88.1075	NORTH_AMERICA	{}	1979.0	4.0	7.0	1979-04-07	97.0	97.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:06.215+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a9a1cdce-84f4-4f3d-b871-9a960f4f1c14'}]	[]	[]	[]	False	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/3a9a1cdce-84f4-4f3d-b871-9a960f4f1c14	USNM 184434		1321037769	IZ	http://n2t.net/ark:/65665/3a9a1cdce-84f4-4f3d-b871-9a960f4f1c14	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	3.0		0.25	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2021-01-11T08:45:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	B. Kensley	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	07 APR 1979	Google Earth	Twin Cays, Mangrove Area		USNM	K-38	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		Algal mat																																			
1319629222	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:35.520+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	21.13	-74.5		{}	1979.0	12.0	22.0	1979-12-22	356.0	356.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:35.520+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/36b59718d-594e-4114-b423-aa6c01c90399'}]	[]	[]	[]	False	WGS84	Pycnogonida	BS	[]	[]	LATIN_AMERICA	Bahamas	NORTH_AMERICA		http://n2t.net/ark:/65665/36b59718d-594e-4114-b423-aa6c01c90399	USNM 173665		1319629222	IZ	http://n2t.net/ark:/65665/36b59718d-594e-4114-b423-aa6c01c90399	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1.0		3.0	1.0	North Atlantic Ocean	North Atlantic Ocean, Bahamas	2017-11-21T16:52:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	A. Cohen	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	22 DEC 1979	unknown, from legacy	San Salvador Island, Dump Reef On NW Side	Degrees Minutes Seconds	USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		Thalassia bed	Juvenile																																		
1319323093	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:25.319+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE	16.8283	-88.0758	NORTH_AMERICA	{}	1978.0	1.0	30.0	1978-01-30	30.0	30.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:25.319+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35dd36dfb-3536-411c-b97f-8b512a8d1dec'}]	[]	[]	[]	False	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/35dd36dfb-3536-411c-b97f-8b512a8d1dec	USNM 171066		1319323093	IZ	http://n2t.net/ark:/65665/35dd36dfb-3536-411c-b97f-8b512a8d1dec	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1.0				North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2016-09-30T11:15:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	C. Child	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	30 JAN 1978		South Water Cay, Dock Pilings At S End		USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Juvenile	Intertidal																																	
1320034050	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:35.470+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118185	1	54	354	9477065	6313	2118169	2118185	2118185	Ammothella rugulosa Verrill, 1900	Ammothella rugulosa Verrill, 1900	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella rugulosa	Ammothella	rugulosa	SPECIES	ACCEPTED	NE			NORTH_AMERICA	{}	1978.0	1.0	31.0	1978-01-31	31.0	31.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:35.470+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37d3f0f5d-1992-4ff0-92ed-f71f519087ec'}]	[]	[]	[]	False		Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/37d3f0f5d-1992-4ff0-92ed-f71f519087ec	USNM 171067		1320034050	IZ	http://n2t.net/ark:/65665/37d3f0f5d-1992-4ff0-92ed-f71f519087ec	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2.0		0.5	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2020-12-08T09:57:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	R. Larson	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	31 JAN 1978		Twin Cays, Sponge In N Channel		USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			Juvenile																																		
