key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	catalogNumber	institutionCode	gbifID	collectionCode	continent	typeStatus	recordedBy
318009887	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.146+00:00	124	{}	OCCURRENCE	PRESENT	4338549	1	54	354	9477065	2011	2118047	4338549	4338549	Propallene dubitans (Hodgson, 1910)	Propallene dubitans (Hodgson, 1910)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene dubitans	Propallene	dubitans	SPECIES	ACCEPTED	NE	-35.45	23.49	{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.146+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37230'}]	[]	[]	[]	False	WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	EUROPE	37230	BAS	318009887	SOMBASE Pycnogonids			
1038126183	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862	6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:05.978+00:00	213	{}	PRESERVED_SPECIMEN	PRESENT	4338550	1	54	354	9477065	2011	2118047	4338549	4338549	Metapallene dubitans (Hodgson, 1910)	Propallene dubitans (Hodgson, 1910)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene dubitans	Metapallene	dubitans	SPECIES	SYNONYM	NE			{}	['CONTINENT_DERIVED_FROM_COUNTRY', 'INSTITUTION_MATCH_NONE']	2024-01-25T09:13:05.978+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:171749'}]	[]	[]	[]	False		Pycnogonida	NA	[]	[]	AFRICA	Namibia	EUROPE	171749	ZMB/Pyc	1038126183	Museum für Naturkunde, Berlin - Pycnogonida	AFRICA	TYPE	L. Schultze
