key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	otherCatalogNumbers	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	acceptedNameUsage	institutionID	institutionCode	locality	eventRemarks	gbifID	occurrenceRemarks	collectionCode	occurrenceID	individualCount	coordinateUncertaintyInMeters	depth	depthAccuracy	datasetID	recordedBy	fieldNotes
2012925743	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:27:48.507+00:00	275	{'http://rs.gbif.org/terms/1.0/Reference': [{'http://purl.org/dc/terms/creator': 'Fage, L', 'http://purl.org/dc/terms/date': '1956', 'http://purl.org/dc/terms/source': 'Galathea Report', 'http://purl.org/dc/terms/title': 'Les Pycnogonides (excl. le genre Nymphon)'}], 'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/typeStatus': 'syntype', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': '7937cce5-036c-5db8-b411-b38905c94cfa', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Colossendeis bruuni Fage, 1956'}], 'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/title': 'PYC-005921_hab-select.tif', 'http://purl.org/dc/terms/format': 'image/tif', 'http://purl.org/dc/terms/license': 'CC BY 4.0', 'http://purl.org/dc/terms/identifier': 'https://specify-attachments.science.ku.dk/static/NHMD_Invertebrate_Zoology/originals/sp66955533016020698337.att.tif'}, {'http://purl.org/dc/terms/title': 'PYC-005921_hab-ven-select.tif', 'http://purl.org/dc/terms/format': 'image/tif', 'http://purl.org/dc/terms/license': 'CC BY 4.0', 'http://purl.org/dc/terms/identifier': 'https://specify-attachments.science.ku.dk/static/NHMD_Invertebrate_Zoology/originals/sp66150575424303170020.att.tif'}, {'http://purl.org/dc/terms/title': 'PYC-005921_label.jpg', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'CC BY 4.0', 'http://purl.org/dc/terms/identifier': 'https://specify-attachments.science.ku.dk/static/NHMD_Invertebrate_Zoology/originals/sp65327569688746234668.att.jpg'}]}	PRESERVED_SPECIMEN	PRESENT	2117601	1	54	354	9477065	2012	2117538	2117601	2117601	Colossendeis bruuni Fage, 1956	Colossendeis bruuni Fage, 1956	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis bruuni	Colossendeis	bruuni	SPECIES	ACCEPTED	NE	-36.516667	-178.633333	{}	Australian	1952	2	24	1952-02-24	55	55	SYNTYPE	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_COORDINATE_MISMATCH']	2012-07-03T00:00:00.000+00:00	2024-07-21T10:27:48.507+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e851aecd-65bb-43cb-9253-5a2f616d90b2'}]	[{'type': 'StillImage', 'format': 'image/tif', 'title': 'PYC-005921_hab-select.tif', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'identifier': 'https://specify-attachments.science.ku.dk/static/NHMD_Invertebrate_Zoology/originals/sp66955533016020698337.att.tif'}, {'type': 'StillImage', 'format': 'image/tif', 'title': 'PYC-005921_hab-ven-select.tif', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'identifier': 'https://specify-attachments.science.ku.dk/static/NHMD_Invertebrate_Zoology/originals/sp66150575424303170020.att.tif'}, {'type': 'StillImage', 'format': 'image/jpeg', 'title': 'PYC-005921_label.jpg', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'identifier': 'https://specify-attachments.science.ku.dk/static/NHMD_Invertebrate_Zoology/originals/sp65327569688746234668.att.jpg'}]	[]	[]	68fcaba0-61fe-4e78-a460-4f37654d025d	e4cac6b7-41e4-404d-b9b2-ea507703f671	True	Natural History Museum Denmark Invertebrate Zoology	PYC-005921	various - 1	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE	e851aecd-65bb-43cb-9253-5a2f616d90b2	NHMD110648	Colossendeis bruuni	http://grbio.org/cool/mci8-ehqk	NHMD	Kermadec Trench	Length of haul 4.5 sea-miles	2012925743	MKB06: Was not found. Type status checked 2003-2011, but may need reconfirmation. Galathea Report 2: 167-182. Labelled with correct number Mar. 2012.	IV	e851aecd-65bb-43cb-9253-5a2f616d90b2							
43711793	84c333ce-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56		6aca019f-ee9d-4088-859b-5a601d4b093f	299958e0-4c06-11d8-b290-b8a03c50a862	DK	EML	2023-01-08T13:17:14.590+00:00	2024-01-24T21:19:36.788+00:00	217	{}	PRESERVED_SPECIMEN	PRESENT	2117601	1	54	354	9477065	2012	2117538	2117601	2117601	Colossendeis bruuni Fage, 1956	Colossendeis bruuni Fage, 1956	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis bruuni	Colossendeis	bruuni	SPECIES	ACCEPTED	NE	-36.516602	-178.632996	{}		1952	2	24	1952-02-24T00:00	55	55		['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2009-09-30T00:00:00.000+00:00	2024-01-24T21:19:36.788+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMUC:Galathea II:Gal-II-271'}]	[]	[]	[]	68fcaba0-61fe-4e78-a460-4f37654d025d		True				WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE	urn:catalog:ZMUC:Galathea II:Gal-II-271	Gal-II-271			ZMUC	Kermadec Trench		43711793		Galathea II	urn:catalog:ZMUC:Galathea II:Gal-II-271	2.0	1750.0	4390.0	0.0	37	Galathea II Danish Deep Sea Expedition 1950-52	. Record published in http://www.zmuc.dk/InverWeb/
