key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	gbifID	collectionCode	occurrenceID	higherClassification	decimalLatitude	decimalLongitude	geodeticDatum	locality	depth	otherCatalogNumbers	institutionCode	dynamicProperties	fieldNumber	lifeStage	organismQuantity	organismQuantityType	datasetID	datasetName	scientificNameID	verbatimLocality	language	type	taxonID	disposition	ownerInstitutionCode	collectionID	parentNameUsage	coordinateUncertaintyInMeters	collectionKey	recordNumber	materialEntityID	dateIdentified	locationID	informationWithheld	sex
2434362451	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:44.485+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117717	1	54	354	9477065	2013	2117630	2117717	2117717	Nymphon gruveli Bouvier, 1910	Nymphon gruveli Bouvier, 1910	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon gruveli	Nymphon	gruveli	SPECIES	ACCEPTED	NE	AFRICA	{}	1988.0	6.0	19.0	1988-06-19	171.0	171.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:44.485+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200186@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	J.J. Vermeulen	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	MR	[]	[]	AFRICA	Mauritania	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.200186@CRS	ZMA.PYC.200186	ICZN	Naturalis Biodiversity Center	19 jun 1988	2434362451	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200186	Animalia|Nymphonidae																															
2434399684	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:31.799+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117717	1	54	354	9477065	2013	2117630	2117717	2117717	Nymphon gruveli Bouvier, 1910	Nymphon gruveli Bouvier, 1910	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon gruveli	Nymphon	gruveli	SPECIES	ACCEPTED	NE	AFRICA	{}	1988.0	6.0	8.0	1988-06-08	160.0	160.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:31.799+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200187@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	J.J. Vermeulen	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	MR	[]	[]	AFRICA	Mauritania	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.200187@CRS	ZMA.PYC.200187	ICZN	Naturalis Biodiversity Center	08 jun 1988	2434399684	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200187	Animalia|Nymphonidae																															
2434401174	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:32.466+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117717	1	54	354	9477065	2013	2117630	2117717	2117717	Nymphon gruveli Bouvier, 1910	Nymphon gruveli Bouvier, 1910	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon gruveli	Nymphon	gruveli	SPECIES	ACCEPTED	NE	AFRICA	{}	1988.0	6.0	18.0	1988-06-18	170.0	170.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:32.466+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200188@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	J.J. Vermeulen	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	MR	[]	[]	AFRICA	Mauritania	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.200188@CRS	ZMA.PYC.200188	ICZN	Naturalis Biodiversity Center	18 jun 1988	2434401174	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200188	Animalia|Nymphonidae																															
2434399157	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:41.034+00:00	393	{}	PRESERVED_SPECIMEN		PRESENT	2117717	1	54	354	9477065	2013	2117630	2117717	2117717	Nymphon gruveli Bouvier, 1910	Nymphon gruveli Bouvier, 1910	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon gruveli	Nymphon	gruveli	SPECIES	ACCEPTED	NE		{}	1988.0	6.0	16.0	1988-06-16	168.0	168.0	['COORDINATE_ROUNDED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:41.034+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200671@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	MR	[]	[]	AFRICA	Mauritania	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.200671@CRS	ZMA.PYC.200671	ICZN	Naturalis Biodiversity Center	16 jun 1988	2434399157	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200671	Animalia|Nymphonidae	19.716667	-16.983333	WGS84																												
2434366826	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:44.956+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.470_1/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.470_1', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.470_1/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}, {'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.470_2/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.470_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.470_2/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	15.0	PRESENT	2117717	1	54	354	9477065	2013	2117630	2117717	2117717	Nymphon gruveli Bouvier, 1910	Nymphon gruveli Bouvier, 1910	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon gruveli	Nymphon	gruveli	SPECIES	ACCEPTED	NE		{}	1988.0			1988-01-01/1988-12-31	1.0	366.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2021-01-28T00:00:00.000+00:00	2024-07-23T00:33:44.956+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.470@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.470_1', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.470_1/format/large'}, {'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.470_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.470_2/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Tyro Mauritania II exp.		WholeOrganism (alcohol)	Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	RMNH.PYC.470@CRS	RMNH.PYC.470	ICZN	Naturalis Biodiversity Center	1988	2434366826	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.470	Animalia|Nymphonidae				sta. Mau 101																											
2434360829	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:26.680+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.478/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.478_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.478/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	20.0	PRESENT	2117717	1	54	354	9477065	2013	2117630	2117717	2117717	Nymphon gruveli Bouvier, 1910	Nymphon gruveli Bouvier, 1910	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon gruveli	Nymphon	gruveli	SPECIES	ACCEPTED	NE		{}	1988.0			1988-01-01/1988-12-31	1.0	366.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2021-01-28T00:00:00.000+00:00	2024-07-23T00:33:26.680+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.478@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.478_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.478/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Tyro Mauritania II exp.		WholeOrganism (alcohol)	Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	RMNH.PYC.478@CRS	RMNH.PYC.478	ICZN	Naturalis Biodiversity Center	1988	2434360829	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.478	Animalia|Nymphonidae				sta. Mau 130																											
2434360672	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:24.834+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117717	1	54	354	9477065	2013	2117630	2117717	2117717	Nymphon gruveli Bouvier, 1910	Nymphon gruveli Bouvier, 1910	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon gruveli	Nymphon	gruveli	SPECIES	ACCEPTED	NE		{}	1988.0			1988-01-01/1988-12-31	1.0	366.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2014-10-08T00:00:00.000+00:00	2024-07-23T00:33:24.834+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.531@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Tyro Mauritania II exp.		WholeOrganism (alcohol)	Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	RMNH.PYC.531@CRS	RMNH.PYC.531	ICZN	Naturalis Biodiversity Center	1988	2434360672	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.531	Animalia|Nymphonidae				sta. Mau 0.27																											
2434360749	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:25.153+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117717	1	54	354	9477065	2013	2117630	2117717	2117717	Nymphon gruveli Bouvier, 1910	Nymphon gruveli Bouvier, 1910	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon gruveli	Nymphon	gruveli	SPECIES	ACCEPTED	NE		{}	1988.0			1988-01-01/1988-12-31	1.0	366.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2014-10-08T00:00:00.000+00:00	2024-07-23T00:33:25.153+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.532@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Tyro Mauritania II exp.		WholeOrganism (alcohol)	Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	RMNH.PYC.532@CRS	RMNH.PYC.532	ICZN	Naturalis Biodiversity Center	1988	2434360749	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.532	Animalia|Nymphonidae				sta. Mau 124																											
2434359941	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:43.329+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.471_1/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.471_1', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.471_1/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}, {'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.471_2/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.471_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.471_2/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	3.0	PRESENT	2117717	1	54	354	9477065	2013	2117630	2117717	2117717	Nymphon gruveli Bouvier, 1910	Nymphon gruveli Bouvier, 1910	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon gruveli	Nymphon	gruveli	SPECIES	ACCEPTED	NE		{}	1978.0	10.0	28.0	1978-10-28	301.0	301.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2021-01-28T00:00:00.000+00:00	2024-07-23T00:33:43.329+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.471@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.471_1', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.471_1/format/large'}, {'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.471_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.471_2/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Tydeman Madeira-Mauritania exp.		WholeOrganism (alcohol)	Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	RMNH.PYC.471@CRS	RMNH.PYC.471	ICZN	Naturalis Biodiversity Center	28 okt. 1978	2434359941	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.471	Animalia|Nymphonidae				sta. 3.122																											
2434359712	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:30.710+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.472/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.472_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.472/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	15.0	PRESENT	2117717	1	54	354	9477065	2013	2117630	2117717	2117717	Nymphon gruveli Bouvier, 1910	Nymphon gruveli Bouvier, 1910	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon gruveli	Nymphon	gruveli	SPECIES	ACCEPTED	NE		{}	1978.0	10.0	31.0	1978-10-31	304.0	304.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2021-01-28T00:00:00.000+00:00	2024-07-23T00:33:30.710+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.472@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.472_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.472/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Tydeman Madeira-Mauritania exp.		WholeOrganism (alcohol)	Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	RMNH.PYC.472@CRS	RMNH.PYC.472	ICZN	Naturalis Biodiversity Center	31 okt. 1978	2434359712	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.472	Animalia|Nymphonidae				sta. 3. 162																											
