key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	gadm	waterBody	higherGeography	georeferencedBy	year	month	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	institutionID	gbifID	locationAccordingTo	catalogNumber	institutionCode	eventTime	identificationRemarks	georeferencedDate	identifier	verbatimEventDate	nomenclaturalCode	georeferenceProtocol	footprintWKT	verbatimCoordinateSystem	locality	collectionCode	verbatimLocality	occurrenceID	organismID	previousIdentifications	identificationQualifier	accessRights	collectionID	higherClassification	georeferenceSources	individualCount	sex	depth	depthAccuracy	stateProvince	day	typeStatus	institutionKey	collectionKey	datasetName	fieldNumber	locationID
896993942	80ebe7f9-00ee-4fe3-80f6-303729cf5bac	d9699a79-4736-45c2-925c-f4033ac67d52	['1f2c0cbe-40df-43f6-ba07-e76133e78c31']	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-07-02T00:02:22.306+00:00	2024-07-02T00:02:48.885+00:00	437	{}	PRESERVED_SPECIMEN	PRESENT	2117877	1	54	354	9477065	2013	2117630	2117877	2117877	Nymphon heterospinum Hedgpeth, 1949	Nymphon heterospinum Hedgpeth, 1949	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon heterospinum	Nymphon	heterospinum	SPECIES	ACCEPTED	NE	2007-05-01T00:00:00	71.033333	-158.533333	{}	Bering Sea	North Pacific Ocean, Bering Sea	Gordon H. Jarrell	1973	7	1973-07-01/1973-07-31	182	212	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_INVALID', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'AMBIGUOUS_INSTITUTION']	2024-06-16T10:28:00.020+00:00	2024-07-02T00:02:48.885+00:00	http://arctos.database.museum/guid/UAM:Inv:8109	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://arctos.database.museum/guid/UAM:Inv:8109?seid=253324'}]	[]	[]	[]	False	"[{""remarks"": null, ""issued_by"": ""University of Alaska Museum Marine Arthropod Collection"", ""identifier"": ""355"", ""assigned_by"": ""unknown"", ""assigned_date"": ""2022-04-27"", ""identifier_type"": ""institutional catalog number""}]"	Collector(s): Samuel W. Stoker	Douglas L. Schamel	whole organism (ethanol)	van Veen grab	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	UAM	896993942	Gordon H. Jarrell	UAM:Inv:8109	UAM	1973-07-01/1973-07-31	Former nature_of_id: legacy.	2007-04-23 00:00:00	http://arctos.database.museum/guid/UAM:Inv:8109?seid=253324	July 1973	ICZN	not recorded	POLYGON((-158.53333982473345 71.03333732393638,-158.53333737078714 71.03333767063185,-158.53333476168237 71.03333785061157,-158.53333209768562 71.03333785695901,-158.53332948117287 71.03333768943027,-158.5333270126953 71.03333735446334,-158.5333247871152 71.03333686493082,-158.53332288996037 71.03333623964522,-158.53332139413737 71.03333550263591,-158.53332035712987 71.03333468222574,-158.5333198187894 71.03333380994263,-158.53331979980408 71.03333291930795,-158.53332030090334 71.03333204454827,-158.5333213028302 71.03333121928013,-158.5333227670811 71.03333047521811,-158.53332463738573 71.03332984095607,-158.53332684186927 71.03332934086833,-158.5333292958147 71.03332899417299,-158.53333190491833 71.03332881419334,-158.5333345689138 71.03332880784589,-158.53333718542538 71.03332897537457,-158.53333965390203 71.03332931034137,-158.53334187948164 71.03332979987368,-158.53334377663649 71.0333304251591,-158.53334527245994 71.03333116216821,-158.5333463094683 71.03333198257822,-158.53334684780992 71.03333285486124,-158.53334686679653 71.03333374549594,-158.53334636569843 71.03333462025567,-158.53334536377247 71.03333544552396,-158.53334389952204 71.03333618958618,-158.53334202921747 71.03333682384843,-158.53333982473345 71.03333732393638))	degrees dec. minutes	Nome, Nome Quad, Norton Sound	Inv	Nome Alaska	http://arctos.database.museum/guid/UAM:Inv:8109?seid=253324	http://arctos.database.museum/guid/UAM:Inv:8109	"[{""idby"": ""Douglas L. Schamel"", ""made_date"": ""2007-05-01"", ""concept_label"": null, ""short_citation"": null, ""scientific_name"": ""Nymphon heterospinum"", ""sensu_publication"": null, ""identification_taxa"": [{""taxon"": {""ftn"": ""Animalia, Arthropoda, Pycnogonida, Pantopoda, Nymphonidae, Nymphon, Nymphon heterospinum"", ""name"": ""Nymphon heterospinum"", ""ctrms"": [{""psn"": 1, ""typ"": ""kingdom"", ""term"": ""Animalia""}, {""psn"": 2, ""typ"": ""phylum"", ""term"": ""Arthropoda""}, {""psn"": 3, ""typ"": ""class"", ""term"": ""Pycnogonida""}, {""psn"": 4, ""typ"": ""order"", ""term"": ""Pantopoda""}, {""psn"": 5, ""typ"": ""family"", ""term"": ""Nymphonidae""}, {""psn"": 6, ""typ"": ""genus"", ""term"": ""Nymphon""}, {""psn"": 7, ""typ"": ""species"", ""term"": ""Nymphon heterospinum""}], ""nctrms"": [{""typ"": ""display_name"", ""term"": ""<i>Nymphon heterospinum</i>""}, {""typ"": ""nomenclatural_code"", ""term"": ""ICZN""}, {""typ"": ""remark"", ""term"": ""Imported from ITIS 6 Feb 2007""}, {""typ"": ""scientific_name"", ""term"": ""Nymphon heterospinum""}, {""typ"": ""source_authority"", ""term"": ""ITIS""}, {""typ"": ""taxon_status"", ""term"": ""valid""}], ""source"": ""Arctos"", ""classification_id"": ""https://arctos.database.museum/name/Nymphon heterospinum#Arctos""}, ""taxon_id"": ""https://arctos.database.museum/name/Nymphon heterospinum"", ""variable"": ""A""}], ""identification_order"": 1, ""identification_agents"": [{""agent_name"": ""Douglas L. Schamel"", ""agent_identifier"": ""https://arctos.database.museum/agent/7577"", ""identifier_order"": 1}], ""identification_remarks"": ""Former nature_of_id: legacy."", ""identification_attributes"": null}]"	A	http://vertnet.org/resources/norms.html	https://arctos.database.museum/collection/UAM:Inv	Animalia, Arthropoda, Pycnogonida, Pantopoda, Nymphonidae, Nymphon,	specimen label												
1317728918	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:00.180+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117877	1	54	354	9477065	2013	2117630	2117877	2117877	Nymphon heterospinum Hedgpeth, 1949	Nymphon heterospinum Hedgpeth, 1949	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon heterospinum	Nymphon	heterospinum	SPECIES	ACCEPTED	NE		38.1917	142.133	{}	North Pacific Ocean	North Pacific Ocean, Japan, Miyagi		1906	10	1906-10-10	283	283	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2015-07-02T16:44:00.000+00:00	2024-07-02T12:37:00.180+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/317461e44-b9a8-4752-85fd-4629575c8906'}]	[]	[]	[]	False		United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	urn:lsid:biocol.org:col:34871	1317728918		USNM 80589	USNM				http://n2t.net/ark:/65665/317461e44-b9a8-4752-85fd-4629575c8906					Degrees Minutes Seconds	Honshu Island, Kinkazan Island, East of	IZ		http://n2t.net/ark:/65665/317461e44-b9a8-4752-85fd-4629575c8906					urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae		1.0	MALE	486.0	0.0	Miyagi	10.0	HOLOTYPE	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	USFC/A5050	5050
