key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	infraspecificEpithet	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	elevation	modified	organismQuantity	organismQuantityType	datasetID	continent	occurrenceRemarks	coordinateUncertaintyInMeters	stateProvince	habitat	county	otherCatalogNumbers	georeferenceRemarks	verbatimIdentification	type	dynamicProperties	higherClassification	island	rightsHolder	nomenclaturalCode	verbatimEventDate	higherGeography	typeStatus	islandGroup
4399690381	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.039+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		80.376	101.805667			{}	Laptev Sea	1995.0	8.0	12.0	1995-08-12	224.0	224.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.039+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '545488a5-bf90-40db-90f5-38bd98e54b08'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK XI/1_st.36/033a	545488a5-bf90-40db-90f5-38bd98e54b08	INV0000911		IORAS			Laptev Sea	36/033a	4399690381	OBFc	545488a5-bf90-40db-90f5-38bd98e54b08	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	31.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	264.0 m	IORAS	cruise ARK XI/1	fd699988-ab5d-4737-9443-9085cea191d2																								
4399691206	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.197+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		77.881667	129.993333			{}	Laptev Sea	1995.0	8.0	1.0	1995-08-01	213.0	213.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.197+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '9d1e4754-3249-406b-a119-9a38375cb2c3'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK XI/1_st.36/019a	9d1e4754-3249-406b-a119-9a38375cb2c3	INV0001775		IORAS			Laptev Sea	36/019a	4399691206	OBFc	9d1e4754-3249-406b-a119-9a38375cb2c3	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	276.0 m	IORAS	cruise ARK XI/1	fd699988-ab5d-4737-9443-9085cea191d2																								
4399691207	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.196+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		76.881667	129.993333			{}	Laptev Sea	1995.0	8.0	1.0	1995-08-01	213.0	213.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.196+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f635fe6e-3678-4795-974c-81d118001175'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK XI/1_st.36/017a	f635fe6e-3678-4795-974c-81d118001175	INV0000908		IORAS			Laptev Sea	36/017a	4399691207	OBFc	f635fe6e-3678-4795-974c-81d118001175	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	65.7 m	IORAS	cruise ARK XI/1	fd699988-ab5d-4737-9443-9085cea191d2																								
4399691368	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.221+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		77.948333	113.578333			{}	Laptev Sea	1995.0	9.0	7.0	1995-09-07	250.0	250.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.221+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '01770bfc-0b66-41fd-a4cb-d7819140d440'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK XI/1_st.36/083a	01770bfc-0b66-41fd-a4cb-d7819140d440	INV0001321		IORAS			Laptev Sea	36/083a	4399691368	OBFc	01770bfc-0b66-41fd-a4cb-d7819140d440	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	43.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	dried:EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	311.0 m	IORAS	cruise ARK XI/1	fd699988-ab5d-4737-9443-9085cea191d2																								
4399690874	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.852+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		78.476167	110.782			{}	Laptev Sea	1995.0	9.0	20.0	1995-09-20	263.0	263.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.852+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '2b4a6878-85ec-4b0f-ace6-48f8b5188313'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK XI/1_st.36/068	2b4a6878-85ec-4b0f-ace6-48f8b5188313	INV0000902		IORAS			Laptev Sea	36/068	4399690874	OBFc	2b4a6878-85ec-4b0f-ace6-48f8b5188313	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	101.0 m	IORAS	cruise ARK XI/1	fd699988-ab5d-4737-9443-9085cea191d2																								
4399691431	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.968+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		78.32	135.34			{}	Laptev Sea	1995.0	9.0	2.0	1995-09-02	245.0	245.0	[]	2024-06-18T12:44:58.968+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '7afe89fd-e381-45bb-88a9-7324832f00f0'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK XI/1_st.36/071	7afe89fd-e381-45bb-88a9-7324832f00f0	INV0000913		IORAS			Laptev Sea	36/071	4399691431	OBFc	7afe89fd-e381-45bb-88a9-7324832f00f0	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	23.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	911.0 m	IORAS	cruise ARK XI/1	fd699988-ab5d-4737-9443-9085cea191d2																								
4399690990	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.880+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		77.676667	102.126667			{}	Laptev Sea	1993.0	8.0	27.0	1993-08-27	239.0	239.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.880+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'c124c3c4-2c6e-4097-b835-39c65786f13e'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK IX/4_st.29	c124c3c4-2c6e-4097-b835-39c65786f13e	INV0000896		IORAS			Laptev Sea	29	4399690990	OBFc	c124c3c4-2c6e-4097-b835-39c65786f13e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	120.0 m	IORAS	cruise ARK IX/4	fd699988-ab5d-4737-9443-9085cea191d2																								
4399690961	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.151+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		78.0325	102.333167			{}	Arctic Ocean	1993.0	8.0	26.0	1993-08-26	238.0	238.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.151+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'de1a2e50-ba64-408b-92f8-d0432d17d642'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK IX/4_st.28	de1a2e50-ba64-408b-92f8-d0432d17d642	INV0000894		IORAS			Vilkitsky Str	28	4399690961	OBFc	de1a2e50-ba64-408b-92f8-d0432d17d642	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	153.0 - 157.0 m	IORAS	cruise ARK IX/4	fd699988-ab5d-4737-9443-9085cea191d2																								
4399691068	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.899+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		77.078333	126.178333			{}	Laptev Sea	1993.0	9.0	9.0	1993-09-09	252.0	252.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.899+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '222e11c9-f92c-4c68-90da-6878bbb2f66f'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK IX/4_st.49	222e11c9-f92c-4c68-90da-6878bbb2f66f	INV0000899		IORAS			Laptev Sea	49	4399691068	OBFc	222e11c9-f92c-4c68-90da-6878bbb2f66f	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	6.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	180.0 - 360.0 m	IORAS	cruise ARK IX/4	fd699988-ab5d-4737-9443-9085cea191d2																								
4399690526	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.071+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		78.255333	109.243			{}	Laptev Sea	1993.0	9.0	29.0	1993-09-29	272.0	272.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.071+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '23795365-d15e-4364-91d7-c88f2891cfcc'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK IX/4_st.67	23795365-d15e-4364-91d7-c88f2891cfcc	INV0000901		IORAS			Laptev Sea	67	4399690526	OBFc	23795365-d15e-4364-91d7-c88f2891cfcc	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	51.0 m	IORAS	cruise ARK IX/4	fd699988-ab5d-4737-9443-9085cea191d2																								
4399691291	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.942+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		78.076	133.581667			{}	Laptev Sea	1993.0	9.0	5.0	1993-09-05	248.0	248.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.942+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '38bc976e-c771-470c-ba8b-3d2b2a2f7f26'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK IX/4_st.40	38bc976e-c771-470c-ba8b-3d2b2a2f7f26	INV0000897		IORAS			Laptev Sea	40	4399691291	OBFc	38bc976e-c771-470c-ba8b-3d2b2a2f7f26	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	40.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	231.0 - 233.0 m	IORAS	cruise ARK IX/4	fd699988-ab5d-4737-9443-9085cea191d2																								
4399690822	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.842+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		77.913833	133.572833			{}	Laptev Sea	1993.0	9.0	6.0	1993-09-06	249.0	249.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.842+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '52451a15-2058-4c57-991c-52ead32234f1'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK IX/4_st.41	52451a15-2058-4c57-991c-52ead32234f1	INV0000895		IORAS			Laptev Sea	41	4399690822	OBFc	52451a15-2058-4c57-991c-52ead32234f1	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	3.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	72.0 - 71.0 m	IORAS	cruise ARK IX/4	fd699988-ab5d-4737-9443-9085cea191d2																								
4399690999	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.883+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		72.5009016	58.0147711			{}	Kara Sea	1993.0	9.0	5.0	1993-09-05	248.0	248.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.883+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '7137dd57-bebc-43f2-8c61-3f29f272547b'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 31_st.3213	7137dd57-bebc-43f2-8c61-3f29f272547b	INV0000909		IORAS			Novaya Zemlya Trought	3213	4399690999	OBFc	7137dd57-bebc-43f2-8c61-3f29f272547b	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	347.0 - 345.0 m	IORAS	cruise 31	fd699988-ab5d-4737-9443-9085cea191d2																								
4399691079	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.899+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		74.5619716	64.0889945			{}	Kara Sea	1993.0	9.0	2.0	1993-09-02	245.0	245.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.899+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '849b312a-7cca-413c-9467-2c9137bc1a76'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Dmitry Mendeleev_cruise 49_st.4382	849b312a-7cca-413c-9467-2c9137bc1a76	INV0000891		IORAS			Kara Sea	4382	4399691079	OBFc	849b312a-7cca-413c-9467-2c9137bc1a76	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Dmitry Mendeleev	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	73.0 - 92.0 m	IORAS	cruise 49	fd699988-ab5d-4737-9443-9085cea191d2																								
4399690314	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.030+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		77.1305	126.417333			{}	Laptev Sea	1993.0	9.0	9.0	1993-09-09	252.0	252.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.030+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '9d9c0404-2216-41f1-b489-26ba770409b6'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK IX/4_st.48	9d9c0404-2216-41f1-b489-26ba770409b6	INV0000898		IORAS			Laptev Sea	48	4399690314	OBFc	9d9c0404-2216-41f1-b489-26ba770409b6	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	556.0 - 530.0 m	IORAS	cruise ARK IX/4	fd699988-ab5d-4737-9443-9085cea191d2																								
