key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	infraspecificEpithet	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	elevation	modified	organismQuantity	organismQuantityType	datasetID	continent	occurrenceRemarks	coordinateUncertaintyInMeters	stateProvince	habitat	county	otherCatalogNumbers	georeferenceRemarks	verbatimIdentification	type	dynamicProperties	higherClassification	island	rightsHolder	nomenclaturalCode	verbatimEventDate	higherGeography	typeStatus	islandGroup
3756621286	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:35.018+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '8', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '200710009001037', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '3.05903946160905', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '200710009001037', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	4338518	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon helleri Bohm, 1879	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	helleri	SPECIES	ACCEPTED	NE	80.239124	29.751963	211.52499999999998	5.984999999999999	{}	Barents Sea	2019.0	10.0	15.0	2019-10-15T02:30Z/2019-10-15T02:35Z	288.0	288.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:35.018+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '200710009001037'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	Cruise: 58GS-2019115 Sample: 9	200710009001037	200710009001037	urn:lsid:marinespecies.org:taxname:239642	IMR	LINESTRING(29.751963 80.239124,29.761278 80.237802)	02:30Z/02:35Z	MAREANO Reference Station: 2007	catchId: 37	3756621286	IMRMarbunnBenthos	200710009001037																																				
3756613461	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.604+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '202410010001005', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1.05909071057344', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '202410010001005', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	4338518	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon helleri Bohm, 1879	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	helleri	SPECIES	ACCEPTED	NE	80.020889	30.382917	189.57	0.4899999999999949	{}	Barents Sea	2019.0	10.0	16.0	2019-10-16T21:24Z/2019-10-16T21:30Z	289.0	289.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:30.604+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '202410010001005'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	Cruise: 58GS-2019115 Sample: 10	202410010001005	202410010001005	urn:lsid:marinespecies.org:taxname:239642	IMR	LINESTRING(30.382917 80.020889,30.378113 80.019004)	21:24Z/21:30Z	MAREANO Reference Station: 2024	catchId: 5	3756613461	IMRMarbunnBenthos	202410010001005																																				
4851017314	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.037+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM						{}	Kara Sea	2014.0	8.0	12.0	2014-08-12	224.0	224.0	[]	2024-06-18T12:44:59.037+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '83f3e7cb-b9e8-4e5b-b4a6-a62fe965f899'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl		Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Professor Shtokman_cruise_128_st.128-04	83f3e7cb-b9e8-4e5b-b4a6-a62fe965f899	INV0003547		IORAS			Kara Sea	128-04	4851017314	OBFc	83f3e7cb-b9e8-4e5b-b4a6-a62fe965f899	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Professor Shtokman	Tabachnikova, Ksenia	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	158.0 m	IORAS	cruise 128	fd699988-ab5d-4737-9443-9085cea191d2																								
4851017355	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.220+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM						{}	Kara Sea	2014.0	8.0	28.0	2014-08-28	240.0	240.0	[]	2024-06-18T12:44:59.220+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'db9852a8-4945-4f91-8216-cf9139da39cc'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl		Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Professor Shtokman_cruise_128_st.128-45	db9852a8-4945-4f91-8216-cf9139da39cc	INV0003552		IORAS			Kara Sea	128-45	4851017355	OBFc	db9852a8-4945-4f91-8216-cf9139da39cc	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Professor Shtokman	Tabachnikova, Ksenia	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	278.0 m	IORAS	cruise 128	fd699988-ab5d-4737-9443-9085cea191d2																								
4851017376	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.138+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM						{}	Kara Sea	2014.0	9.0	3.0	2014-09-03	246.0	246.0	[]	2024-06-18T12:44:59.138+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '8eab43e9-d6e0-46f3-af13-407b3b7dd854'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl		Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Professor Shtokman_cruise_128_st.128-59	8eab43e9-d6e0-46f3-af13-407b3b7dd854	INV0003550		IORAS			Kara Sea	128-59	4851017376	OBFc	8eab43e9-d6e0-46f3-af13-407b3b7dd854	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Professor Shtokman	Tabachnikova, Ksenia	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	100.0 m	IORAS	cruise 128	fd699988-ab5d-4737-9443-9085cea191d2																								
4399690698	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.810+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		74.9495722	77.900429			{}	Kara Sea	2011.0	9.0	22.0	2011-09-22	265.0	265.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.810+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '2cba5969-f4a0-4b5e-ac14-c02ccb8a7ec9'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5024	2cba5969-f4a0-4b5e-ac14-c02ccb8a7ec9	INV0001845		IORAS			Kara Sea	5024	4399690698	OBFc	2cba5969-f4a0-4b5e-ac14-c02ccb8a7ec9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Raiskiy, Alexey	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	34.0 - 34.2 m	IORAS	cruise 59	fd699988-ab5d-4737-9443-9085cea191d2																								
4399691463	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.974+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		75.9980683	76.6722004			{}	Kara Sea	2011.0	9.0	22.0	2011-09-22	265.0	265.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.974+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '98156721-a858-4b40-806f-852f7cf470ca'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5026	98156721-a858-4b40-806f-852f7cf470ca	INV0002118		IORAS			Shelf Edge, Kara Sea	5026	4399691463	OBFc	98156721-a858-4b40-806f-852f7cf470ca	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	3.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	62.7 - 61.5 m	IORAS	cruise 59	fd699988-ab5d-4737-9443-9085cea191d2																								
4399691496	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.241+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		78.0084345	74.894414			{}	Kara Sea	2011.0	9.0	26.0	2011-09-26	269.0	269.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.241+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'a180d1c7-1170-4c2d-ae9e-6e256b48e892'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5039	a180d1c7-1170-4c2d-ae9e-6e256b48e892	INV0002105		IORAS			St.Anna	5039	4399691496	OBFc	a180d1c7-1170-4c2d-ae9e-6e256b48e892	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	364.0 - 365.0 m	IORAS	cruise 59	fd699988-ab5d-4737-9443-9085cea191d2																								
4399690370	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.036+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		78.4925555	72.8019728			{}	Kara Sea	2011.0	9.0	27.0	2011-09-27	270.0	270.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.036+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd55bd78a-038e-46f6-8a3c-b4511e851b32'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5042	d55bd78a-038e-46f6-8a3c-b4511e851b32	INV0002115		IORAS			Kara Sea	5042	4399690370	OBFc	d55bd78a-038e-46f6-8a3c-b4511e851b32	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	472.0 - 472.0 m	IORAS	cruise 59	fd699988-ab5d-4737-9443-9085cea191d2																								
4399690346	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.705+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	6471629	1	54	354	9477065	2013	2117630	4338518	4338518	Nymphon stroemi gracilipes Heller, 1878	Nymphon helleri Bohm, 1879	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon helleri	Nymphon	stroemi	SUBSPECIES	SYNONYM		77.4273724	77.5653963			{}	Kara Sea	2011.0	9.0	25.0	2011-09-25	268.0	268.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.705+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'dc6c96e6-c788-4130-a9eb-119cd18f1164'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5034	dc6c96e6-c788-4130-a9eb-119cd18f1164	INV0002120		IORAS			St.Anna Trough	5034	4399690346	OBFc	dc6c96e6-c788-4130-a9eb-119cd18f1164	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		gracilipes	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	220.0 - 220.0 m	IORAS	cruise 59	fd699988-ab5d-4737-9443-9085cea191d2																								
