key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	organismQuantity	organismQuantityType	datasetID	eventID	recordNumber	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	waterBody	preparations	samplingProtocol	institutionID	locality	verbatimDepth	ownerInstitutionCode	parentEventID	depthAccuracy	dateIdentified	coordinatePrecision	coordinateUncertaintyInMeters	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	verbatimLocality	locationRemarks	nameAccordingTo	island	lifeStage	rightsHolder	nomenclaturalCode	disposition	locationID	parentNameUsage	materialEntityID	datasetName	language	type	higherGeography	georeferenceProtocol	verbatimCoordinateSystem	higherClassification	sex	footprintWKT	occurrenceRemarks	typeStatus	bibliographicCitation	references	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	associatedSequences	verbatimIdentification
1426047020	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.859+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1915', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austroraptus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Calman, 1915', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|344535', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austroraptus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'praecox', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|23433', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austroraptus praecox Calman, 1915'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118544	1	54	354	9477065	6313	2118541	2118544	2118544	Austroraptus praecox Calman, 1915	Austroraptus praecox Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus praecox	Austroraptus	praecox	SPECIES	ACCEPTED	NE	-66.658333	139.905	60.0	ANTARCTICA	{}	2013.0	1.0	11.0	2013-01-11	11.0	11.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2023-12-06T13:16:46.000+00:00	2024-07-24T12:24:44.859+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6826'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	True	Lecointre, Dettaï & Ozouf coll.	Sabroux R.	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6826	2016-6826	MNHN	REVOLTA IV/REVO_036-REVO_782	1426047020	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6826	10.15468/qgvvhd																																																											
3466772333	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:12.571+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	2118544	1	54	354	9477065	6313	2118541	2118544	2118544	Austroraptus praecox Calman, 1915	Austroraptus praecox Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus praecox	Austroraptus	praecox	SPECIES	ACCEPTED	NE			138.69	ANTARCTICA	{}	2007.0	12.0	27.0	2007-12-27	361.0	361.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-23T06:51:12.571+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'bcef2df9-9a90-43d6-8741-d781d83a0fd6'}]	[]	[]	[]			False				Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	bcef2df9-9a90-43d6-8741-d781d83a0fd6				3466772333		bcef2df9-9a90-43d6-8741-d781d83a0fd6		1.0	Individuals	ASAC_3010_0425	SampleStation_ 7	IU-2007-221	urn:lsid:marinespecies.org:taxname:172967	12/27/2007	7000	https://biodiversity.org.au/afd/taxa/95965370-33bf-4565-a80d-abc3109809d8	Species	Austroraptus praecox	172967																																															
4399690669	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.100+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118544	1	54	354	9477065	6313	2118541	2118544	2118544	Austroraptus praecox Calman, 1915	Austroraptus praecox Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus praecox	Austroraptus	praecox	SPECIES	ACCEPTED	NE	-71.135833	-11.5375			{}	1996.0	2.0	21.0	1996-02-21	52.0	52.0	['COORDINATE_ROUNDED']		2024-06-18T12:44:59.100+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '88f4720e-cae4-4564-a66c-dcbd555b4227'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Polarstern	Turpaeva, Elena	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	88f4720e-cae4-4564-a66c-dcbd555b4227	INV0001877	IORAS	39/24	4399690669	OBFc	88f4720e-cae4-4564-a66c-dcbd555b4227	fd699988-ab5d-4737-9443-9085cea191d2				RV Polarstern_cruise ANT-XIII/3_st.39/24									Atlantic Ocean	EtOH 75%	Agassis Trawl	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Antarctica	123.0 - 118.0 m	IORAS	cruise ANT-XIII/3																																							
240909956	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:58.923+00:00	242	{}	HUMAN_OBSERVATION		PRESENT	2118544	1	54	354	9477065	6313	2118541	2118544	2118544	Austroraptus praecox Calman, 1915	Austroraptus praecox Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus praecox	Austroraptus	praecox	SPECIES	ACCEPTED	NE	-71.135833	-11.5375	123.0		{}	1996.0	2.0	21.0	1996-02-21	52.0	52.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2010-05-11T18:09:00.000+00:00	2024-01-24T20:20:58.923+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:479'}]	[]	[]	[]			True			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:479	479	AWI		240909956	Weddell Sea macrozoobenthos EASIZ I	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:479				IMIS:dasid:2432			urn:lsid:marinespecies.org:taxname:172967											Kapp Norvegia area				0.0																																						
1100763782	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:37.434+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118544	1	54	354	9477065	6313	2118541	2118544	2118544	Austroraptus praecox Calman, 1915	Austroraptus praecox Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus praecox	Austroraptus	praecox	SPECIES	ACCEPTED	NE	-72.283	170.23166			{}	1972.0	1.0	18.0	1972-01-18	18.0	18.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:37.434+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '609c106c-2151-41b5-994d-dab898003459'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	609c106c-2151-41b5-994d-dab898003459	P.44135	AM		1100763782	Invertebrates - Marine & Other	609c106c-2151-41b5-994d-dab898003459					urn:australianmuseum.net.au:Events:1052734				7000	https://biodiversity.org.au/afd/taxa/95965370-33bf-4565-a80d-abc3109809d8		Austroraptus praecox											2008-01-01T00:00:00	1e-05	5.0	ecatalogue.irn:1063530|urn:catalog:AM:Invertebrates - Marine & Other:P.44135	Austroraptus praecox Calman, 1915	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	Moubray Bay, Cape Hallett	ecatalogue.LocCollectionEventLocal: [CH 10] Antarctica, Moubray Bay, Cape Hallett (72° 17' S, 170° 13' 54 E) 18/01/1972 - 18/01/1972;	Calman, 1915																													
1019677911	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.082+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1915', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austroraptus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Calman, 1915', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|207644', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austroraptus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'praecox', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|23433', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austroraptus praecox Calman, 1915'}]}	PRESERVED_SPECIMEN	3.0	PRESENT	2118544	1	54	354	9477065	6313	2118541	2118544	2118544	Austroraptus praecox Calman, 1915	Austroraptus praecox Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus praecox	Austroraptus	praecox	SPECIES	ACCEPTED	NE	-62.490002	-59.705002	50.0	ANTARCTICA	{}	1968.0	1.0	12.0	1968-01-12	12.0	12.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:40.082+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4184'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False		Arnaud F.	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4184	2009-4184	MNHN	ANTARCTIQUE CHILIENNE 1968-69/69-33	1019677911	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4184	10.15468/qgvvhd																	Ile Greenwich											Bahía Chile			Iles Shetland du Sud																												
3024487369	e3992de2-60bf-4cdf-9bc5-3e4525d017d6	e88c96a3-5884-4e51-a580-e417ca4c9eed	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	712ce2e3-1409-45c1-9bd4-904991c8aa19	e88c96a3-5884-4e51-a580-e417ca4c9eed	BE	EML	2024-07-17T09:07:44.666+00:00	2024-07-17T09:08:01.134+00:00	174	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number of individuals in container', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'vocab.nerc.ac.uk/collection/P01/current/OCOUNT01', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63', 'http://rs.tdwg.org/dwc/terms/measurementType': 'count'}, {'http://rs.tdwg.org/dwc/terms/measurementValue': 'unknown', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'vocab.nerc.ac.uk/collection/P01/current/LSTAGE01', 'http://rs.iobis.org/obis/terms/measurementValueID': 'http://vocab.nerc.ac.uk/collection/S11/current/S1152', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63', 'http://rs.tdwg.org/dwc/terms/measurementType': 'lifestage'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'm', 'http://rs.tdwg.org/dwc/terms/measurementValue': '240', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'https://www.wikidata.org/wiki/Q2633778', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/ULAA/', 'http://rs.tdwg.org/dwc/terms/measurementType': 'sampling_elevation'}, {'http://rs.tdwg.org/dwc/terms/measurementValue': 'unknown', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'vocab.nerc.ac.uk/collection/P01/current/ENTSEX01', 'http://rs.iobis.org/obis/terms/measurementValueID': 'http://vocab.nerc.ac.uk/collection/S10/current/S104', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63', 'http://rs.tdwg.org/dwc/terms/measurementType': 'sex'}]}	PRESERVED_SPECIMEN		PRESENT	2118544	1	54	354	9477065	6313	2118541	2118544	2118544	Austroraptus praecox Calman, 1915	Austroraptus praecox Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus praecox	Austroraptus	praecox	SPECIES	ACCEPTED	NE	-70.317778	24.201667		ANTARCTICA	{}	1961.0	1.0	13.0	1961-01-13	13.0	13.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2020-10-20T11:20:06.002+00:00	2024-07-17T09:08:01.134+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63'}]	[]	[]	[]	c2bfdeef-9c03-435e-8465-c483dadd6995	f68566db-1ecc-4dd1-9743-fa7035a413ec	True		Stock Jan Hendrik	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63	INV.69057	RBINS	22311/St.136	3024487369	INV-OTH	https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63	f68566db-1ecc-4dd1-9743-fa7035a413ec	1.0	SpecimensInContainer	be_rbins_invertebrates_cheliceratamarine		urn:catalog:RBINS:IG:22311	urn:lsid:marinespecies.org:taxname:172967								container type: vial; preservation method: alcohol		https://ror.org/02y22ws83	Antarctica		RBINS					317.73				Antarctica, Bay Leopold III				Unknown	Royal Belgian Institute of Natural Sciences	ICZN	Present	http://www.geonames.org/6255152	Austroraptus Hodgson, 1907	21213695-5384-4237-85c6-948d22389c63																					
3025907376	8138eb72-f762-11e1-a439-00145eb45e9a	e88c96a3-5884-4e51-a580-e417ca4c9eed	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	712ce2e3-1409-45c1-9bd4-904991c8aa19	e88c96a3-5884-4e51-a580-e417ca4c9eed	BE	EML	2024-01-29T10:56:16.469+00:00	2024-01-29T14:49:13.127+00:00	274	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number of individuals in container', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'vocab.nerc.ac.uk/collection/P01/current/OCOUNT01', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63', 'http://rs.tdwg.org/dwc/terms/measurementType': 'count'}, {'http://rs.tdwg.org/dwc/terms/measurementValue': 'unknown', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'vocab.nerc.ac.uk/collection/P01/current/LSTAGE01', 'http://rs.iobis.org/obis/terms/measurementValueID': 'http://vocab.nerc.ac.uk/collection/S11/current/S1152', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63', 'http://rs.tdwg.org/dwc/terms/measurementType': 'lifestage'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'm', 'http://rs.tdwg.org/dwc/terms/measurementValue': '240', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'https://www.wikidata.org/wiki/Q2633778', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/ULAA/', 'http://rs.tdwg.org/dwc/terms/measurementType': 'sampling_elevation'}, {'http://rs.tdwg.org/dwc/terms/measurementValue': 'unknown', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'vocab.nerc.ac.uk/collection/P01/current/ENTSEX01', 'http://rs.iobis.org/obis/terms/measurementValueID': 'http://vocab.nerc.ac.uk/collection/S10/current/S104', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63', 'http://rs.tdwg.org/dwc/terms/measurementType': 'sex'}]}	PRESERVED_SPECIMEN		PRESENT	2118544	1	54	354	9477065	6313	2118541	2118544	2118544	Austroraptus praecox Calman, 1915	Austroraptus praecox Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus praecox	Austroraptus	praecox	SPECIES	ACCEPTED	NE	-70.317778	24.201667		ANTARCTICA	{}	1961.0	1.0	13.0	1961-01-13	13.0	13.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'TYPE_STATUS_INVALID', 'INSTITUTION_MATCH_NONE']	2020-10-20T11:20:06.002+00:00	2024-01-29T14:49:13.127+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63'}]	[]	[]	[]			True		Stock Jan Hendrik	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63	INV.69057	RBINS-Scientific Heritage	22311/St.136	3025907376	urn:catalog:RBINS:Pycnogonida	https://darwin.naturalsciences.be/uri/object/21213695-5384-4237-85c6-948d22389c63	http://collections.naturalsciences.be/113	1.0	SpecimensInContainer	be_rbins_darwin			urn:lsid:marinespecies.org:taxname:172967						https://www.gbif.org/species/2118544		container type: vial; preservation method: alcohol		https://www.wikidata.org/wiki/Q222297	Antarctica		RBINS					317.73	urn:catalog:RBINS:IG:22311			Antarctica, Bay Leopold III				Unknown	Royal Belgian Institute of Natural Sciences	ICZN	Present	http://www.geonames.org/6255152	Austroraptus Hodgson, 1907		Royal Belgian Institute of Natural Sciences Collection	en	PhysicalObject																		
1675795440	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:50.747+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118544	1	54	354	9477065	6313	2118541	2118544	2118544	Austroraptus praecox Calman, 1915	Austroraptus praecox Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus praecox	Austroraptus	praecox	SPECIES	ACCEPTED	NE	-65.13	-66.07	130.0		{}	1959.0	3.0	22.0	1959-03-22	81.0	81.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-02-06T11:00:00.000+00:00	2024-07-02T12:38:50.747+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3176cfd72-5f39-4b76-a2b0-aa4e49d05da2'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	J. Tyler	Fry, W. G.; Hedgpeth, J. W.	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3176cfd72-5f39-4b76-a2b0-aa4e49d05da2	USNM 122318	USNM		1675795440	IZ	http://n2t.net/ark:/65665/3176cfd72-5f39-4b76-a2b0-aa4e49d05da2	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							22 MAR 1959						Antarctic Ocean	Alcohol (Ethanol); Slide		urn:lsid:biocol.org:col:34871	Antarctic Peninsula, Victor Hugo Island				0.0															ED-28			NMNH Extant Biology			Antarctic Ocean, Antarctica	unknown, from legacy	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae														
1317862071	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:03.343+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118544	1	54	354	9477065	6313	2118541	2118544	2118544	Austroraptus praecox Calman, 1915	Austroraptus praecox Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus praecox	Austroraptus	praecox	SPECIES	ACCEPTED	NE	-70.5417	-9.07	68.0		{}	1955.0	2.0	17.0	1955-02-17	48.0	48.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2015-12-14T16:46:00.000+00:00	2024-07-02T12:37:03.343+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31d2d353b-f159-4ca4-bb38-69ce408dd480'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=90964'}]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	W. Tressler	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/31d2d353b-f159-4ca4-bb38-69ce408dd480	USNM 128653	USNM		1317862071	IZ	http://n2t.net/ark:/65665/31d2d353b-f159-4ca4-bb38-69ce408dd480	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							17 FEB 1955						Antarctic Ocean	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871	Bay E. Of Cape Norvegica				0.0															22			NMNH Extant Biology			Antarctic Ocean, Antarctica	unknown, from legacy	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	FEMALE													
