key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	lifeStage	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	identifiedBy	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	habitat	organismID	locationID	gbifID	furtherInformationURL	occurrenceID	http://unknown.org/referenceID	taxonID	networkKeys	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	institutionKey	otherCatalogNumbers	recordedBy	geodeticDatum	countryCode	gbifRegion	country	eventID	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	catalogNumber	locationRemarks	institutionCode	taxonConceptID	identificationRemarks	http://unknown.org/species	nameAccordingTo	modified	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	locality	higherClassification	collectionKey	fieldNotes	higherGeography	language	type	ownerInstitutionCode	sex	typeStatus	datasetID	scientificNameID	bibliographicCitation
3331578303	e2c85b10-5d84-4417-971a-07912f07ac30	750a8724-fa66-4c27-b645-bd58ac5ee010	d5b61ace-f25c-43bd-9dd0-03486850f90b	750a8724-fa66-4c27-b645-bd58ac5ee010	BG	DWC_ARCHIVE	2024-01-26T19:10:45.940+00:00	2024-01-26T19:10:58.282+00:00	122	{}	OCCURRENCE	1.0	PRESENT	Juvenile	5166735	1	54	354	9477065	3254678	2118150	5166735	5166735	Endeis straughani Clark, 1970	Endeis straughani Clark, 1970	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis straughani	Endeis	straughani	SPECIES	ACCEPTED	NE	{}	2015.0	5.0	7.0	2015-05-07	127.0	127.0	['COORDINATE_INVALID', 'TAXON_MATCH_TAXON_ID_IGNORED', 'BASIS_OF_RECORD_INVALID', 'TYPE_STATUS_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-26T19:10:58.282+00:00	https://doi.org/10.3897/BDJ.9.e62343	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '62343-Occurrence-1'}]	[]	[]	[]	False	Jianjia Wang	Pycnogonida	[]	[]	EUROPE	62343-Occurrence-1	amongst hydroids	TIO2014DY34-5.001	Mauritius	3331578303	https://doi.org/10.3897/BDJ.9.e62343	62343-Occurrence-1	62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref	62343-sp1																																															
3331578304	e2c85b10-5d84-4417-971a-07912f07ac30	750a8724-fa66-4c27-b645-bd58ac5ee010	d5b61ace-f25c-43bd-9dd0-03486850f90b	750a8724-fa66-4c27-b645-bd58ac5ee010	BG	DWC_ARCHIVE	2024-01-26T19:10:45.940+00:00	2024-01-26T19:10:58.287+00:00	122	{}	OCCURRENCE	1.0	PRESENT	Juvenile	5166735	1	54	354	9477065	3254678	2118150	5166735	5166735	Endeis straughani Clark, 1970	Endeis straughani Clark, 1970	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis straughani	Endeis	straughani	SPECIES	ACCEPTED	NE	{}	2015.0	5.0	7.0	2015-05-07	127.0	127.0	['COORDINATE_INVALID', 'TAXON_MATCH_TAXON_ID_IGNORED', 'BASIS_OF_RECORD_INVALID', 'TYPE_STATUS_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-26T19:10:58.287+00:00	https://doi.org/10.3897/BDJ.9.e62343	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '62343-Occurrence-2'}]	[]	[]	[]	False	Jianjia Wang	Pycnogonida	[]	[]	EUROPE	62343-Occurrence-2	amongst hydroids	TIO2014DY34-5.002	Mauritius	3331578304	https://doi.org/10.3897/BDJ.9.e62343	62343-Occurrence-2	62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref	62343-sp1																																															
3331578301	e2c85b10-5d84-4417-971a-07912f07ac30	750a8724-fa66-4c27-b645-bd58ac5ee010	d5b61ace-f25c-43bd-9dd0-03486850f90b	750a8724-fa66-4c27-b645-bd58ac5ee010	BG	DWC_ARCHIVE	2024-01-26T19:10:45.940+00:00	2024-01-26T19:10:58.238+00:00	122	{}	OCCURRENCE	1.0	PRESENT	Juvenile	5166735	1	54	354	9477065	3254678	2118150	5166735	5166735	Endeis straughani Clark, 1970	Endeis straughani Clark, 1970	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis straughani	Endeis	straughani	SPECIES	ACCEPTED	NE	{}	2015.0	5.0	12.0	2015-05-12	132.0	132.0	['COORDINATE_INVALID', 'TAXON_MATCH_TAXON_ID_IGNORED', 'BASIS_OF_RECORD_INVALID', 'TYPE_STATUS_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-26T19:10:58.238+00:00	https://doi.org/10.3897/BDJ.9.e62343	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '62343-Occurrence-3'}]	[]	[]	[]	False	Jianjia Wang	Pycnogonida	[]	[]	EUROPE	62343-Occurrence-3	amongst hydroids	TIO2014DY34-5.003	Mauritius	3331578301	https://doi.org/10.3897/BDJ.9.e62343	62343-Occurrence-3	62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref	62343-sp1																																															
3331578302	e2c85b10-5d84-4417-971a-07912f07ac30	750a8724-fa66-4c27-b645-bd58ac5ee010	d5b61ace-f25c-43bd-9dd0-03486850f90b	750a8724-fa66-4c27-b645-bd58ac5ee010	BG	DWC_ARCHIVE	2024-01-26T19:10:45.940+00:00	2024-01-26T19:10:58.278+00:00	122	{}	OCCURRENCE	1.0	PRESENT	Juvenile	5166735	1	54	354	9477065	3254678	2118150	5166735	5166735	Endeis straughani Clark, 1970	Endeis straughani Clark, 1970	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis straughani	Endeis	straughani	SPECIES	ACCEPTED	NE	{}	2015.0	5.0	12.0	2015-05-12	132.0	132.0	['COORDINATE_INVALID', 'TAXON_MATCH_TAXON_ID_IGNORED', 'BASIS_OF_RECORD_INVALID', 'TYPE_STATUS_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-26T19:10:58.278+00:00	https://doi.org/10.3897/BDJ.9.e62343	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '62343-Occurrence-4'}]	[]	[]	[]	False	Jianjia Wang	Pycnogonida	[]	[]	EUROPE	62343-Occurrence-4	amongst hydroids	TIO2014DY34-5.004	Mauritius	3331578302	https://doi.org/10.3897/BDJ.9.e62343	62343-Occurrence-4	62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref	62343-sp1																																															
3331578305	e2c85b10-5d84-4417-971a-07912f07ac30	750a8724-fa66-4c27-b645-bd58ac5ee010	d5b61ace-f25c-43bd-9dd0-03486850f90b	750a8724-fa66-4c27-b645-bd58ac5ee010	BG	DWC_ARCHIVE	2024-01-26T19:10:45.940+00:00	2024-01-26T19:10:58.290+00:00	122	{}	OCCURRENCE	1.0	PRESENT	Juvenile	5166735	1	54	354	9477065	3254678	2118150	5166735	5166735	Endeis straughani Clark, 1970	Endeis straughani Clark, 1970	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis straughani	Endeis	straughani	SPECIES	ACCEPTED	NE	{}	2015.0	5.0	12.0	2015-05-12	132.0	132.0	['COORDINATE_INVALID', 'TAXON_MATCH_TAXON_ID_IGNORED', 'BASIS_OF_RECORD_INVALID', 'TYPE_STATUS_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-26T19:10:58.290+00:00	https://doi.org/10.3897/BDJ.9.e62343	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '62343-Occurrence-5'}]	[]	[]	[]	False	Jianjia Wang	Pycnogonida	[]	[]	EUROPE	62343-Occurrence-5	amongst hydroids	TIO2014DY34-5.005	Mauritius	3331578305	https://doi.org/10.3897/BDJ.9.e62343	62343-Occurrence-5	62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref | 62343-Ref	62343-sp1																																															
1100782934	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:04.947+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT		5166735	1	54	354	9477065	3254678	2118150	5166735	5166735	Endeis straughani Clark, 1970	Endeis straughani Clark, 1970	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis straughani	Endeis	straughani	SPECIES	ACCEPTED	NE	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.20_1', 'name': 'Cook'}}	1982.0	1.0	11.0	1982-01-11	11.0	11.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:04.947+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '21652b8c-c0f8-40ca-bace-252a5908dc56'}]	[]	[]	[]	False	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	Pycnogonida	[]	[]	OCEANIA	21652b8c-c0f8-40ca-bace-252a5908dc56				1100782934		21652b8c-c0f8-40ca-bace-252a5908dc56			['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2005-01-01T00:00:00	-14.666	145.466	0.001	100000.0	OCEANIA	Queensland	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1181309|urn:catalog:AM:Invertebrates - Marine & Other:P.71969	Kensley, B.F.	WGS84	AU	OCEANIA	Australia	urn:australianmuseum.net.au:Events:1051885	Endeis straughani Clark, 1970	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Lizard Island, North Point	Invertebrates - Marine & Other	P.71969	ecatalogue.LocCollectionEventLocal: [BK-114] Australia, Queensland, Lizard Island, North Point (14° 40' S, 145° 28' E) 11/01/1982 - 11/01/1982;	AM	https://biodiversity.org.au/afd/taxa/35b354b1-26f2-4e07-bf28-5ff8ead17ce1	ecatalogue.IdeComments: ex P.45156; vial F;	Endeis straughani	Clark, 1970																			
2434361045	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:40.242+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.521_1/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.521_1', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.521_1/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}, {'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.521_2/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.521_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.521_2/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	1.0	PRESENT		5166735	1	54	354	9477065	3254678	2118150	5166735	5166735	Endeis straughani Clark, 1970	Endeis straughani Clark, 1970	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis straughani	Endeis	straughani	SPECIES	ACCEPTED	NE	{}	1981.0			1981-01-01/1981-12-31	1.0	365.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:40.242+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.521@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.521_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.521_2/format/large'}, {'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.521_1', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.521_1/format/large'}]	[]	[]	False		Pycnogonida	[]	[]	EUROPE	RMNH.PYC.521@CRS				2434361045		https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.521			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']								0e919a55-08d3-4bd2-aec1-200858fafd92		Tydeman										Chelicerata and Myriapoda	RMNH.PYC.521							2021-01-28T00:00:00.000+00:00	WholeOrganism (alcohol)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	1981	sta. 5.005	Animalia|Tanystylidae											
1066171968	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:34.785+00:00	379	{}	PRESERVED_SPECIMEN		PRESENT		5166735	1	54	354	9477065	3254678	2118150	5166735	5166735	Endeis straughani Clark, 1970	Endeis straughani Clark, 1970	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis straughani	Endeis	straughani	SPECIES	ACCEPTED	NE	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.27_1', 'name': 'Gladstone'}}	1980.0	2.0	8.0	1980-02-08	39.0	39.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2024-07-02T06:30:34.785+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8987c608-79bd-46e6-9ae8-64e8e05ff280'}]	[]	[]	[]	False	D A Staples	Pycnogonida	[]	[]	OCEANIA	8987c608-79bd-46e6-9ae8-64e8e05ff280				1066171968		8987c608-79bd-46e6-9ae8-64e8e05ff280			['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		-23.91667	151.1667			OCEANIA	Queensland	442fa096-b2bf-4ecc-b513-ae0958eeec25			WGS84	AU	OCEANIA	Australia			7000			Arachnids	S903	Screens 8/2/80	QM	https://biodiversity.org.au/afd/taxa/35b354b1-26f2-4e07-bf28-5ff8ead17ce1		Endeis straughani		2023-09-23T00:00:00.000+00:00	Spirit|Slide				08 Feb 1980	Calliope R, Gladstone		d3ab26a1-b655-42b3-ae4c-a04b651f4303	903777									
1272747472	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:19.366+00:00	381	{}	PRESERVED_SPECIMEN	2.0	PRESENT		5166735	1	54	354	9477065	3254678	2118150	5166735	5166735	Endeis straughani Clark, 1970	Endeis straughani Clark, 1970	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis straughani	Endeis	straughani	SPECIES	ACCEPTED	NE	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.27_1', 'name': 'Gladstone'}}	1979.0	9.0	29.0	1979-09-29	272.0	272.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:19.366+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '12fc8dfd-e620-4826-994b-679dcea172a1'}]	[]	[]	[]	False	D A. Staples - Museum Victoria (Sciences)	Pycnogonida	[]	[]	OCEANIA	12fc8dfd-e620-4826-994b-679dcea172a1				1272747472		12fc8dfd-e620-4826-994b-679dcea172a1			['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1981-01-01T00:00:00	-23.85	151.27			OCEANIA	Queensland	22c8fe88-400b-4e8a-92cd-f1c76683f5ba		Queensland Electricity Generation Board	WGS84	AU	OCEANIA	Australia			7000		Gladstone, Calliope River	Invertebrates	J5295		NMV	https://biodiversity.org.au/afd/taxa/35b354b1-26f2-4e07-bf28-5ff8ead17ce1		Endeis straughani		2021-08-23T16:45:00.000+00:00	Wet|ethanol 70%	Museums Victoria	ICZN	urn:lsid:biocol.org:col:34978		Gladstone, Calliope River	Arthropoda | Chelicerata | Pycnogonida | Endeididae			Australia|Queensland	en	PhysicalObject	NMV					
1056003313	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:59.854+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 38', 'http://purl.org/dc/terms/created': '1187782142000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/99885ae7-c16c-4fca-99bd-e9bd8050039b'}]}	PRESERVED_SPECIMEN	1.0	PRESENT		5720456	1	54	354	9477065	3254678	2118150	5166735	5166735	Endeis picta Bamber, 1979	Endeis straughani Clark, 1970	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis straughani	Endeis	picta	SPECIES	SYNONYM	NE	{}	1975.0	12.0	12.0	1975-12-12	346.0	346.0	['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:59.854+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2231363'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 38', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/99885ae7-c16c-4fca-99bd-e9bd8050039b'}]	[]	[]	False		Pycnogonida	[]	[]	EUROPE	2231363				1056003313		8d6bbf2d-456f-41b4-aad7-651fafbec219			['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']								1d808a7c-1f9e-4379-9616-edb749ecf10e	NHMUK:ecatalogue:2231363									"{""associatedMediaCount"": 1, ""barcode"": ""011044582"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1311252797000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Endeis picta Bamber, 1979"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056003313"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR06"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"		ZOO	1977.81		NHMUK											Gold Coast fouling community	Arthropoda; Chelicerata; Pantopoda; Phoxichilidioidea; Endeidae							MALE	HOLOTYPE			
