key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	verbatimTaxonRank
1100762880	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:46.418+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117325	1	54	354	9477065	6316	2117290	2117325	2117325	Anoplodactylus haswelli (Flynn, 1918)	Anoplodactylus haswelli (Flynn, 1918)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus haswelli	Anoplodactylus	haswelli	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-41.216	148.29166	1e-05	1000.0	OCEANIA	Tasmania	{}	1991.0	4.0	15.0	1991-04-15	105.0	105.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:46.418+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9615cf83-22b8-41a2-ae1d-b5f6a5ffca64'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062922|urn:catalog:AM:Invertebrates - Marine & Other:P.42863	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1074745	9615cf83-22b8-41a2-ae1d-b5f6a5ffca64	Anoplodactylus haswelli (Flynn, 1918)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Bay of Fires, Sloop Reef	Invertebrates - Marine & Other	1100762880	9615cf83-22b8-41a2-ae1d-b5f6a5ffca64	P.42863	ecatalogue.LocCollectionEventLocal: [TAS-151] Australia, Tasmania, Bay of Fires, Sloop Reef (41° 13' S, 148° 17' 30 E) 15/04/1991 - 15/04/1991;	AM	https://biodiversity.org.au/afd/taxa/4aaf57ee-8099-4cc2-ad33-77064b1f6472	Anoplodactylus haswelli	(Flynn, 1918)	
1100763103	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:53.239+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117325	1	54	354	9477065	6316	2117290	2117325	2117325	Anoplodactylus haswelli (Flynn, 1918)	Anoplodactylus haswelli (Flynn, 1918)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus haswelli	Anoplodactylus	haswelli	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-21.983	113.916	0.001	1000.0	OCEANIA	Western Australia	{}	1984.0	1.0	2.0	1984-01-02	2.0	2.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:53.239+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b72bf967-ed35-4ae1-b46a-382dba55fca0'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063055|urn:catalog:AM:Invertebrates - Marine & Other:P.43135	Stoddart, E. Helen|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1075884	b72bf967-ed35-4ae1-b46a-382dba55fca0	Anoplodactylus haswelli (Flynn, 1918)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Cape Range National Park, inshore limestone reef off Neds Camp	Invertebrates - Marine & Other	1100763103	b72bf967-ed35-4ae1-b46a-382dba55fca0	P.43135	ecatalogue.LocCollectionEventLocal: [WA 383] Australia, Western Australia, Cape Range National Park, inshore limestone reef off Neds Camp (21° 59' S, 113° 55' E) 02/01/1984 - 02/01/1984;	AM	https://biodiversity.org.au/afd/taxa/4aaf57ee-8099-4cc2-ad33-77064b1f6472	Anoplodactylus haswelli	(Flynn, 1918)	
1100763593	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:47.767+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		2117325	1	54	354	9477065	6316	2117290	2117325	2117325	Anoplodactylus haswelli (Flynn, 1918)	Anoplodactylus haswelli (Flynn, 1918)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus haswelli	Anoplodactylus	haswelli	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-35.616	137.2	0.001	10000.0	OCEANIA	South Australia	{}	1978.0	3.0	4.0	1978-03-04	63.0	63.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:47.767+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a238f3dd-9062-44da-a183-bb0c2d5aaa9c'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063356|urn:catalog:AM:Invertebrates - Marine & Other:P.43793	Loch, Ian|Australian Museum|Malacology	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1037623	a238f3dd-9062-44da-a183-bb0c2d5aaa9c	Anoplodactylus cf haswelli (Flynn, 1918)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/5/2,verbatimUncertainty:1km-10km}	Kangaroo Island, Stokes Bay	Invertebrates - Marine & Other	1100763593	a238f3dd-9062-44da-a183-bb0c2d5aaa9c	P.43793	ecatalogue.LocCollectionEventLocal: Australia, South Australia, Kangaroo Island, Stokes Bay (35° 37' S, 137° 12' E) 04/03/1978 - 04/03/1978;	AM	https://biodiversity.org.au/afd/taxa/4aaf57ee-8099-4cc2-ad33-77064b1f6472	Anoplodactylus haswelli	(Flynn, 1918)	species
1100762118	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:00.066+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		2117325	1	54	354	9477065	6316	2117290	2117325	2117325	Anoplodactylus haswelli (Flynn, 1918)	Anoplodactylus haswelli (Flynn, 1918)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus haswelli	Anoplodactylus	haswelli	SPECIES	ACCEPTED	NE		-33.86	151.25666	1e-05	1000.0	OCEANIA	New South Wales	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:00.066+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1c3e14ad-577f-4a03-ac2e-92ab97346f68'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1002353|urn:catalog:AM:Invertebrates - Marine & Other:P.4161.001	Flynn, T.T.	Flynn, T. T.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1009850	1c3e14ad-577f-4a03-ac2e-92ab97346f68	Halosoma haswelli Flynn, 1919	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/5,verbatimUncertainty:100m-1km}	Port Jackson, Shark Island	Invertebrates - Marine & Other	1100762118	1c3e14ad-577f-4a03-ac2e-92ab97346f68	P.4161.001	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Jackson, Shark Island (33° 51' 36 S, 151° 15' 24 E);	AM	https://biodiversity.org.au/afd/taxa/4aaf57ee-8099-4cc2-ad33-77064b1f6472	Anoplodactylus haswelli	Flynn, 1919	
1100762063	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:23.888+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		2117325	1	54	354	9477065	6316	2117290	2117325	2117325	Anoplodactylus haswelli (Flynn, 1918)	Anoplodactylus haswelli (Flynn, 1918)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus haswelli	Anoplodactylus	haswelli	SPECIES	ACCEPTED	NE		-33.86	151.25666	1e-05	1000.0	OCEANIA	New South Wales	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:23.888+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '270a28d9-b347-4b5e-831f-bd5318dc71eb'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1002340|urn:catalog:AM:Invertebrates - Marine & Other:P.4156.001	Flynn, T.T.	Flynn, T. T.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1009850	270a28d9-b347-4b5e-831f-bd5318dc71eb	Halosoma haswelli Flynn, 1919	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/5,verbatimUncertainty:100m-1km}	Port Jackson, Shark Island	Invertebrates - Marine & Other	1100762063	270a28d9-b347-4b5e-831f-bd5318dc71eb	P.4156.001	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Jackson, Shark Island (33° 51' 36 S, 151° 15' 24 E);	AM	https://biodiversity.org.au/afd/taxa/4aaf57ee-8099-4cc2-ad33-77064b1f6472	Anoplodactylus haswelli	Flynn, 1919	
1100762142	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:04.859+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		2117325	1	54	354	9477065	6316	2117290	2117325	2117325	Anoplodactylus haswelli (Flynn, 1918)	Anoplodactylus haswelli (Flynn, 1918)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus haswelli	Anoplodactylus	haswelli	SPECIES	ACCEPTED	NE		-33.86	151.25666	1e-05	1000.0	OCEANIA	New South Wales	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:04.859+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '28045a32-d5f5-435a-a244-44e3b2f6b6b3'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1002352|urn:catalog:AM:Invertebrates - Marine & Other:P.4160.001	Flynn, T.T.	Flynn, T. T.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1009850	28045a32-d5f5-435a-a244-44e3b2f6b6b3	Halosoma haswelli Flynn, 1919	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/5,verbatimUncertainty:100m-1km}	Port Jackson, Shark Island	Invertebrates - Marine & Other	1100762142	28045a32-d5f5-435a-a244-44e3b2f6b6b3	P.4160.001	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Jackson, Shark Island (33° 51' 36 S, 151° 15' 24 E);	AM	https://biodiversity.org.au/afd/taxa/4aaf57ee-8099-4cc2-ad33-77064b1f6472	Anoplodactylus haswelli	Flynn, 1919	
1100746105	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:17.451+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117325	1	54	354	9477065	6316	2117290	2117325	2117325	Anoplodactylus haswelli (Flynn, 1918)	Anoplodactylus haswelli (Flynn, 1918)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus haswelli	Anoplodactylus	haswelli	SPECIES	ACCEPTED	NE	1964-01-01T00:00:00	-34.183	151.05	0.001	10000.0	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.149_1', 'name': 'Wollongong'}}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:17.451+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '415c5d84-a654-4b16-9388-b55399fc5a08'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1134891|urn:catalog:AM:Invertebrates - Marine & Other:P.10506	Whitley, Gilbert Percy|Australian Museum|Ichthyology	Clark, W.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1002765	415c5d84-a654-4b16-9388-b55399fc5a08	Anoplodactylus haswelli (Flynn, 1918)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/11,verbatimUncertainty:1km-10km}	Burning Palms Beach, south of Port Hacking	Invertebrates - Marine & Other	1100746105	415c5d84-a654-4b16-9388-b55399fc5a08	P.10506	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Burning Palms Beach, south of Port Hacking (34° 11' S, 151° 03' E);	AM	https://biodiversity.org.au/afd/taxa/4aaf57ee-8099-4cc2-ad33-77064b1f6472	Anoplodactylus haswelli	(Flynn, 1918)	
1100762111	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:38.705+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		2117325	1	54	354	9477065	6316	2117290	2117325	2117325	Anoplodactylus haswelli (Flynn, 1918)	Anoplodactylus haswelli (Flynn, 1918)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus haswelli	Anoplodactylus	haswelli	SPECIES	ACCEPTED	NE		-33.86	151.25666	1e-05	1000.0	OCEANIA	New South Wales	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:38.705+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8e8040d2-1cbf-42a1-8bfe-43aed6c6b176'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1002350|urn:catalog:AM:Invertebrates - Marine & Other:P.4158.001	Flynn, T.T.	Flynn, T. T.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1009850	8e8040d2-1cbf-42a1-8bfe-43aed6c6b176	Halosoma haswelli Flynn, 1919	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/5,verbatimUncertainty:100m-1km}	Port Jackson, Shark Island	Invertebrates - Marine & Other	1100762111	8e8040d2-1cbf-42a1-8bfe-43aed6c6b176	P.4158.001	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Jackson, Shark Island (33° 51' 36 S, 151° 15' 24 E);	AM	https://biodiversity.org.au/afd/taxa/4aaf57ee-8099-4cc2-ad33-77064b1f6472	Anoplodactylus haswelli	Flynn, 1919	
1100762169	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:47.672+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		2117325	1	54	354	9477065	6316	2117290	2117325	2117325	Anoplodactylus haswelli (Flynn, 1918)	Anoplodactylus haswelli (Flynn, 1918)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus haswelli	Anoplodactylus	haswelli	SPECIES	ACCEPTED	NE		-33.86	151.25666	1e-05	1000.0	OCEANIA	New South Wales	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:47.672+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c04b7cf0-74e2-47d3-92e1-ae05e5226c74'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1002354|urn:catalog:AM:Invertebrates - Marine & Other:P.4162.001	Flynn, T.T.	Flynn, T. T.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1009850	c04b7cf0-74e2-47d3-92e1-ae05e5226c74	Halosoma haswelli Flynn, 1919	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/5,verbatimUncertainty:100m-1km}	Port Jackson, Shark Island	Invertebrates - Marine & Other	1100762169	c04b7cf0-74e2-47d3-92e1-ae05e5226c74	P.4162.001	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Jackson, Shark Island (33° 51' 36 S, 151° 15' 24 E);	AM	https://biodiversity.org.au/afd/taxa/4aaf57ee-8099-4cc2-ad33-77064b1f6472	Anoplodactylus haswelli	Flynn, 1919	
1100762103	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:58.572+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		2117325	1	54	354	9477065	6316	2117290	2117325	2117325	Anoplodactylus haswelli (Flynn, 1918)	Anoplodactylus haswelli (Flynn, 1918)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus haswelli	Anoplodactylus	haswelli	SPECIES	ACCEPTED	NE		-33.86	151.25666	1e-05	1000.0	OCEANIA	New South Wales	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:58.572+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd84e7fe1-93a7-4070-8f58-243dfacdf519'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1002349|urn:catalog:AM:Invertebrates - Marine & Other:P.4157.001	Flynn, T.T.	Flynn, T. T.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1009850	d84e7fe1-93a7-4070-8f58-243dfacdf519	Halosoma haswelli Flynn, 1919	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/5,verbatimUncertainty:100m-1km}	Port Jackson, Shark Island	Invertebrates - Marine & Other	1100762103	d84e7fe1-93a7-4070-8f58-243dfacdf519	P.4157.001	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Jackson, Shark Island (33° 51' 36 S, 151° 15' 24 E);	AM	https://biodiversity.org.au/afd/taxa/4aaf57ee-8099-4cc2-ad33-77064b1f6472	Anoplodactylus haswelli	Flynn, 1919	
