key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	http://unknown.org/captive	identificationID	networkKeys	individualCount	coordinatePrecision	depth	institutionKey	otherCatalogNumbers	preparations	samplingProtocol	eventID	http://unknown.org/taxonRankID	type	taxonConceptID	http://unknown.org/species	waterBody	distanceFromCentroidInMeters	acceptedNameUsage	dynamicProperties	locationRemarks	nameAccordingTo	sex	nomenclaturalCode	institutionID	locality	higherClassification	higherGeography	collectionKey	collectionID	typeStatus
1100762801	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:21.966+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.16638	115.45694	10000.0		Western Australia	{}	1991.0	1.0	12.0	1991-01-12	12.0	12.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:21.966+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1a6f9a13-77b9-41de-9461-323c8ba62ef2'}]	[]	[]	[]	False		Hutchings, Patricia Ann|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		1a6f9a13-77b9-41de-9461-323c8ba62ef2			Rottnest Island, Mabel Cove	Invertebrates - Marine & Other	1100762801	1a6f9a13-77b9-41de-9461-323c8ba62ef2		P.42784	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		1e-05		9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1062866|urn:catalog:AM:Invertebrates - Marine & Other:P.42784			urn:australianmuseum.net.au:Events:1044634	7000		https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni			Pycnothea flynni Williams, 1940	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	ecatalogue.LocCollectionEventLocal: Australia, Western Australia, Rottnest Island, Mabel Cove (32° 09' 59 S, 115° 27' 25 E) 12/01/1991 - 12/01/1991;	Williams, 1940	MALE								
500793849	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:14:59.092+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.28333	115.68333		OCEANIA	Western Australia	{}	1988.0	10.0	29.0	1988-10-29	303.0	303.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:14:59.092+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '16a2691f-c541-4554-83a4-6d0c55ea0274'}]	[]	[]	[]	False		Slack-Smith, S.M.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		16a2691f-c541-4554-83a4-6d0c55ea0274				ARACH	500793849	16a2691f-c541-4554-83a4-6d0c55ea0274		40570	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3096	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					NW. end of Shoalwater Bay										
500793850	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:14:57.182+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.28333	115.68333		OCEANIA	Western Australia	{}	1988.0	10.0	29.0	1988-10-29	303.0	303.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:14:57.182+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2b36748a-c476-4fa8-a4e6-c367484183b5'}]	[]	[]	[]	False		Slack-Smith, S.M.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		2b36748a-c476-4fa8-a4e6-c367484183b5				ARACH	500793850	2b36748a-c476-4fa8-a4e6-c367484183b5		40571	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3097	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					NW. end of Shoalwater Bay										
500793847	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:08.053+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.28333	115.68333		OCEANIA	Western Australia	{}	1988.0	10.0	29.0	1988-10-29	303.0	303.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:08.053+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5957adbc-f5f7-48a8-9de8-796704b8db53'}]	[]	[]	[]	False		Slack-Smith, S.M.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		5957adbc-f5f7-48a8-9de8-796704b8db53				ARACH	500793847	5957adbc-f5f7-48a8-9de8-796704b8db53		40569	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3095	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					NW. end of Shoalwater Bay										
500793845	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:17.232+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.28333	115.68333		OCEANIA	Western Australia	{}	1988.0	10.0	29.0	1988-10-29	303.0	303.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:17.232+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a0f42d33-b211-4b43-b37f-58fec7bff666'}]	[]	[]	[]	False		Slack-Smith, S.M.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		a0f42d33-b211-4b43-b37f-58fec7bff666				ARACH	500793845	a0f42d33-b211-4b43-b37f-58fec7bff666		40568	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3094	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					NW. end of Shoalwater Bay										
500793842	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:20.740+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.28333	115.68333		OCEANIA	Western Australia	{}	1988.0	10.0	29.0	1988-10-29	303.0	303.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:20.740+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b0da2beb-1531-45e6-8345-0cd11f2c6ab8'}]	[]	[]	[]	False		Slack-Smith, S.M.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		b0da2beb-1531-45e6-8345-0cd11f2c6ab8				ARACH	500793842	b0da2beb-1531-45e6-8345-0cd11f2c6ab8		40566	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3092	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					NW. end of Shoalwater Bay										
500793843	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:23.669+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.28333	115.68333		OCEANIA	Western Australia	{}	1988.0	10.0	29.0	1988-10-29	303.0	303.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:23.669+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c7ecab75-94c7-4483-8581-e5faeada1285'}]	[]	[]	[]	False		Slack-Smith, S.M.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		c7ecab75-94c7-4483-8581-e5faeada1285				ARACH	500793843	c7ecab75-94c7-4483-8581-e5faeada1285		40567	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3093	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					NW. end of Shoalwater Bay										
500793841	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:27.672+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.28333	115.68333		OCEANIA	Western Australia	{}	1988.0	10.0	29.0	1988-10-29	303.0	303.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:27.672+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e36b2e9e-938d-4e4f-a38b-d678992adac5'}]	[]	[]	[]	False		Slack-Smith, S.M.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		e36b2e9e-938d-4e4f-a38b-d678992adac5				ARACH	500793841	e36b2e9e-938d-4e4f-a38b-d678992adac5		40565	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3091	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					NW. end of Shoalwater Bay										
500793839	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:27.862+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.28333	115.68333		OCEANIA	Western Australia	{}	1988.0	10.0	29.0	1988-10-29	303.0	303.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:27.862+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ef185b2a-53dc-4d4f-82ff-c1ce342d9840'}]	[]	[]	[]	False		Slack-Smith, S.M.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		ef185b2a-53dc-4d4f-82ff-c1ce342d9840				ARACH	500793839	ef185b2a-53dc-4d4f-82ff-c1ce342d9840		40564	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3090	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					NW. end of Shoalwater Bay										
500793817	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:03.893+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.0	115.75		OCEANIA	Western Australia	{}	1986.0	1.0	1.0	1986-01-01	1.0	1.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:03.893+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5188ab87-03ea-49ad-97cc-bd94f248d73b'}]	[]	[]	[]	False		Keesing, J.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		5188ab87-03ea-49ad-97cc-bd94f248d73b				ARACH	500793817	5188ab87-03ea-49ad-97cc-bd94f248d73b		40525	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3051	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					Cottesloe Reef		FEMALE								
500793813	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:12.174+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.0	115.75		OCEANIA	Western Australia	{}	1986.0	1.0	1.0	1986-01-01	1.0	1.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:12.174+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '586edf94-16a0-4ba6-97b8-04ed9aea2f0f'}]	[]	[]	[]	False		Keesing, J.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		586edf94-16a0-4ba6-97b8-04ed9aea2f0f				ARACH	500793813	586edf94-16a0-4ba6-97b8-04ed9aea2f0f		40523	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3049	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					Cottesloe Reef		MALE								
500793815	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:11.175+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-32.0	115.75		OCEANIA	Western Australia	{}	1986.0	1.0	1.0	1986-01-01	1.0	1.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:11.175+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '7a89c194-9035-410d-892e-d4659ca7ebb8'}]	[]	[]	[]	False		Keesing, J.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		7a89c194-9035-410d-892e-d4659ca7ebb8				ARACH	500793815	7a89c194-9035-410d-892e-d4659ca7ebb8		40524	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3050	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					Cottesloe Reef		MALE								
500793852	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:24.134+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-31.88333	115.75		OCEANIA	Western Australia	{}	1986.0	1.0	13.0	1986-01-13	13.0	13.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:24.134+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd27cc95a-2914-4cf5-8180-5ad19707394e'}]	[]	[]	[]	False		Wells, F.|Keesing, J.|Seller, R.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		d27cc95a-2914-4cf5-8180-5ad19707394e				ARACH	500793852	d27cc95a-2914-4cf5-8180-5ad19707394e		40572	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3098	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					Trigg Reef		MALE								
500793854	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:29.712+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-31.88333	115.75		OCEANIA	Western Australia	{}	1986.0	1.0	13.0	1986-01-13	13.0	13.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:29.712+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ff84bd95-98d9-439a-ba91-b3ea53cf146a'}]	[]	[]	[]	False		Wells, F.|Keesing, J.|Seller, R.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		ff84bd95-98d9-439a-ba91-b3ea53cf146a				ARACH	500793854	ff84bd95-98d9-439a-ba91-b3ea53cf146a		40573	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3099	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					Trigg Reef		FEMALE								
