key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	http://unknown.org/captive	identificationID	networkKeys	individualCount	coordinatePrecision	depth	institutionKey	otherCatalogNumbers	preparations	samplingProtocol	eventID	http://unknown.org/taxonRankID	type	taxonConceptID	http://unknown.org/species	waterBody	distanceFromCentroidInMeters	acceptedNameUsage	dynamicProperties	locationRemarks	nameAccordingTo	sex	nomenclaturalCode	institutionID	locality	higherClassification	higherGeography	collectionKey	collectionID	typeStatus
4522493652	50c9509d-22c7-4a22-a47d-8c48425ef4a7	28eb1a3f-1c15-4a95-931a-4af90ecb574d	997448a8-f762-11e1-a439-00145eb45e9a	28eb1a3f-1c15-4a95-931a-4af90ecb574d	US	DWC_ARCHIVE	2024-07-23T16:16:17.354+00:00	2024-07-24T06:33:38.993+00:00	474	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Steve Smith', 'http://rs.tdwg.org/dwc/terms/catalogNumber': '260234414', 'http://purl.org/dc/terms/publisher': 'iNaturalist', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/created': '2023-03-04T12:17:57-08:00', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by-nc-nd/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'Steve Smith', 'http://purl.org/dc/terms/identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/260234414/original.jpg', 'http://purl.org/dc/terms/references': 'https://www.inaturalist.org/photos/260234414'}]}	HUMAN_OBSERVATION	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2023-11-24T02:29:29	-31.543069	159.078523	4506.0	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.130_1', 'name': 'Unincorporated New South Wales'}}	2023.0	3.0	4.0	2023-03-04T12:17	63.0	63.0	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-02-12T22:29:58.000+00:00	2024-07-24T06:33:38.993+00:00	https://www.inaturalist.org/observations/150881803	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '150881803'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'references': 'https://www.inaturalist.org/photos/260234414', 'created': '2023-03-04T20:17:57.000+00:00', 'creator': 'Steve Smith', 'publisher': 'iNaturalist', 'license': 'http://creativecommons.org/licenses/by-nc-nd/4.0/', 'rightsHolder': 'Steve Smith', 'identifier': 'https://inaturalist-open-data.s3.amazonaws.com/photos/260234414/original.jpg'}]	[]	[]	False	iNaturalist research-grade observations	Steve Smith	Matt Tank	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA	Steve Smith	150881803	profmollusc	2023/03/04 12:17 PM	Lord Howe Island NSW 2898, Australia	Observations	4522493652	https://www.inaturalist.org/observations/150881803	813059	150881803	iNaturalist	12:17:00+11:00	wild	429349487																												
3749224460	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:29.099+00:00	382	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2013-08-31T00:00:00	-34.7328	137.47989		OCEANIA	South Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.8_1', 'name': 'South Australia'}, 'level2': {'gid': 'AUS.8.71_1', 'name': 'Yorke Peninsula'}}	2013.0	1.0	28.0	2013-01-28	28.0	28.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2021-10-19T00:00:00.000+00:00	2024-07-02T07:13:29.099+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '20c64106-0e4b-43f7-ac0d-293c9914c9af'}]	[]	[]	[]	False	Rarely Recorded & Endemic Marine Invertebrates in the Northern & Yorke NRM Region	SACReD Team 2012-13	Staples, David	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		20c64106-0e4b-43f7-ac0d-293c9914c9af		28 Jan 2013	Bluff Beach | Bluff Beach, Spencer Gulf	Marine Invertebrates	3749224460	20c64106-0e4b-43f7-ac0d-293c9914c9af		E8662	SAMA				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	1e-05	0.0	5d0174cc-48aa-497e-8751-df708df5ccc5	ecatalogue.irn:814342	Wet Specimen	Diving	urn:emu.sam.sa.gov.au:Event:245406	7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni															
3749224467	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:29.215+00:00	382	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2013-08-31T00:00:00	-34.7328	137.47989		OCEANIA	South Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.8_1', 'name': 'South Australia'}, 'level2': {'gid': 'AUS.8.71_1', 'name': 'Yorke Peninsula'}}	2013.0	1.0	28.0	2013-01-28	28.0	28.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2021-10-19T00:00:00.000+00:00	2024-07-02T07:13:29.215+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '226d4e27-2b88-4e2c-a13c-b0edaa1ac774'}]	[]	[]	[]	False	Rarely Recorded & Endemic Marine Invertebrates in the Northern & Yorke NRM Region	SACReD Team 2012-13	Staples, David	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		226d4e27-2b88-4e2c-a13c-b0edaa1ac774		28 Jan 2013	Bluff Beach | Bluff Beach, Spencer Gulf	Marine Invertebrates	3749224467	226d4e27-2b88-4e2c-a13c-b0edaa1ac774		E8663	SAMA				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	1e-05	0.0	5d0174cc-48aa-497e-8751-df708df5ccc5	ecatalogue.irn:814343	Wet Specimen	Diving	urn:emu.sam.sa.gov.au:Event:245406	7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni															
3749204671	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:32.071+00:00	382	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2013-08-31T00:00:00	-34.7328	137.47989		OCEANIA	South Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.8_1', 'name': 'South Australia'}, 'level2': {'gid': 'AUS.8.71_1', 'name': 'Yorke Peninsula'}}	2013.0	1.0	28.0	2013-01-28	28.0	28.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2021-10-19T00:00:00.000+00:00	2024-07-02T07:13:32.071+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '580bbdc8-195e-4ace-a9b2-c2c881c4066c'}]	[]	[]	[]	False	Rarely Recorded & Endemic Marine Invertebrates in the Northern & Yorke NRM Region	SACReD Team 2012-13	Staples, David	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		580bbdc8-195e-4ace-a9b2-c2c881c4066c		28 Jan 2013	Bluff Beach | Bluff Beach, Spencer Gulf	Marine Invertebrates	3749204671	580bbdc8-195e-4ace-a9b2-c2c881c4066c		E8659	SAMA				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	1e-05	0.0	5d0174cc-48aa-497e-8751-df708df5ccc5	ecatalogue.irn:814338	Wet Specimen	Diving	urn:emu.sam.sa.gov.au:Event:245406	7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni															
3749230030	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:44.625+00:00	382	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2013-08-31T00:00:00	-34.7328	137.47989		OCEANIA	South Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.8_1', 'name': 'South Australia'}, 'level2': {'gid': 'AUS.8.71_1', 'name': 'Yorke Peninsula'}}	2013.0	1.0	28.0	2013-01-28	28.0	28.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2021-10-19T00:00:00.000+00:00	2024-07-02T07:13:44.625+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ac172009-ff39-457b-ad05-a8e3c4df8f00'}]	[]	[]	[]	False	Rarely Recorded & Endemic Marine Invertebrates in the Northern & Yorke NRM Region	SACReD Team 2012-13	Staples, David	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		ac172009-ff39-457b-ad05-a8e3c4df8f00		28 Jan 2013	Bluff Beach | Bluff Beach, Spencer Gulf	Marine Invertebrates	3749230030	ac172009-ff39-457b-ad05-a8e3c4df8f00		E8661	SAMA				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	1e-05	0.0	5d0174cc-48aa-497e-8751-df708df5ccc5	ecatalogue.irn:814341	Wet Specimen	Diving	urn:emu.sam.sa.gov.au:Event:245406	7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni															
3749212216	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:39.002+00:00	382	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2013-08-31T00:00:00	-34.7328	137.47989		OCEANIA	South Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.8_1', 'name': 'South Australia'}, 'level2': {'gid': 'AUS.8.71_1', 'name': 'Yorke Peninsula'}}	2013.0	1.0	28.0	2013-01-28	28.0	28.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2021-10-19T00:00:00.000+00:00	2024-07-02T07:13:39.002+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd6fd8bd1-8107-4812-a832-fd9fd73a877e'}]	[]	[]	[]	False	Rarely Recorded & Endemic Marine Invertebrates in the Northern & Yorke NRM Region	SACReD Team 2012-13	Staples, David	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		d6fd8bd1-8107-4812-a832-fd9fd73a877e		28 Jan 2013	Bluff Beach | Bluff Beach, Spencer Gulf	Marine Invertebrates	3749212216	d6fd8bd1-8107-4812-a832-fd9fd73a877e		E8660	SAMA				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	1e-05	0.0	5d0174cc-48aa-497e-8751-df708df5ccc5	ecatalogue.irn:814340	Wet Specimen	Diving	urn:emu.sam.sa.gov.au:Event:245406	7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni															
1100790168	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:56.082+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-29.05823	167.95368	100.0	OCEANIA	Norfolk Island	{}	2008.0	5.0	13.0	2008-05-13	134.0	134.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:56.082+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '05d1461d-e1e1-4daa-b1eb-60619b51961b'}]	[]	[]	[]	False		Springthorpe, R.T.|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	NF	[]	[]	OCEANIA	Norfolk Island	OCEANIA		05d1461d-e1e1-4daa-b1eb-60619b51961b			Duncombe Bay	Invertebrates - Marine & Other	1100790168	05d1461d-e1e1-4daa-b1eb-60619b51961b		P.80419	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		1e-05		9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1288757|urn:catalog:AM:Invertebrates - Marine & Other:P.80419		airlift on SCUBA	urn:australianmuseum.net.au:Events:1106843	7000		https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni	Tasman Sea	2353.991797046892	Pycnothea flynni Williams, 1940	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	ecatalogue.LocCollectionEventLocal: [MI NFK 19] Tasman Sea, Australia, Norfolk Island, Duncombe Bay (29° 03' 30 S, 167° 57' 13 E) 13/05/2008 - 13/05/2008, airlift on SCUBA, Field Collected - Aquatic, CAAP NFK expedition;	Williams, 1940									
500793791	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:24.828+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-31.998333	115.746667		OCEANIA	Western Australia	{}	1993.0	1.0	11.0	1993-01-11	11.0	11.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:24.828+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cec10669-b3b9-42eb-a371-b6c6137d4993'}]	[]	[]	[]	False		Marsh, L.M.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		cec10669-b3b9-42eb-a371-b6c6137d4993				ARACH	500793791	cec10669-b3b9-42eb-a371-b6c6137d4993		40504	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3030	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					Mudurup Rocks, Cottesloe		MALE								
500793792	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:24.790+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	2002-01-01T00:00:00	-31.998333	115.746667		OCEANIA	Western Australia	{}	1993.0	1.0	11.0	1993-01-11	11.0	11.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:24.790+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd14d6d39-86a0-42d6-bf8d-323d3a90ce08'}]	[]	[]	[]	False		Marsh, L.M.	Arango, C.P.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		d14d6d39-86a0-42d6-bf8d-323d3a90ce08				ARACH	500793792	d14d6d39-86a0-42d6-bf8d-323d3a90ce08		40505	WAM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			09d260e0-a509-40c7-bef5-b0f5444be84a	99/3031	wet (in ethanol or some other preservative)			7000	PhysicalObject	https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni					Mudurup Rocks, Cottesloe		FEMALE								
1100762889	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:10.002+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118061	1	54	354	9477065	2118059	2118061	2118061	Pycnothea flynni Williams, 1940	Pycnothea flynni Williams, 1940	Animalia	Arthropoda	Pantopoda	Pycnothea	Pycnothea flynni	Pycnothea	flynni	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-30.066	153.20333	1000.0	OCEANIA	New South Wales	{}	1992.0	3.0	7.0	1992-03-07	67.0	67.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:10.002+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3bc998cb-c9f9-460f-97a4-b21396366624'}]	[]	[]	[]	False		Hutchings, Patricia Ann|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		3bc998cb-c9f9-460f-97a4-b21396366624			Arrawarra Headland	Invertebrates - Marine & Other	1100762889	3bc998cb-c9f9-460f-97a4-b21396366624		P.42890	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		1e-05		9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1120334|urn:catalog:AM:Invertebrates - Marine & Other:P.42890		Hand-collected	urn:australianmuseum.net.au:Events:1062695	7000		https://biodiversity.org.au/afd/taxa/4bbade77-cc7d-4839-bf86-c9eddc67348f	Pycnothea flynni			Pycnothea flynni Williams, 1940	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: [NSW 698] Australia, New South Wales, Arrawarra Headland (30° 04' S, 153° 12' 12 E) 07/03/1992 - 07/03/1992, Hand-collected;	Williams, 1940	FEMALE								
