key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID
1319260591	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:51.752+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	MALE	2117672	1	54	354	9477065	2013	2117630	2117672	2117672	Nymphon forceps Nakamura & Child, 1991	Nymphon forceps Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon forceps	Nymphon	forceps	SPECIES	ACCEPTED	NE	34.6733	139.25	425.0	15.0	{}	North Pacific Ocean	North Pacific Ocean, Japan	1978	12	9	1978-12-09	343	343	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:23:00.000+00:00	2024-07-02T12:37:51.752+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35b0dd1c0-f2f4-4071-8455-e3dbe6bdac28'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/35b0dd1c0-f2f4-4071-8455-e3dbe6bdac28	urn:lsid:biocol.org:col:34871	09 DEC 1978	unknown, from legacy	Honshu Island, Sagami Bay	Degrees Minutes Seconds	IZ	1319260591	http://n2t.net/ark:/65665/35b0dd1c0-f2f4-4071-8455-e3dbe6bdac28	USNM 234488	USNM	KH78-5. BS8	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
1322680385	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:11.073+00:00	395	{}	PRESERVED_SPECIMEN	4	PRESENT	FEMALE	2117672	1	54	354	9477065	2013	2117630	2117672	2117672	Nymphon forceps Nakamura & Child, 1991	Nymphon forceps Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon forceps	Nymphon	forceps	SPECIES	ACCEPTED	NE	34.6733	139.25	425.0	15.0	{}	North Pacific Ocean	North Pacific Ocean, Japan	1978	12	9	1978-12-09	343	343	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:23:00.000+00:00	2024-07-02T12:38:11.073+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f2558bc5-67d0-4c19-ad43-392ea9139400'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3f2558bc5-67d0-4c19-ad43-392ea9139400	urn:lsid:biocol.org:col:34871	09 DEC 1978	unknown, from legacy	Honshu Island, Sagami Bay	Degrees Minutes Seconds	IZ	1322680385	http://n2t.net/ark:/65665/3f2558bc5-67d0-4c19-ad43-392ea9139400	USNM 234489	USNM	KH78-5, BS8	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
