key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	continent	sex	occurrenceRemarks	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	taxonID	dateIdentified	coordinatePrecision	otherCatalogNumbers	recordedBy	acceptedNameUsage	dynamicProperties	verbatimLocality	collectionCode	locationRemarks	http://unknown.org/species	nameAccordingTo	individualCount	waterBody	collectionKey	locality	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	datasetName	locationID	lifeStage	modified	rightsHolder	nomenclaturalCode	disposition	parentNameUsage	materialEntityID	higherClassification	higherGeography	habitat	bibliographicCitation	typeStatus
3024487748	e3992de2-60bf-4cdf-9bc5-3e4525d017d6	e88c96a3-5884-4e51-a580-e417ca4c9eed	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	712ce2e3-1409-45c1-9bd4-904991c8aa19	e88c96a3-5884-4e51-a580-e417ca4c9eed	BE	EML	2024-07-17T09:07:44.666+00:00	2024-07-17T09:08:09.452+00:00	174		{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number of individuals in container', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'vocab.nerc.ac.uk/collection/P01/current/OCOUNT01', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/e39cc58d-2c00-4eb3-a380-e59786dc2884', 'http://rs.tdwg.org/dwc/terms/measurementType': 'count'}, {'http://rs.tdwg.org/dwc/terms/measurementValue': 'unknown', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'vocab.nerc.ac.uk/collection/P01/current/LSTAGE01', 'http://rs.iobis.org/obis/terms/measurementValueID': 'http://vocab.nerc.ac.uk/collection/S11/current/S1152', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/e39cc58d-2c00-4eb3-a380-e59786dc2884', 'http://rs.tdwg.org/dwc/terms/measurementType': 'lifestage'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'm', 'http://rs.tdwg.org/dwc/terms/measurementValue': '240', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'https://www.wikidata.org/wiki/Q2633778', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/e39cc58d-2c00-4eb3-a380-e59786dc2884', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/ULAA/', 'http://rs.tdwg.org/dwc/terms/measurementType': 'sampling_elevation'}, {'http://rs.tdwg.org/dwc/terms/measurementValue': 'unknown', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'vocab.nerc.ac.uk/collection/P01/current/ENTSEX01', 'http://rs.iobis.org/obis/terms/measurementValueID': 'http://vocab.nerc.ac.uk/collection/S10/current/S104', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'https://darwin.naturalsciences.be/uri/object/e39cc58d-2c00-4eb3-a380-e59786dc2884', 'http://rs.tdwg.org/dwc/terms/measurementType': 'sex'}]}	PRESERVED_SPECIMEN	PRESENT	2117847	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon gracillimum Calman, 1915	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	gracillimum	SPECIES	SYNONYM	NE	-70.318889	24.201667	308.52			{}	1961.0	1.0	10.0	1961-01-10	10.0	10.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-07-17T09:08:09.452+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	1.0	SpecimensInContainer	False	[{'identifier': 'https://darwin.naturalsciences.be/uri/object/e39cc58d-2c00-4eb3-a380-e59786dc2884'}]	[]	[]	[]	c2bfdeef-9c03-435e-8465-c483dadd6995	True	Stock Jan Hendrik	container type: vial; preservation method: alcohol		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		https://darwin.naturalsciences.be/uri/object/e39cc58d-2c00-4eb3-a380-e59786dc2884	urn:lsid:marinespecies.org:taxname:268020	https://ror.org/02y22ws83			22311/St.133		3024487748	https://darwin.naturalsciences.be/uri/object/e39cc58d-2c00-4eb3-a380-e59786dc2884		INV.69156	RBINS	ANTARCTICA			be_rbins_invertebrates_cheliceratamarine	urn:catalog:RBINS:IG:22311					1963-01-01T00:00:00						Antarctica, Bay Leopold III	INV-OTH						f68566db-1ecc-4dd1-9743-fa7035a413ec	Antarctica		RBINS		f68566db-1ecc-4dd1-9743-fa7035a413ec		http://www.geonames.org/6255152	Unknown	2020-10-20T11:19:56.953+00:00	Royal Belgian Institute of Natural Sciences	ICZN	Present	Nymphon Fabricius, 1794	e39cc58d-2c00-4eb3-a380-e59786dc2884					
4081088841	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.217+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117846	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon hiemale Hodgson, 1907	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	hiemale	SPECIES	ACCEPTED	NE	-74.3833	-179.4333	500.0	265.5	4.5	{}	1960.0	2.0	7.0	1960-02-07	38.0	38.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.217+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5c666040-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), None = 1	Dredge, Devonport	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5c666040-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173428			POINT (-179.4333 -74.3833)		en	4081088841	5c666040-fa36-11e2-96b3-aa6f927c92a3		8830	NIWA Invertebrate Collection		MALE											NZOI				NIWA							Ross Sea					NIWA Invertebrate Collection	A528												
4081094097	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.077+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117846	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon hiemale Hodgson, 1907	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	hiemale	SPECIES	ACCEPTED	NE	-73.9	-177.7333	500.0	557.5	11.5	{}	1960.0	2.0	4.0	1960-02-04	35.0	35.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.077+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5c82f80e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), None = 1	Dredge, Devonport	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5c82f80e-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173428			POINT (-177.7333 -73.9)		en	4081094097	5c82f80e-fa36-11e2-96b3-aa6f927c92a3		9182	NIWA Invertebrate Collection													NZOI				NIWA							Pennell Bank, Ross Sea					NIWA Invertebrate Collection	A521												
4081193394	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.726+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117846	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon hiemale Hodgson, 1907	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	hiemale	SPECIES	ACCEPTED	NE	-74.3833	-179.4333	500.0	265.5	4.5	{}	1960.0	2.0	7.0	1960-02-07	38.0	38.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.726+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5da3edec-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), None = 2	Dredge, Devonport	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5da3edec-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173428			POINT (-179.4333 -74.3833)		en	4081193394	5da3edec-fa36-11e2-96b3-aa6f927c92a3		9137	NIWA Invertebrate Collection													NZOI				NIWA							Ross Sea					NIWA Invertebrate Collection	A528												
4081201376	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.727+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117846	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon hiemale Hodgson, 1907	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	hiemale	SPECIES	ACCEPTED	NE	-74.15	-177.2667	500.0	578.0		{}	1960.0	2.0	7.0	1960-02-07	38.0	38.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.727+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5da4f7a0-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), None = 1	Dredge, Devonport	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5da4f7a0-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173428			POINT (-177.2667 -74.15)		en	4081201376	5da4f7a0-fa36-11e2-96b3-aa6f927c92a3		9304	NIWA Invertebrate Collection													NZOI				NIWA												NIWA Invertebrate Collection	A525												
4081173145	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.075+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117846	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon hiemale Hodgson, 1907	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	hiemale	SPECIES	ACCEPTED	NE	-74.5	179.6667	500.0	268.0	33.0	{}	1959.0	1.0	15.0	1959-01-15	15.0	15.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.075+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5c87cfd2-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), None = 1	Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5c87cfd2-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173428			POINT (179.6667 -74.5)		en	4081173145	5c87cfd2-fa36-11e2-96b3-aa6f927c92a3		9395	NIWA Invertebrate Collection													NZOI				NIWA												NIWA Invertebrate Collection	A456												
4081055663	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.161+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117846	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon hiemale Hodgson, 1907	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	hiemale	SPECIES	ACCEPTED	NE	-75.9333	-176.5	500.0	350.0	350.0	{}	1959.0	1.0	14.0	1959-01-14	14.0	14.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.161+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5eb114c6-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), None = 1	Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5eb114c6-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173428			POINT (-176.5 -75.9333)		en	4081055663	5eb114c6-fa36-11e2-96b3-aa6f927c92a3		9333	NIWA Invertebrate Collection		FEMALE											NZOI				NIWA												NIWA Invertebrate Collection	A454												
4081167867	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.684+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117846	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon hiemale Hodgson, 1907	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	hiemale	SPECIES	ACCEPTED	NE	-76.0	175.4167	500.0	261.5	261.5	{}	1959.0	1.0	12.0	1959-01-12	12.0	12.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.684+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5fd32dd0-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), None = 1		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5fd32dd0-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173428			POINT (175.4167 -76)		en	4081167867	5fd32dd0-fa36-11e2-96b3-aa6f927c92a3		9338	NIWA Invertebrate Collection		FEMALE											NZOI				NIWA												NIWA Invertebrate Collection	A451												
4081081006	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.278+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117846	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon hiemale Hodgson, 1907	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	hiemale	SPECIES	ACCEPTED	NE	-76.699833	179.733167	500.0	417.0	47.0	{}	1959.0	1.0	11.0	1959-01-11	11.0	11.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.278+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5fdc4f32-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), None = 1	Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5fdc4f32-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173428			LINESTRING (179.7331667 -76.6998333, 179.8831667 -76.5998333)		en	4081081006	5fdc4f32-fa36-11e2-96b3-aa6f927c92a3		9149	NIWA Invertebrate Collection													NZOI				NIWA												NIWA Invertebrate Collection	A450_Trawl												
4078738924	70bf8d53-be76-4390-920a-300eee146141	f314b0b0-e3dc-11d9-8d81-b8a03c50a862		c4e83f8a-f24c-4573-a197-f085ca242917	64795dcb-ad74-41b3-95e5-cc52ba754776	NO	EML	2024-01-23T16:50:02.693+00:00	2024-01-26T11:58:03.493+00:00	17		{}	PRESERVED_SPECIMEN	PRESENT	2117846	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon hiemale Hodgson, 1907	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	hiemale	SPECIES	ACCEPTED	NE	-64.81	-63.51	10000.0	90.0	0.0	{}	1928.0	1.0	23.0	1928-01-23	23.0	23.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-26T11:58:03.493+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:nhmo:F3193'}]	[]	[]	[]	a9ab29d6-f380-4193-967f-15a64abc09e7	False	Stephensen, K.			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:nhmo:F3193		https://ror.org/01xtthb56					4078738924	urn:catalog:nhmo:F3193		F3193	UiO	ANTARCTICA												Norvegia ekspedisjonen		{Medium:Ethanol},{Expedition:Norvegia ekspedisjonen}		ZMO-Crustacea				1.0		35701276-4341-4879-a5ba-b503de15e45b	Port Lockroy				urn:uuid:35701276-4341-4879-a5ba-b503de15e45b	Crustacea Collection at NHM (Oslo)			2009-05-11T00:00:00.000+00:00										
1056996984	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:58.592+00:00	391		{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 241', 'http://purl.org/dc/terms/created': '1187783034000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/94cb73fc-2bde-44aa-aba3-02214d5acdae'}]}	PRESERVED_SPECIMEN	PRESENT	2117846	1	54	354	9477065	2013	2117630	2117846	2117846	Nymphon hiemale Hodgson, 1907	Nymphon hiemale Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hiemale	Nymphon	hiemale	SPECIES	ACCEPTED	NE				166.5	11.5	{}	1927.0	1.0	5.0	1927-01-05	5.0	5.0	['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:58.592+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '2235467'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 241', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/94cb73fc-2bde-44aa-aba3-02214d5acdae'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	Isabella Gordon				Pycnogonida		[]	[]			EUROPE		2235467					Stn 144		1056996984	797c8913-270d-42ff-a698-6170d47e9dfb		1983.152	NHMUK												NHMUK:ecatalogue:2235467			"{""associatedMediaCount"": 1, ""barcode"": ""011002795"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1311788900000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Nymphon hiemale"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056996984"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR06"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"		ZOO				1.0			off mouth of Stromness Harbour, South Georgia														Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonoidea; Nymphonidae				
