key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	verbatimEventDate	institutionCode	locality	gbifID	collectionCode	occurrenceID	higherClassification	collectionID	decimalLatitude	decimalLongitude	continent	geodeticDatum
1317312251	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:09.112+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118463	1	54	354	9477065	6313	2118396	2118463	2118463	Achelia spatula K.Nakamura & C.A.Child., 1983	Achelia spatula K.Nakamura & C.A.Child., 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spatula	Achelia	spatula	SPECIES	ACCEPTED	NE	11.0	4.0	Shizuoka	{}	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	1970.0	8.0	23.0	1970-08-23	235.0	235.0	HOLOTYPE	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:14:00.000+00:00	2024-07-02T12:37:09.112+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/304dba059-3c86-41dc-bde5-c3c6dff792ce'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/304dba059-3c86-41dc-bde5-c3c6dff792ce	USNM 183801	urn:lsid:biocol.org:col:34871	23 AUG 1970	USNM	Honshu Island, Shimoda, Nabeta Bay	1317312251	IZ	http://n2t.net/ark:/65665/304dba059-3c86-41dc-bde5-c3c6dff792ce	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4164800452	74141216-814a-443c-9b51-24dbb2a5883f	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db		9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T01:27:22.047+00:00	2024-04-10T01:29:16.837+00:00	37	{}	PRESERVED_SPECIMEN		PRESENT		2118463	1	54	354	9477065	6313	2118396	2118463	2118463	Achelia spatula K.Nakamura & C.A.Child., 1983	Achelia spatula K.Nakamura & C.A.Child., 1983	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spatula	Achelia	spatula	SPECIES	ACCEPTED	NE			Gangwon-do	{}										['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-04-10T01:29:16.837+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'NIBRIV0000882291'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5		False				Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	NIBRIV0000882291	NIBRIV0000882291			NIBR	Jugwang-myeon	4164800452	IV	NIBRIV0000882291			38.33378	128.53532	ASIA	WGS84
