key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	sex	occurrenceRemarks	recordedBy	vernacularName	http://unknown.org/taxonRankID	taxonConceptID	locality	http://unknown.org/species	collectionCode	individualCount	dateIdentified	higherGeography	modified	datasetName	rightsHolder	nomenclaturalCode	verbatimLocality	locationID	ownerInstitutionCode	eventTime	higherClassification	continent	datasetID	bibliographicCitation	waterBody	collectionKey	georeferenceProtocol	verbatimCoordinateSystem	collectionID	lifeStage	habitat	typeStatus	otherCatalogNumbers	dynamicProperties	references	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	http://unknown.org/language
1320180240	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:16.172+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-60.575	-40.733		636.0	5.0	{}	1964.0	4.0	13.0	1964-04-13	104.0	104.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:16.172+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/383b49e19-258a-4bf6-bf1c-e6ccdb0bec0c'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/383b49e19-258a-4bf6-bf1c-e6ccdb0bec0c		urn:lsid:biocol.org:col:34871	13 APR 1964		USARP/EL/12/1081/USC		1320180240	http://n2t.net/ark:/65665/383b49e19-258a-4bf6-bf1c-e6ccdb0bec0c		USNM 233836	USNM	MALE		University of Southern California				South Orkney Islands, east of islands		IZ	1.0		Antarctic Ocean, Scotia Sea, Antarctica	2013-01-11T15:43:00.000+00:00	NMNH Extant Biology				1081			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae				Antarctic Ocean, Scotia Sea	0174f5b3-da29-4967-b8dc-ce75ed53e35d	unknown, from legacy	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6														
1321154657	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:07.869+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-54.825	-129.783		549.0	0.0	{}	1964.0	11.0	7.0	1964-11-07	312.0	312.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:07.869+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3aec6f06d-6073-4b9f-a813-f2d931f5357f'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida		[]	[]			NORTH_AMERICA		http://n2t.net/ark:/65665/3aec6f06d-6073-4b9f-a813-f2d931f5357f		urn:lsid:biocol.org:col:34871	07 NOV 1964		USARP/EL/15/1346/USC		1321154657	http://n2t.net/ark:/65665/3aec6f06d-6073-4b9f-a813-f2d931f5357f		USNM 233837	USNM	FEMALE		University of Southern California						IZ	1.0		South Pacific Ocean	2014-10-21T10:17:00.000+00:00	NMNH Extant Biology				1346			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae				South Pacific Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d	unknown, from legacy	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6														
1318435958	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:20.069+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-63.433	-62.633		204.5	48.5	{}	1963.0	1.0	10.0	1963-01-10	10.0	10.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:20.069+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3368f04eb-c4bb-4b10-aa69-a576d879e2b9'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3368f04eb-c4bb-4b10-aa69-a576d879e2b9		urn:lsid:biocol.org:col:34871	10 JAN 1963		USARP/EL/6/441/USC		1318435958	http://n2t.net/ark:/65665/3368f04eb-c4bb-4b10-aa69-a576d879e2b9		USNM 233833	USNM			University of Southern California				South Shetland Islands, Bransfield Strait, Low Island		IZ	3.0		Antarctic Ocean, Antarctica	2013-01-11T15:46:00.000+00:00	NMNH Extant Biology				441			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae				Antarctic Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d	unknown, from legacy	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6														
1322370155	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:53.358+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-62.017	-59.108		101.0	0.0	{}	1963.0	1.0	12.0	1963-01-12	12.0	12.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:53.358+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3e499bf11-3e84-48ed-838a-00f4a047b6c0'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3e499bf11-3e84-48ed-838a-00f4a047b6c0		urn:lsid:biocol.org:col:34871	12 JAN 1963		USARP/EL/6/445/USC		1322370155	http://n2t.net/ark:/65665/3e499bf11-3e84-48ed-838a-00f4a047b6c0		USNM 233834	USNM	FEMALE		University of Southern California				South Shetland Islands, Smith Island, east of island		IZ	1.0		Antarctic Ocean, Antarctica	2013-01-11T15:43:00.000+00:00	NMNH Extant Biology				445			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae				Antarctic Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d	unknown, from legacy	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6														
1320994716	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:05.708+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-62.1	-45.15		485.0	0.0	{}	1963.0	2.0	20.0	1963-02-20	51.0	51.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:05.708+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3a7ba5e44-7a20-4a70-b9e0-8bcf7260cd4f'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3a7ba5e44-7a20-4a70-b9e0-8bcf7260cd4f		urn:lsid:biocol.org:col:34871	20 FEB 1963		USARP/EL/7/499/USC		1320994716	http://n2t.net/ark:/65665/3a7ba5e44-7a20-4a70-b9e0-8bcf7260cd4f		USNM 233835	USNM	FEMALE		University of Southern California				South Orkney Islands, south of islands		IZ	1.0		Antarctic Ocean, Scotia Sea, Antarctica	2013-01-11T15:43:00.000+00:00	NMNH Extant Biology				499			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae				Antarctic Ocean, Scotia Sea	0174f5b3-da29-4967-b8dc-ce75ed53e35d	unknown, from legacy	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6														
1320019433	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:18.989+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-74.4183	167.005		732.0	0.0	{}	1958.0	12.0	1.0	1958-12-01	335.0	335.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:18.989+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/37c9a204d-5f39-461c-8327-a721da8b9a33'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/37c9a204d-5f39-461c-8327-a721da8b9a33		urn:lsid:biocol.org:col:34871	01 DEC 1958		USARP/GL/GLD-14		1320019433	http://n2t.net/ark:/65665/37c9a204d-5f39-461c-8327-a721da8b9a33		USNM 233832	USNM	FEMALE		Stanford University				N Of Cape Washington		IZ	1.0		Antarctic Ocean, Ross Sea, Antarctica	2013-10-23T09:43:00.000+00:00	NMNH Extant Biology				GLD-14			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae				Antarctic Ocean, Ross Sea	0174f5b3-da29-4967-b8dc-ce75ed53e35d	unknown, from legacy	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6														
1320881467	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:46.078+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-77.73	-162.2		695.0	0.0	{}	1956.0	1.0	29.0	1956-01-29	29.0	29.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:46.078+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3a2b96415-5057-49e5-a1dc-c6948c56ce5b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3a2b96415-5057-49e5-a1dc-c6948c56ce5b		urn:lsid:biocol.org:col:34871	29 JAN 1956				1320881467	http://n2t.net/ark:/65665/3a2b96415-5057-49e5-a1dc-c6948c56ce5b		USNM 233830	USNM	MALE		J. Tierney				Ross Ice Shelf, Kainan Bay		IZ	1.0		Antarctic Ocean, Ross Sea, Antarctica	2016-06-24T11:34:00.000+00:00	NMNH Extant Biology				ED-2			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae				Antarctic Ocean, Ross Sea	0174f5b3-da29-4967-b8dc-ce75ed53e35d	unknown, from legacy	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6														
1056901635	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:58.556+00:00	391		{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 206', 'http://purl.org/dc/terms/created': '1187781852000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/22834cfd-6b40-4aeb-a05d-99d37f36a3c2'}]}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-66.35	138.466667		640.0		{}	1931.0	1.0	7.0	1931-01-07	7.0	7.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:58.556+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '2251798'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 206', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/22834cfd-6b40-4aeb-a05d-99d37f36a3c2'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	Isabella Gordon			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		2251798					90		1056901635	19c3dbd8-0645-4c57-b345-92315ef769c2		1975.293	NHMUK									ZOO	1.0											Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae									Juvenile		PARATYPE	NHMUK:ecatalogue:2251798	"{""associatedMediaCount"": 1, ""barcode"": ""011053566"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1313161773000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austropallene gracilipes Gordon, 1944"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""BANZ Antarctic Research Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056901635"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR05"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"									
1056743252	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:58.950+00:00	391		{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 206', 'http://purl.org/dc/terms/created': '1187781852000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/22834cfd-6b40-4aeb-a05d-99d37f36a3c2'}]}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-66.35	62.05		219.0		{}	1931.0	2.0	16.0	1931-02-16	47.0	47.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:58.950+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '2251799'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 206', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/22834cfd-6b40-4aeb-a05d-99d37f36a3c2'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	Isabella Gordon			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		2251799					107		1056743252	973160d4-f2eb-46ba-8de6-7ff870269512		1975.294	NHMUK	MALE								ZOO	3.0											Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae											PARATYPE	NHMUK:ecatalogue:2251799	"{""associatedMediaCount"": 1, ""barcode"": ""011006132"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1313161781000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austropallene gracilipes Gordon, 1944"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""BANZ Antarctic Research Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056743252"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR05"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"									
4055770139	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:18.817+00:00	81		{}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-67.05	74.48		437.0		{}	1931.0	2.0	10.0	1931-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:12:18.817+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_844'}]	[]	[]	[]		True				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_844	urn:lsid:marinespecies.org:taxname:173042						4055770139	WoRMS Editorial Board:WoRMS type localities:sm_id_844		sm_id_844	WoRMS Editorial Board							Southern Ocean		WoRMS type localities				2007-06-20T15:52:33.000+00:00										https://marineinfo.org/id/dataset/5184	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Austropallene gracilipes</i> Gordon, 1944. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173042								HOLOTYPE			http://www.marinespecies.org/aphia.php?p=specdetails&id=844								
