key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	sex	occurrenceRemarks	recordedBy	vernacularName	http://unknown.org/taxonRankID	taxonConceptID	locality	http://unknown.org/species	collectionCode	individualCount	dateIdentified	higherGeography	modified	datasetName	rightsHolder	nomenclaturalCode	verbatimLocality	locationID	ownerInstitutionCode	eventTime	higherClassification	continent	datasetID	bibliographicCitation	waterBody	collectionKey	georeferenceProtocol	verbatimCoordinateSystem	collectionID	lifeStage	habitat	typeStatus	otherCatalogNumbers	dynamicProperties	references	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	http://unknown.org/language
1056964812	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:04.049+00:00	391		{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 59', 'http://purl.org/dc/terms/created': '1187779001000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/cfbad4ba-ac6e-49ba-bdcf-ef6c81c7fccf'}]}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE						{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:04.049+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '1228461'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 59', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/cfbad4ba-ac6e-49ba-bdcf-ef6c81c7fccf'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True					Pycnogonida		[]	[]			EUROPE		1228461					103		1056964812	5c10374c-9c7b-435f-8aad-56842b06c47b		1942.12.30.53	NHMUK									ZOO												Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae											HOLOTYPE	NHMUK:ecatalogue:1228461	"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014491441"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295886686000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austropallene gracilipes Gordon, 1944"", ""determinationTypes"": null, ""donorName"": ""Douglas Mawson"", ""expedition"": ""B.A.N.Z.A.R. Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056964812"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR03"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"									
1056734182	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:56.277+00:00	391		{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 59', 'http://purl.org/dc/terms/created': '1187779001000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/cfbad4ba-ac6e-49ba-bdcf-ef6c81c7fccf'}]}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE						{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:56.277+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '1228463'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 59', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/cfbad4ba-ac6e-49ba-bdcf-ef6c81c7fccf'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True					Pycnogonida		[]	[]			EUROPE		1228463					103		1056734182	749cce29-2607-47ec-9fea-810ef08cf9b7		1942.12.30.54	NHMUK									ZOO												Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae											PARATYPE	NHMUK:ecatalogue:1228463	"{""associatedMediaCount"": 1, ""barcode"": ""011046412"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295886687000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austropallene gracilipes Gordon, 1944"", ""determinationTypes"": null, ""donorName"": ""Douglas Mawson"", ""expedition"": ""B.A.N.Z.A.R. Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056734182"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""slide"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR03"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"									
3935116757	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:38.810+00:00	10		{}	HUMAN_OBSERVATION	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-71.7127	122.67314	774607.0			{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['COUNTRY_COORDINATE_MISMATCH', 'COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:11:38.810+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'c81f3f21-df37-405d-a2b4-15a709f295e2'}]	[]	[]	[]		False				WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	c81f3f21-df37-405d-a2b4-15a709f295e2	c81f3f21-df37-405d-a2b4-15a709f295e2							3935116757	c81f3f21-df37-405d-a2b4-15a709f295e2																									ANTARCTICA	D2B0CE86-7C29-1275-E053-5514A8C0FBF9													Austropallene gracilipes Gordon, 1944	TAAF : Terre-Adélie	TaxREF	Probable	Pantopoda	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	843239	
4547867565	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:27.969+00:00	57		{}	HUMAN_OBSERVATION	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-71.7127	122.67314	774607.0			{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['COUNTRY_COORDINATE_MISMATCH', 'COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-21T10:14:27.969+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'e4e5f0c7-a657-4be1-9963-f7d90361b639'}]	[]	[]	[]		False				WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	e4e5f0c7-a657-4be1-9963-f7d90361b639	e4e5f0c7-a657-4be1-9963-f7d90361b639							4547867565	e4e5f0c7-a657-4be1-9963-f7d90361b639																									ANTARCTICA	EB6380B5-80AF-5935-E053-0514A8C08744													Austropallene gracilipes Gordon, 1944	TAAF : Terre-Adélie	TaxREF	Probable		Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	843239	fr | en
774191635	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:36.609+00:00	564		{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1944', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Gordon, 1944', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|170193', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'gracilipes', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22382', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austropallene gracilipes Gordon, 1944'}]}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE						{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:36.609+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2942'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.				Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2942							774191635	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2942		2009-2942	MNHN									IU	1.0			2016-06-29T17:13:19.000+00:00													0641bf3b-29ad-42c9-b3c7-ffb5a76f6954			10.15468/qgvvhd														
1320306172	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:38.524+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-66.25	110.25				{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:38.524+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3894b2724-c84a-49cc-9a73-6afac0880d68'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3894b2724-c84a-49cc-9a73-6afac0880d68		urn:lsid:biocol.org:col:34871	-- --- ----				1320306172	http://n2t.net/ark:/65665/3894b2724-c84a-49cc-9a73-6afac0880d68		USNM 233831	USNM	FEMALE		Virginia Institute of Marine Sciences				Wilkes Land, Vincennes Bay, Wilkes Station		IZ	1.0		Antarctic Ocean, Antarctica	2013-01-11T15:43:00.000+00:00	NMNH Extant Biology				CS			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae				Antarctic Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d	unknown, from legacy	Degrees Minutes Seconds	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6														
318005707	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.439+00:00	124		{}	OCCURRENCE	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-78.1667	-162.5		640.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.439+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24234'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005707			24234	BAS									SOMBASE Pycnogonids																																		
318005708	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.440+00:00	124		{}	OCCURRENCE	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-66.3483	110.4483		365.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.440+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24235'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005708			24235	BAS									SOMBASE Pycnogonids													ANTARCTICA																					
318005709	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.440+00:00	124		{}	OCCURRENCE	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-74.65	165.8666				{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.440+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24236'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005709			24236	BAS									SOMBASE Pycnogonids																																		
318005710	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.440+00:00	124		{}	OCCURRENCE	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-67.6333	164.8333		187.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.440+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24237'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005710			24237	BAS									SOMBASE Pycnogonids																																		
318005711	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.439+00:00	124		{}	OCCURRENCE	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-63.45	-62.6166		204.5	48.5	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.439+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24238'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005711			24238	BAS									SOMBASE Pycnogonids																																		
318005712	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.441+00:00	124		{}	OCCURRENCE	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-62.0283	-59.125		101.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.441+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24239'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005712			24239	BAS									SOMBASE Pycnogonids																																		
318005713	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.434+00:00	124		{}	OCCURRENCE	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-62.0916	-45.1333		486.5	1.5	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.434+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24240'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005713			24240	BAS									SOMBASE Pycnogonids																																		
318005714	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.434+00:00	124		{}	OCCURRENCE	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-60.5833	-40.7333		636.0	5.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.434+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24241'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318005714			24241	BAS									SOMBASE Pycnogonids																																		
318005715	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.435+00:00	124		{}	OCCURRENCE	PRESENT	2118070	1	54	354	9477065	2011	2118069	2118070	2118070	Austropallene gracilipes Gordon, 1944	Austropallene gracilipes Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene gracilipes	Austropallene	gracilipes	SPECIES	ACCEPTED	NE	-54.8166	-129.8		549.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.435+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24242'}]	[]	[]	[]		False				WGS84	Pycnogonida		[]	[]			EUROPE									318005715			24242	BAS									SOMBASE Pycnogonids																																		
