key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	sex	dateIdentified	identificationRemarks	individualCount	depth	modified	collectionKey	locality	fieldNumber	collectionID	depthAccuracy	island	higherClassification	lifeStage	higherGeography	datasetName	preparations	institutionID	verbatimEventDate	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	locationID	scientificNameID	footprintWKT	language	occurrenceRemarks	typeStatus	islandGroup	bibliographicCitation	datasetID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	taxonID	http://unknown.org/language	type	organismQuantity	organismQuantityType	rightsHolder	nomenclaturalCode	disposition	ownerInstitutionCode	parentNameUsage	recordNumber	materialEntityID
1100776291	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:19.202+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.48749	158.96033	1e-05	5.0	OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	23.0	1977-12-23	357.0	357.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:19.202+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '59d451f5-2843-47d1-afa4-e54a3d9c9846'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1157914|urn:catalog:AM:Invertebrates - Marine & Other:P.63111	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Clark, W		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059933	59d451f5-2843-47d1-afa4-e54a3d9c9846	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, south-east corner of Gorilla Head Rock	Invertebrates - Marine & Other	1100776291	59d451f5-2843-47d1-afa4-e54a3d9c9846	P.63111	ecatalogue.LocCollectionEventLocal: [MA 149] Southern Ocean, Australia, Tasmania, Macquarie Island, south-east corner of Gorilla Head Rock (54° 29' 15 S, 158° 57' 37 E) 23/12/1977 - 23/12/1977, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100776343	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:37.030+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.48749	158.96033	1e-05	5.0	OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	23.0	1977-12-23	357.0	357.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:37.030+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5ee00b8b-d239-4938-b2b5-1f14500400be'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1161378|urn:catalog:AM:Invertebrates - Marine & Other:P.63108	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059932	5ee00b8b-d239-4938-b2b5-1f14500400be	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, south-east corner of Gorilla Head Rock	Invertebrates - Marine & Other	1100776343	5ee00b8b-d239-4938-b2b5-1f14500400be	P.63108	ecatalogue.LocCollectionEventLocal: [MA 148] Southern Ocean, Australia, Tasmania, Macquarie Island, south-east corner of Gorilla Head Rock (54° 29' 15 S, 158° 57' 37 E) 23/12/1977 - 23/12/1977, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100776289	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:35.549+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.483	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	12.0	1977-12-12	346.0	346.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:35.549+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '7447d9c3-0fda-4ba7-a599-d570e41618b6'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1109987|urn:catalog:AM:Invertebrates - Marine & Other:P.63118	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059874	7447d9c3-0fda-4ba7-a599-d570e41618b6	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, Aerial Cove	Invertebrates - Marine & Other	1100776289	7447d9c3-0fda-4ba7-a599-d570e41618b6	P.63118	ecatalogue.LocCollectionEventLocal: [MA 108] Southern Ocean, Australia, Tasmania, Macquarie Island, Aerial Cove (54° 29' S, 158° 57' E) 12/12/1977 - 12/12/1977, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100776345	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:30.056+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.5	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	16.0	1977-12-16	350.0	350.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:30.056+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '7aad6d6a-812e-40fa-bd4a-9f2fe45303d7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1146513|urn:catalog:AM:Invertebrates - Marine & Other:P.63122	Horning, S. Donald	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059893	7aad6d6a-812e-40fa-bd4a-9f2fe45303d7	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27}	Macquarie Island, rocks off end of Garden Bay Peninsula	Invertebrates - Marine & Other	1100776345	7aad6d6a-812e-40fa-bd4a-9f2fe45303d7	P.63122	ecatalogue.LocCollectionEventLocal: [MA 125] Southern Ocean, Australia, Tasmania, Macquarie Island, rocks off end of Garden Bay Peninsula (54° 30' S, 158° 57' E) 16/12/1977 - 16/12/1977, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100776306	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:42.039+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.5	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	16.0	1977-12-16	350.0	350.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:42.039+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8871a4b9-ffdb-4125-bfb5-91afef4162eb'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1146512|urn:catalog:AM:Invertebrates - Marine & Other:P.63121	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059883	8871a4b9-ffdb-4125-bfb5-91afef4162eb	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, rocks off end of Garden Bay Peninsula	Invertebrates - Marine & Other	1100776306	8871a4b9-ffdb-4125-bfb5-91afef4162eb	P.63121	ecatalogue.LocCollectionEventLocal: [MA 123] Southern Ocean, Australia, Tasmania, Macquarie Island, rocks off end of Garden Bay Peninsula (54° 30' S, 158° 57' E) 16/12/1977 - 16/12/1977, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100755277	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:32.928+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.5	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	16.0	1977-12-16	350.0	350.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:32.928+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8cb623ee-670a-4e26-93f4-40535d5d78c4'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1150633|urn:catalog:AM:Invertebrates - Marine & Other:P.27962	Horning, S. Donald	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059901	8cb623ee-670a-4e26-93f4-40535d5d78c4	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27}	Macquarie Island, rocks off end of Garden Bay Peninsula	Invertebrates - Marine & Other	1100755277	8cb623ee-670a-4e26-93f4-40535d5d78c4	P.27962	ecatalogue.LocCollectionEventLocal: [MA 127] Southern Ocean, Australia, Tasmania, Macquarie Island, rocks off end of Garden Bay Peninsula (54° 30' S, 158° 57' E) 16/12/1977 - 16/12/1977, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100755342	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:34.496+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.483	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	12.0	1977-12-12	346.0	346.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:34.496+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '93967674-149a-4f61-a544-fbd1c030a78c'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1058631|urn:catalog:AM:Invertebrates - Marine & Other:P.27995	Horning, S. Donald	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059877	93967674-149a-4f61-a544-fbd1c030a78c	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27}	Macquarie Island, Aerial Cove	Invertebrates - Marine & Other	1100755342	93967674-149a-4f61-a544-fbd1c030a78c	P.27995	ecatalogue.LocCollectionEventLocal: [MA 109] Southern Ocean, Australia, Tasmania, Macquarie Island, Aerial Cove (54° 29' S, 158° 57' E) 12/12/1977 - 12/12/1977, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100755274	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:38.372+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.483	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	2.0	1977-12-02	336.0	336.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:38.372+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '98d6dcaa-c3b3-42fa-8350-5ca58d2c71e4'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1118796|urn:catalog:AM:Invertebrates - Marine & Other:P.27947	Poore, C.B. Gary|Museum Victoria|Crustacea	Clark, W	hand collected on scuba	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1060167	98d6dcaa-c3b3-42fa-8350-5ca58d2c71e4	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, Aerial Cove	Invertebrates - Marine & Other	1100755274	98d6dcaa-c3b3-42fa-8350-5ca58d2c71e4	P.27947	ecatalogue.LocCollectionEventLocal: [MA 47] Southern Ocean, Australia, Tasmania, Macquarie Island, Aerial Cove (54° 29' S, 158° 57' E) 02/12/1977 - 02/12/1977, hand collected on scuba, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100776201	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:46.923+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.483	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	6.0	1977-12-06	340.0	340.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:46.923+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9ec24149-01a4-431c-91b2-ecab1ccf3b1a'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1122926|urn:catalog:AM:Invertebrates - Marine & Other:P.63000	Poore, C.B. Gary|Museum Victoria|Crustacea	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1060188	9ec24149-01a4-431c-91b2-ecab1ccf3b1a	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, Aerial Cove	Invertebrates - Marine & Other	1100776201	9ec24149-01a4-431c-91b2-ecab1ccf3b1a	P.63000	ecatalogue.LocCollectionEventLocal: [MA 85] Southern Ocean, Australia, Tasmania, Macquarie Island, Aerial Cove (54° 29' S, 158° 57' E) 06/12/1977 - 06/12/1977, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100776328	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:55.496+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.483	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	8.0	1977-12-08	342.0	342.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:55.496+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b676234f-8f48-4b86-b737-9a1349bac6e0'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1110618|urn:catalog:AM:Invertebrates - Marine & Other:P.63156	Poore, C.B. Gary|Museum Victoria|Crustacea	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1060196	b676234f-8f48-4b86-b737-9a1349bac6e0	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, Anchor Rock	Invertebrates - Marine & Other	1100776328	b676234f-8f48-4b86-b737-9a1349bac6e0	P.63156	ecatalogue.LocCollectionEventLocal: [MA 89] Southern Ocean, Australia, Tasmania, Macquarie Island, Anchor Rock (54° 29' S, 158° 57' E) 08/12/1977 - 08/12/1977, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100755329	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:57.550+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.5	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1977.0	12.0	16.0	1977-12-16	350.0	350.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:57.550+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c6899911-a99c-436d-8666-ffe07328072b'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1145084|urn:catalog:AM:Invertebrates - Marine & Other:P.27963	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059902	c6899911-a99c-436d-8666-ffe07328072b	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, rocks off end of Garden Bay Peninsula	Invertebrates - Marine & Other	1100755329	c6899911-a99c-436d-8666-ffe07328072b	P.27963	ecatalogue.LocCollectionEventLocal: [MA 128] Southern Ocean, Australia, Tasmania, Macquarie Island, rocks off end of Garden Bay Peninsula (54° 30' S, 158° 57' E) 16/12/1977 - 16/12/1977, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
