key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	sex	dateIdentified	identificationRemarks	individualCount	depth	modified	collectionKey	locality	fieldNumber	collectionID	depthAccuracy	island	higherClassification	lifeStage	higherGeography	datasetName	preparations	institutionID	verbatimEventDate	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	locationID	scientificNameID	footprintWKT	language	occurrenceRemarks	typeStatus	islandGroup	bibliographicCitation	datasetID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	taxonID	http://unknown.org/language	type	organismQuantity	organismQuantityType	rightsHolder	nomenclaturalCode	disposition	ownerInstitutionCode	parentNameUsage	recordNumber	materialEntityID
1100776358	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:54.332+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.49166	158.9625	1e-05	5.0	OCEANIA	Tasmania	{}	Southern Ocean	1978.0	1.0	30.0	1978-01-30	30.0	30.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:54.332+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0392f000-c1e3-4d25-8555-5c7081bd9c45'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1138162|urn:catalog:AM:Invertebrates - Marine & Other:P.63167	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1060103	0392f000-c1e3-4d25-8555-5c7081bd9c45	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	Macquarie Island, Tottan Head, south end of Goat Bay	Invertebrates - Marine & Other	1100776358	0392f000-c1e3-4d25-8555-5c7081bd9c45	P.63167	ecatalogue.LocCollectionEventLocal: [MA 374] Southern Ocean, Australia, Tasmania, Macquarie Island, Tottan Head, south end of Goat Bay (54° 29' 30 S, 158° 57' 45 E) 30/01/1978 - 30/01/1978, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100755303	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:53.635+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.633	158.916	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1978.0	1.0	7.0	1978-01-07	7.0	7.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:53.635+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '05651284-be6c-4da1-83f5-f0df1b788838'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1058618|urn:catalog:AM:Invertebrates - Marine & Other:P.27974	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059964	05651284-be6c-4da1-83f5-f0df1b788838	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, Green Gorge, in front of hut	Invertebrates - Marine & Other	1100755303	05651284-be6c-4da1-83f5-f0df1b788838	P.27974	ecatalogue.LocCollectionEventLocal: [MA 247] Southern Ocean, Australia, Tasmania, Macquarie Island, Green Gorge, in front of hut (54° 38' S, 158° 55' E) 07/01/1978 - 07/01/1978, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100776302	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:58.373+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.766	158.8	0.001		OCEANIA	Tasmania	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.9_1', 'name': 'Tasmania'}, 'level2': {'gid': 'AUS.9.22_1', 'name': 'Macquarie Island'}}	Southern Ocean	1978.0	1.0	17.0	1978-01-17	17.0	17.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:58.373+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '11dd5e81-d330-413f-832f-1b706591c9c4'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1159908|urn:catalog:AM:Invertebrates - Marine & Other:P.63109	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Clark, W		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1060052	11dd5e81-d330-413f-832f-1b706591c9c4	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4}	Macquarie Island, Caroline Cove, inner cove north of hut	Invertebrates - Marine & Other	1100776302	11dd5e81-d330-413f-832f-1b706591c9c4	P.63109	ecatalogue.LocCollectionEventLocal: [MA 311] Southern Ocean, Australia, Tasmania, Macquarie Island, Caroline Cove, inner cove north of hut (54° 46' S, 158° 48' E) 17/01/1978 - 17/01/1978, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100764484	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:58.876+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.49166	158.9625	1e-05	5.0	OCEANIA	Tasmania	{}	Southern Ocean	1978.0	1.0	30.0	1978-01-30	30.0	30.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:58.876+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1800b7ff-e1fc-4135-9a3e-764c94821b65'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1022881|urn:catalog:AM:Invertebrates - Marine & Other:P.45044	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1060112	1800b7ff-e1fc-4135-9a3e-764c94821b65	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	Macquarie Island, Tottan Head, south end of Goat Bay	Invertebrates - Marine & Other	1100764484	1800b7ff-e1fc-4135-9a3e-764c94821b65	P.45044	ecatalogue.LocCollectionEventLocal: [MA 376] Southern Ocean, Australia, Tasmania, Macquarie Island, Tottan Head, south end of Goat Bay (54° 29' 30 S, 158° 57' 45 E) 30/01/1978 - 30/01/1978, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)	FEMALE	2008-01-01T00:00:00																																														
1100776216	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:03.343+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.633	158.916	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1978.0	1.0	10.0	1978-01-10	10.0	10.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:03.343+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '21a9618e-a2e6-465e-8bdd-f063ff98252f'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1122928|urn:catalog:AM:Invertebrates - Marine & Other:P.63011	Horning, S. Donald	Clark, W		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059997	21a9618e-a2e6-465e-8bdd-f063ff98252f	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27}	Macquarie Island, Green Gorge, reef in front of hut	Invertebrates - Marine & Other	1100776216	21a9618e-a2e6-465e-8bdd-f063ff98252f	P.63011	ecatalogue.LocCollectionEventLocal: [MA 267] Southern Ocean, Australia, Tasmania, Macquarie Island, Green Gorge, reef in front of hut (54° 38' S, 158° 55' E) 10/01/1978 - 10/01/1978, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100776353	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:07.971+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.633	158.916	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1978.0	1.0	8.0	1978-01-08	8.0	8.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:07.971+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2891dce3-c3b9-44dc-a46e-1e0fd8715af2'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1109243|urn:catalog:AM:Invertebrates - Marine & Other:P.63153	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Clark, W	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059978	2891dce3-c3b9-44dc-a46e-1e0fd8715af2	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, Green Gorge, off rock platform 500 m south of hut	Invertebrates - Marine & Other	1100776353	2891dce3-c3b9-44dc-a46e-1e0fd8715af2	P.63153	ecatalogue.LocCollectionEventLocal: [MA 251] Southern Ocean, Australia, Tasmania, Macquarie Island, Green Gorge, off rock platform 500 m south of hut (54° 38' S, 158° 55' E) 08/01/1978 - 08/01/1978, hand collected on SCUBA, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100762900	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:09.122+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.5	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1978.0	1.0	25.0	1978-01-25	25.0	25.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:09.122+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2ae950cc-e515-4df8-abe9-5facdfebefcb'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062953|urn:catalog:AM:Invertebrates - Marine & Other:P.42910	Horning, S. Donald	Krapp, F		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1060066	2ae950cc-e515-4df8-abe9-5facdfebefcb	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	Macquarie Island, Garden Bay, Hayter Rock	Invertebrates - Marine & Other	1100762900	2ae950cc-e515-4df8-abe9-5facdfebefcb	P.42910	ecatalogue.LocCollectionEventLocal: [MA 350] Southern Ocean, Australia, Tasmania, Macquarie Island, Garden Bay, Hayter Rock (54° 30' S, 158° 57' E) 25/01/1978 - 25/01/1978, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)		1994-01-01T00:00:00																																														
1100755306	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:25.488+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.5	158.95	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1978.0	1.0	25.0	1978-01-25	25.0	25.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:25.488+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2dce7981-3692-49a8-b8f6-f5461e24962a'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1157330|urn:catalog:AM:Invertebrates - Marine & Other:P.28000	Horning, S. Donald	Clark, W		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1060066	2dce7981-3692-49a8-b8f6-f5461e24962a	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27}	Macquarie Island, Garden Bay, Hayter Rock	Invertebrates - Marine & Other	1100755306	2dce7981-3692-49a8-b8f6-f5461e24962a	P.28000	ecatalogue.LocCollectionEventLocal: [MA 350] Southern Ocean, Australia, Tasmania, Macquarie Island, Garden Bay, Hayter Rock (54° 30' S, 158° 57' E) 25/01/1978 - 25/01/1978, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
1100764505	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:10.599+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.633	158.916	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1978.0	1.0	10.0	1978-01-10	10.0	10.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:10.599+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2ee385df-e9e6-4d26-9460-a316c596b0d7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1154816|urn:catalog:AM:Invertebrates - Marine & Other:P.45039	Horning, S. Donald	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1059997	2ee385df-e9e6-4d26-9460-a316c596b0d7	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	Macquarie Island, Green Gorge, reef in front of hut	Invertebrates - Marine & Other	1100764505	2ee385df-e9e6-4d26-9460-a316c596b0d7	P.45039	ecatalogue.LocCollectionEventLocal: [MA 267] Southern Ocean, Australia, Tasmania, Macquarie Island, Green Gorge, reef in front of hut (54° 38' S, 158° 55' E) 10/01/1978 - 10/01/1978, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)	FEMALE	2008-01-01T00:00:00																																														
1100755335	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:18.643+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118242	1	54	354	9477065	6313	2118237	2118242	2118242	Tanystylum styligerum (Miers, 1875)	Tanystylum styligerum (Miers, 1875)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum styligerum	Tanystylum	styligerum	SPECIES	ACCEPTED	NE	-54.633	158.916	0.001		OCEANIA	Tasmania	{}	Southern Ocean	1978.0	1.0	10.0	1978-01-10	10.0	10.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:18.643+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '448c8196-d302-4416-91cd-5dc7a2a3b3c1'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1118806|urn:catalog:AM:Invertebrates - Marine & Other:P.28005	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Clark, W		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1060007	448c8196-d302-4416-91cd-5dc7a2a3b3c1	Tanystylum styligerum (Miers, 1875)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28}	Macquarie Island, Green Gorge, south side of reef in front of hut	Invertebrates - Marine & Other	1100755335	448c8196-d302-4416-91cd-5dc7a2a3b3c1	P.28005	ecatalogue.LocCollectionEventLocal: [MA 275] Southern Ocean, Australia, Tasmania, Macquarie Island, Green Gorge, south side of reef in front of hut (54° 38' S, 158° 55' E) 10/01/1978 - 10/01/1978, Australian Museum Macquarie Island 1977-78 Expedition;	AM	https://biodiversity.org.au/afd/taxa/8a582d59-c20a-4436-a344-3e88bb39ab5a	Tanystylum styligerum	(Miers, 1875)																																																
