key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	projectId	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	organismQuantity	organismQuantityType	scientificNameID	verbatimEventDate	footprintWKT	language	type	modified	lifeStage	identificationRemarks	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	coordinatePrecision	stateProvince	originalNameUsage	dateIdentified	higherGeography	datasetName	rightsHolder	nomenclaturalCode	verbatimLocality	higherClassification	georeferenceProtocol	verbatimCoordinateSystem	locationID	sex	occurrenceRemarks	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	locationRemarks	nameAccordingTo	typeStatus	fieldNotes	bibliographicCitation	references	associatedSequences
1272705925	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:27.450+00:00	381	{}	PRESERVED_SPECIMEN	2.0	PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-68.5	77.83	{}		1975.0	2.0		1975-02			['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:27.450+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '387863e4-6934-4383-8417-a6138f73f710'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba		False	Australian National Antarctic Research Expeditions (ANARE)	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		387863e4-6934-4383-8417-a6138f73f710	urn:lsid:biocol.org:col:34978	Davis Station		Invertebrates	1272705925	387863e4-6934-4383-8417-a6138f73f710		J14016	NMV	NMV													en	PhysicalObject	2019-07-08T12:54:00.000+00:00					7000	https://biodiversity.org.au/afd/taxa/fb2d4952-860c-4d2f-821c-f27ec2515c87		Ammothea gigantea					1987-01-01T00:00:00	Antarctica	Australian National Antarctic Research Expeditions	Museums Victoria	ICZN	Davis Station	Arthropoda | Chelicerata | Pycnogonida | Ammotheidae															
1322441726	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:27.312+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-78.283	-177.942	{}	Antarctic Ocean, Ross Sea	1968.0	1.0	26.0	1968-01-26	26.0	26.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:27.312+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e7c724c0-b639-4325-b90c-14255b3f6175'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	University of Southern California		Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3e7c724c0-b639-4325-b90c-14255b3f6175	urn:lsid:biocol.org:col:34871	Roosevelt Island, east of island	USARP/EL/32/2063/USC	IZ	1322441726	http://n2t.net/ark:/65665/3e7c724c0-b639-4325-b90c-14255b3f6175		USNM 1122796	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			636.5	0.5					26 JAN 1968				2013-01-11T15:41:00.000+00:00														Antarctic Ocean, Ross Sea, Antarctica	NMNH Extant Biology				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	unknown, from legacy	Degrees Minutes Seconds	2063												
1319584583	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:00.578+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-62.667	-57.808	{}	Antarctic Ocean	1963.0	1.0	5.0	1963-01-05	5.0	5.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:00.578+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3695d6ed8-2b47-43f9-b06a-ed5add8278ef'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	University of Southern California	Hedgpeth; Fry	Alcohol (Ethanol)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/3695d6ed8-2b47-43f9-b06a-ed5add8278ef	urn:lsid:biocol.org:col:34871	South Shetland Islands, Penguin Island	USARP/EL/6/428/USC	IZ	1319584583	http://n2t.net/ark:/65665/3695d6ed8-2b47-43f9-b06a-ed5add8278ef		USNM 122298	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			891.0	229.0					05 JAN 1963				2014-10-20T11:44:00.000+00:00														Antarctic Ocean, Antarctica	NMNH Extant Biology				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	unknown, from legacy	Degrees Minutes Seconds	428												
1427444443	96385e98-93b5-4e4a-8081-6e30b738816a	1c9c3bb4-377c-4547-aa79-16ea755d6006	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:11:10.740+00:00	2024-01-29T08:18:03.712+00:00	259	{}	HUMAN_OBSERVATION	2.0	PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-58.442	-26.196	{}	Atlantic Ocean	1930.0	3.0	14.0	1930-03-14	73.0	73.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-29T08:18:03.712+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5483'}]	[]	[]	[]			False				Large otter trawl. Head rope 1.2m x 1.2m x 0.75m with netting or wire 12.5mm mesh	WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	OCEANIA	59	5483		1 mile E of Montagu Island, South Sandwich Islands	Stn 371	Discovery Reports	1427444443	5483		Stn 371 Ammothea gigantea	NIWA					2000.0	80.0	19.0				urn:lsid:marinespecies.org:taxname:172915		POINT (-26.196 -58.442)	en		2019-03-15T00:00:00.000+00:00															Discovery Expedition Biological Reports								MALE	Large otter trawl. Head rope 1.2m x 1.2m x 0.75m with netting or wire 12.5mm mesh										
1100746537	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:59.147+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-67.0	142.6	{}		1912.0	9.0	3.0	1912-09-03	247.0	247.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:59.147+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '17c2302f-2596-4537-b1cf-8b6d1ed8ef3a'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Australasian Antarctic Expedition	Gordon, Isabella			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	urn:australianmuseum.net.au:Events:1015285	17c2302f-2596-4537-b1cf-8b6d1ed8ef3a				Invertebrates - Marine & Other	1100746537	17c2302f-2596-4537-b1cf-8b6d1ed8ef3a		P.11153	AM								ANTARCTICA													7000	https://biodiversity.org.au/afd/taxa/fb2d4952-860c-4d2f-821c-f27ec2515c87		Ammothea gigantea		0.001								Adelie Land, Commonwealth Bay							ecatalogue.irn:1116672|urn:catalog:AM:Invertebrates - Marine & Other:P.11153	Ammothea gigantea Gordon, 1932	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/12}	ecatalogue.LocCollectionEventLocal: Antarctica, Adelie Land, Commonwealth Bay (67° 00' S, 142° 36' E) 03/09/1912 - 03/09/1912, Australasian Antarctic Expedition 1911-14;	Gordon, 1932					
1056862284	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:03.714+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 219', 'http://purl.org/dc/terms/created': '1187778647000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/4047f49a-b9c3-46cb-bc0a-b4a53415d988'}]}	PRESERVED_SPECIMEN		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE			{}								['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:03.714+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1216056'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 219', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/4047f49a-b9c3-46cb-bc0a-b4a53415d988'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		False						Pycnogonida		[]	[]			EUROPE		1216056			371	ZOO	1056862284	8e2a617e-e416-40b1-8f89-e89a90a350ec		1933.3.23.654	NHMUK																																			Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae						NHMUK:ecatalogue:1216056		"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014491426"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295355574000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Ammothea gigantea Gordon, 1932"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition, 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056862284"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"			HOLOTYPE				
1057206965	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:57.155+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 219', 'http://purl.org/dc/terms/created': '1187778647000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/4047f49a-b9c3-46cb-bc0a-b4a53415d988'}]}	PRESERVED_SPECIMEN		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE			{}								['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:57.155+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1216058'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 219', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/4047f49a-b9c3-46cb-bc0a-b4a53415d988'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		False						Pycnogonida		[]	[]			EUROPE		1216058			371	ZOO	1057206965	f43a4287-ae1e-4d6c-a777-0704c2cbd821		1933.3.23.655	NHMUK																																			Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae						NHMUK:ecatalogue:1216058		"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014491427"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295355576000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Ammothea gigantea Gordon, 1932"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Discovery Expedition, 1925-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057206965"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"			PARATYPE				
93983658	8647dc9a-f762-11e1-a439-00145eb45e9a	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-07-09T05:30:15.087+00:00	2024-07-09T05:30:58.959+00:00	322	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-68.5735	77.9221	{}	Southern Ocean							['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_NONE']	2024-07-09T05:30:58.959+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '86a4ef15-21c2-423c-a099-a64b77bab9a7'}]	[]	[]	[]			False	Tucker, M.J.|Burton, H.R.				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		86a4ef15-21c2-423c-a099-a64b77bab9a7		Vestfold Hills and Rauer Islands		TB	93983658	86a4ef15-21c2-423c-a099-a64b77bab9a7		TB-29	AADC					50.0	20.0	0.0				http://www.marinespecies.org/aphia.php?p=taxdetails&id=172915				PhysicalObject	2007-07-27T11:50:33.000+00:00					7000	https://biodiversity.org.au/afd/taxa/fb2d4952-860c-4d2f-821c-f27ec2515c87		Ammothea gigantea																							Sampling method - diving, plankton pump, plankton net	see http://data.aad.gov.au/metadata/records/AADC-00047		
4152768695	d8cd16ba-bb74-4420-821e-083f2bac17c2	ada9d123-ddb4-467d-8891-806ea8d94230		17a83780-3060-4851-9d6f-029d5fcb81c9	fbca90e3-8aed-48b1-84e3-369afbd000ce	GB	EML	2024-07-20T12:06:08.628+00:00	2024-07-20T12:50:08.335+00:00	175	{}	PRESERVED_SPECIMEN		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE			{}								['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T12:50:08.335+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'OP985847'}]	[]	[]	[]			True						Pycnogonida		[]	[]			EUROPE		OP985847					4152768695	OP985847		MNHN-IU-2016-1421																							https://www.ebi.ac.uk/ena/browser/view/Taxon:2714664			ASV:9cf9f4002a223b78dde2aea513ea37cc															UNVERIFIED: Ammothea gigantea voucher MNHN-IU-2016-1421 mitochondrion sequence, sequence.									https://www.ebi.ac.uk/ena/browser/view/OP985847	https://www.ebi.ac.uk/ena/browser/api/embl/OP985847
318003322	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.774+00:00	124	{}	OCCURRENCE		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-71.525	-12.425	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.774+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21526'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE						SOMBASE Pycnogonids	318003322			21526	BAS						504.0	0.0																																											
318003616	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.314+00:00	124	{}	OCCURRENCE		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-77.9666	178.0333	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.314+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21979'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE						SOMBASE Pycnogonids	318003616			21979	BAS						655.0	0.0																																											
318003617	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.314+00:00	124	{}	OCCURRENCE		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-78.2833	-177.9666	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.314+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21980'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE						SOMBASE Pycnogonids	318003617			21980	BAS						636.0	0.0																																											
318003618	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.314+00:00	124	{}	OCCURRENCE		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-78.4	-169.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.314+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21981'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE						SOMBASE Pycnogonids	318003618			21981	BAS						562.0	0.0																																											
318003619	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.316+00:00	124	{}	OCCURRENCE		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-64.2533	-61.4583	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.316+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21982'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE						SOMBASE Pycnogonids	318003619			21982	BAS						572.5	32.5																																											
