key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	projectId	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	organismQuantity	organismQuantityType	scientificNameID	verbatimEventDate	footprintWKT	language	type	modified	lifeStage	identificationRemarks	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	coordinatePrecision	stateProvince	originalNameUsage	dateIdentified	higherGeography	datasetName	rightsHolder	nomenclaturalCode	verbatimLocality	higherClassification	georeferenceProtocol	verbatimCoordinateSystem	locationID	sex	occurrenceRemarks	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	locationRemarks	nameAccordingTo	typeStatus	fieldNotes	bibliographicCitation	references	associatedSequences
4851017387	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.872+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-63.742664	-55.2064123	{}	Weddell Sea	2022.0	1.0	29.0	2022-01-29	29.0	29.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.872+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'b88f1b8a-cbef-49f5-bb09-2844e13eec78'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003651_2.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003651_1.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7337	b88f1b8a-cbef-49f5-bb09-2844e13eec78	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Weddell Sea	7337	OBFc	4851017387	b88f1b8a-cbef-49f5-bb09-2844e13eec78	510.0 - 511.0 m	INV0003651	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																																															
3386516800	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.809+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-63.8083	-58.0679	{}		2018.0	3.0	6.0	2018-03-06	65.0	65.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.809+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR17003a_334'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR17003a	JR17003a_334	https://ror.org/01rhff309		JR17003a_046		3386516800	JR17003a_334		JR17003a_334	BAS				GOIPG/2019/4020	286.0	857.0	13.0	ANTARCTICA	1.0	individuals	urn:lsid:marinespecies.org:taxname:172915	6/3/2018	LINESTRING (-58.06523 -63.80603, -58.07064 -63.81058)	en	PhysicalObject																																			
4035812427	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:51.005+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1932', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothea;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Gordon, 1932', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|571138', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothea', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'gigantea', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|65311', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothea gigantea Gordon, 1932'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-66.610001	140.026672	{}		2016.0	1.0	5.0	2016-01-05	5.0	5.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:51.005+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1421'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	True	Hourdez S.	Sabroux R.			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1421		Ile Bernard	POLARIS 2016/Plongée	IU	4035812427	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1421		2016-1421	MNHN			10.15468/qgvvhd			30.0										2015-09-14T11:48:00.000+00:00																																		
3386517135	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.837+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-70.7886	-10.6732	{}		2011.0	3.0	22.0	2011-03-22	81.0	81.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.837+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ANTXXVII/3_PS77_1265_2.3.3'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/30175/1/644-2012%20ANT27-3%20RKnust.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS77	ANTXXVII/3_PS77_1265_2.3.3	https://ror.org/01rhff309		PS77_PS77/265-2		3386517135	ANTXXVII/3_PS77_1265_2.3.3		ANTXXVII/3_PS77_1265_2.3.3	BAS				GOIPG/2019/4020	578.0	635.0	2.0		1.0	individuals	urn:lsid:marinespecies.org:taxname:172915	22/03/2011	LINESTRING (-10.670167 -70.79367, -10.67616667 -70.7835)	en	PhysicalObject		Juvenile	scapes short and many spines on proboscis, small so probably a juvenile.																																
3466772389	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:15.380+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	2118553	1	54	354	9477065	6313	2118547	5166758	5166758	Magnammothea gigantea Fry & Hedgpeth, 1969	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Magnammothea	gigantea	SPECIES	SYNONYM	NE			{}		2008.0	1.0	14.0	2008-01-14	14.0	14.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']	2024-06-23T06:51:15.380+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '434bec35-7e14-4a99-8e41-9eb01fd0c841'}]	[]	[]	[]			False						Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 70	434bec35-7e14-4a99-8e41-9eb01fd0c841					3466772389	434bec35-7e14-4a99-8e41-9eb01fd0c841									971.5		ANTARCTICA	1.0	Individuals	urn:lsid:marinespecies.org:taxname:268002	1/14/2008							ASAC_3010_0617	IU-2007-41b	7000	https://biodiversity.org.au/afd/taxa/fb2d4952-860c-4d2f-821c-f27ec2515c87	Species	Ammothea gigantea	268002																									
3466773068	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:22.708+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE			{}		2008.0	1.0	14.0	2008-01-14	14.0	14.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:22.708+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '75518b0e-99b0-4043-8db3-1def143c1449'}]	[]	[]	[]			False						Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 15	75518b0e-99b0-4043-8db3-1def143c1449					3466773068	75518b0e-99b0-4043-8db3-1def143c1449									902.56		ANTARCTICA	2.0	Individuals	urn:lsid:marinespecies.org:taxname:172915	1/14/2008							ASAC_3010_0705	IU-2007-74c	7000	https://biodiversity.org.au/afd/taxa/fb2d4952-860c-4d2f-821c-f27ec2515c87	Species	Ammothea gigantea	172915																									
3466772573	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:18.822+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE			{}		2008.0	1.0	14.0	2008-01-14	14.0	14.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:18.822+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cc70e8d7-13e3-45b6-b116-a962779ce5eb'}]	[]	[]	[]			False						Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 15B	cc70e8d7-13e3-45b6-b116-a962779ce5eb					3466772573	cc70e8d7-13e3-45b6-b116-a962779ce5eb									902.56		ANTARCTICA	1.0	Individuals	urn:lsid:marinespecies.org:taxname:172915	1/14/2008							ASAC_3010_0218	CEA52	7000	https://biodiversity.org.au/afd/taxa/fb2d4952-860c-4d2f-821c-f27ec2515c87	Species	Ammothea gigantea	172915																									
3466772832	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.666+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE			{}		2007.0	12.0	22.0	2007-12-22	356.0	356.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:20.666+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0302f4a6-9683-402b-88c9-489714977360'}]	[]	[]	[]			False						Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 27	0302f4a6-9683-402b-88c9-489714977360					3466772832	0302f4a6-9683-402b-88c9-489714977360									433.28		ANTARCTICA	1.0	Individuals	urn:lsid:marinespecies.org:taxname:172915	12/22/2007							ASAC_3010_0539	IU-2007-316	7000	https://biodiversity.org.au/afd/taxa/fb2d4952-860c-4d2f-821c-f27ec2515c87	Species	Ammothea gigantea	172915																									
240911975	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:55.802+00:00	242	{}	HUMAN_OBSERVATION		PRESENT	2118553	1	54	354	9477065	6313	2118547	5166758	5166758	Magnammothea gigantea Fry & Hedgpeth, 1969	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Magnammothea	gigantea	SPECIES	SYNONYM	NE	-71.525	-12.425	{}		1996.0	2.0	28.0	1996-02-28	59.0	59.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:55.802+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2441'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2441		Kapp Norvegia area		Weddell Sea macrozoobenthos EASIZ I	240911975	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2441		2441	AWI						504.0	0.0				urn:lsid:marinespecies.org:taxname:268002					2010-05-11T18:09:00.000+00:00			IMIS:dasid:2432																															
4902201009	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:54.461+00:00	374	{}	PRESERVED_SPECIMEN		PRESENT	5166758	1	54	354	9477065	6313	2118547	5166758	5166758	Ammothea gigantea Gordon, 1932	Ammothea gigantea Gordon, 1932	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea gigantea	Ammothea	gigantea	SPECIES	ACCEPTED	NE	-68.6	77.97	{}		1982.0	8.0	7.0	1982-08-07	219.0	219.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:54.461+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ca3b51dd-af1a-48bf-ae58-e021df98a4d8'}]	[]	[]	[]	50af0502-76a6-4b30-b9f6-cf317562945f		False	Tucker, M.J.	D.A. Staples			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		ca3b51dd-af1a-48bf-ae58-e021df98a4d8		Davis Station: Base Location B		invertebrates	4902201009	ca3b51dd-af1a-48bf-ae58-e021df98a4d8		J2301	TMAG					100000.0																7000	https://biodiversity.org.au/afd/taxa/fb2d4952-860c-4d2f-821c-f27ec2515c87		Ammothea gigantea		0.1	Australian Antarctic Territory	Ammothea gigantea																						
