key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	islandGroup	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	nameAccordingTo	collectionID
4399690566	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.079+00:00	69	{}	PRESERVED_SPECIMEN	2	PRESENT	4338315	1	54	354	9477065	6316	2117290	4338315	4338315	Anoplodactylus globotuberculosus Turpaeva, 2006	Anoplodactylus globotuberculosus Turpaeva, 2006	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus globotuberculosus	Anoplodactylus	globotuberculosus	SPECIES	ACCEPTED	NE	49.2048911	154.6057097	{}	Sea of Okhotsk	1987	8	27	1987-08-27	239	239	HOLOTYPE	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.079+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '901be043-50f0-4913-b16b-9765e441251c'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001244.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001244label.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Tihookeanskii	Turpaeva, Elena	EtOH 75%	Dredge	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Tihookeanskii__st.373	901be043-50f0-4913-b16b-9765e441251c	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kuril Islands	Krenitsyn Strait, Kurile Isls	373	OBFc	4399690566	901be043-50f0-4913-b16b-9765e441251c	70.0 m	INV0001244	IORAS	IORAS	Turpaeva, E.P. (2006). Shallow-water sea spiders (Pycnogonida) from the Kuril, Commander and Yamskii Islands. 4. Phoxichilidiidae family. Zoologicheskii zhurnal 85(4): 448-461.	fd699988-ab5d-4737-9443-9085cea191d2
4406604401	062b1492-5e8a-4b56-89f9-300bc06bba5d	9abe4949-29aa-450e-b767-b2788f66e04d		da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-04-16T14:00:19.862+00:00	2024-04-16T14:00:42.053+00:00	141	{}	PRESERVED_SPECIMEN	2	PRESENT	4338315	1	54	354	9477065	6316	2117290	4338315	4338315	Anoplodactylus globotuberculosus Turpaeva, 2006	Anoplodactylus globotuberculosus Turpaeva, 2006	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus globotuberculosus	Anoplodactylus	globotuberculosus	SPECIES	ACCEPTED	NE	49.2048911	154.6057097	{}		1987	8	27	1987-08-27	239	239	HOLOTYPE	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-04-16T14:00:42.053+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '901be043-50f0-4913-b16b-9765e441251c'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001244.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001244label.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Tihookeanskii	Turpaeva, Elena	EtOH 75%	Dredge	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Tihookeanskii__st.373	901be043-50f0-4913-b16b-9765e441251c	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kuril Islands	Krenitsyn Strait, Kurile Isls	373	OBFc	4406604401	901be043-50f0-4913-b16b-9765e441251c	70.0 m	INV0001244	IORAS	IORAS	Turpaeva, E.P. (2006). Shallow-water sea spiders (Pycnogonida) from the Kuril, Commander and Yamskii Islands. 4. Phoxichilidiidae family. Zoologicheskii zhurnal. 85(4): 448-461.	fd699988-ab5d-4737-9443-9085cea191d2
4399690649	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.093+00:00	69	{}	PRESERVED_SPECIMEN	6	PRESENT	4338315	1	54	354	9477065	6316	2117290	4338315	4338315	Anoplodactylus globotuberculosus Turpaeva, 2006	Anoplodactylus globotuberculosus Turpaeva, 2006	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus globotuberculosus	Anoplodactylus	globotuberculosus	SPECIES	ACCEPTED	NE	47.8498858	153.0934041	{}	Pacific Ocean	1987	8	19	1987-08-19	231	231		['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.093+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'fb05dc76-d05b-4bbd-adef-6b829179f0ad'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Tihookeanskii	Turpaeva, Elena	EtOH 75%	Dredge	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Tihookeanskii__st.304	fb05dc76-d05b-4bbd-adef-6b829179f0ad	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kuril Islands	Nadezhda Strait,  Matua - Rasshua Isls., Kuriles	304	OBFc	4399690649	fb05dc76-d05b-4bbd-adef-6b829179f0ad	215.0 m	INV0001282	IORAS	IORAS		fd699988-ab5d-4737-9443-9085cea191d2
