key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	individualCount	identifiedBy	preparations	type	modified	collectionKey	verbatimEventDate	locality	elevation	elevationAccuracy	depth	depthAccuracy	higherGeography	datasetName	rightsHolder	institutionID	nomenclaturalCode	fieldNumber	language	locationID	ownerInstitutionCode	higherClassification	waterBody	collectionID	lifeStage	habitat	verbatimDepth	typeStatus	references	datasetID	scientificNameID	bibliographicCitation
1100762858	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:29.419+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		5166744	1	54	354	9477065	6313	2118215	5166744	5166744	Nymphopsis acinacispinatus Williams, 1933	Nymphopsis acinacispinatus Williams, 1933	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis acinacispinatus	Nymphopsis	acinacispinatus	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-28.61333	153.62999	1e-05	1000.0	OCEANIA	New South Wales	{}	1992.0	3.0	3.0	1992-03-03	63.0	63.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:29.419+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '701f7d13-d302-4f89-90d9-a6f47a27f6e2'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062932|urn:catalog:AM:Invertebrates - Marine & Other:P.42878	Australian Museum|Invertebrates, Marine	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1062625	701f7d13-d302-4f89-90d9-a6f47a27f6e2	Nymphopsis acinacispinatus Williams, 1933	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Byron Bay, 100 m north-west of Julian Rocks	Invertebrates - Marine & Other	1100762858	701f7d13-d302-4f89-90d9-a6f47a27f6e2	P.42878	ecatalogue.LocCollectionEventLocal: [NSW 641] Australia, New South Wales, Byron Bay, 100 m north-west of Julian Rocks (28° 36' 48 S, 153° 37' 48 E) 03/03/1992 - 03/03/1992, hand collected on SCUBA;	AM	https://biodiversity.org.au/afd/taxa/32d9e4f5-0637-445d-b6dc-a1eda607c792	Nymphopsis acinacispinatus	Williams, 1933		Krapp, F																														
1272713492	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:41.136+00:00	381	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Marmach, Michael', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'fc24b3a8-e9ac-4d9a-9d90-8bf424740d77', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/identifier': 'https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=fd491570-adb6-4815-827a-6fbe2566e042'}]}	PRESERVED_SPECIMEN	PRESENT		5166744	1	54	354	9477065	6313	2118215	5166744	5166744	Nymphopsis acinacispinatus Williams, 1933	Nymphopsis acinacispinatus Williams, 1933	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis acinacispinatus	Nymphopsis	acinacispinatus	SPECIES	ACCEPTED	NE	1996-01-01T00:00:00	-38.27	144.67			OCEANIA	Victoria	{}	1991.0	3.0	2.0	1991-03-02	61.0	61.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:41.136+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'fc24b3a8-e9ac-4d9a-9d90-8bf424740d77'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Marmach, Michael', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'identifier': 'https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=fd491570-adb6-4815-827a-6fbe2566e042'}]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False		Museum Victoria|Bardsley, M. Tania|Museum Victoria	SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	CRUST 117	fc24b3a8-e9ac-4d9a-9d90-8bf424740d77		7000		Port Phillip Bay, Queenscliff, Pilot Boat Jetty	Invertebrates	1272713492	fc24b3a8-e9ac-4d9a-9d90-8bf424740d77	J20953		NMV	https://biodiversity.org.au/afd/taxa/32d9e4f5-0637-445d-b6dc-a1eda607c792	Nymphopsis acinacispinatus		1.0	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%	PhysicalObject	2019-10-30T14:58:00.000+00:00			Port Phillip Bay, Queenscliff, Pilot Boat Jetty			2.5	0.5	Australia|Victoria	CRUST	Museums Victoria	urn:lsid:biocol.org:col:34978	ICZN	CRUST 117	en	CRUST 117	NMV	Arthropoda | Chelicerata | Pycnogonida | Ammotheidae										
1100762945	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:23.694+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	5166744	1	54	354	9477065	6313	2118215	5166744	5166744	Nymphopsis acinacispinatus Williams, 1933	Nymphopsis acinacispinatus Williams, 1933	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis acinacispinatus	Nymphopsis	acinacispinatus	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-38.783	143.67499	1e-05	1000.0	OCEANIA	Victoria	{}	1988.0	4.0	25.0	1988-04-25	116.0	116.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:23.694+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '69f44a09-981d-4f3d-b9c8-827c15aa38b6'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062985|urn:catalog:AM:Invertebrates - Marine & Other:P.42966	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1075591	69f44a09-981d-4f3d-b9c8-827c15aa38b6	Nymphopsis acinacispinatus Williams, 1933	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Apollo Bay, Henty Reef	Invertebrates - Marine & Other	1100762945	69f44a09-981d-4f3d-b9c8-827c15aa38b6	P.42966	ecatalogue.LocCollectionEventLocal: [VIC-11] Australia, Victoria, Apollo Bay, Henty Reef (38° 47' S, 143° 40' 30 E) 25/04/1988 - 25/04/1988, Springthorpe, Roger Tenison - Australian Museum - Marine Invertebrates(Collector), Berents, Dr Penelope Blackburne - Australian Museum - Marine Inver;	AM	https://biodiversity.org.au/afd/taxa/32d9e4f5-0637-445d-b6dc-a1eda607c792	Nymphopsis acinacispinatus	Williams, 1933		Krapp, F																														
1100762974	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:50.403+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		5166744	1	54	354	9477065	6313	2118215	5166744	5166744	Nymphopsis acinacispinatus Williams, 1933	Nymphopsis acinacispinatus Williams, 1933	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis acinacispinatus	Nymphopsis	acinacispinatus	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-38.783	143.67499	1e-05	1000.0	OCEANIA	Victoria	{}	1988.0	4.0	25.0	1988-04-25	116.0	116.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:50.403+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd17efd4d-1021-459f-8309-c05ce8d5926f'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062983|urn:catalog:AM:Invertebrates - Marine & Other:P.42962	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1075566	d17efd4d-1021-459f-8309-c05ce8d5926f	Nymphopsis acinacispinatus Williams, 1933	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Apollo Bay, Henty Reef	Invertebrates - Marine & Other	1100762974	d17efd4d-1021-459f-8309-c05ce8d5926f	P.42962	ecatalogue.LocCollectionEventLocal: [VIC 7] Australia, Victoria, Apollo Bay, Henty Reef (38° 47' S, 143° 40' 30 E) 25/04/1988 - 25/04/1988, Springthorpe, Roger Tenison - Australian Museum - Marine Invertebrates(Collector), Berents, Dr Penelope Blackburne - Australian Museum - Marine Invert;	AM	https://biodiversity.org.au/afd/taxa/32d9e4f5-0637-445d-b6dc-a1eda607c792	Nymphopsis acinacispinatus	Williams, 1933		Krapp, F																														
1100762943	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:20.224+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	5166744	1	54	354	9477065	6313	2118215	5166744	5166744	Nymphopsis acinacispinatus Williams, 1933	Nymphopsis acinacispinatus Williams, 1933	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis acinacispinatus	Nymphopsis	acinacispinatus	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-38.783	143.67499	1e-05	1000.0	OCEANIA	Victoria	{}	1988.0	5.0	3.0	1988-05-03	124.0	124.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:20.224+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '183bbc0d-2456-4063-b441-8f143c5a41dd'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1120346|urn:catalog:AM:Invertebrates - Marine & Other:P.42965	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1075559	183bbc0d-2456-4063-b441-8f143c5a41dd	Nymphopsis acinacispinatus Williams, 1933	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Mounts Bay, north-west side of Henty Reef	Invertebrates - Marine & Other	1100762943	183bbc0d-2456-4063-b441-8f143c5a41dd	P.42965	ecatalogue.LocCollectionEventLocal: [VIC 63] Australia, Victoria, Mounts Bay, north-west side of Henty Reef (38° 47' S, 143° 40' 30 E) 03/05/1988 - 03/05/1988;	AM	https://biodiversity.org.au/afd/taxa/32d9e4f5-0637-445d-b6dc-a1eda607c792	Nymphopsis acinacispinatus	Williams, 1933		Krapp, F																														
1100762966	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:00.425+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	5166744	1	54	354	9477065	6313	2118215	5166744	5166744	Nymphopsis acinacispinatus Williams, 1933	Nymphopsis acinacispinatus Williams, 1933	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis acinacispinatus	Nymphopsis	acinacispinatus	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-38.783	143.67499	1e-05	1000.0	OCEANIA	Victoria	{}	1988.0	5.0	3.0	1988-05-03	124.0	124.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:00.425+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'fe97a417-c1de-4007-abdd-6bcc713ab2a1'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062972|urn:catalog:AM:Invertebrates - Marine & Other:P.42935	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1075556	fe97a417-c1de-4007-abdd-6bcc713ab2a1	Nymphopsis acinacispinatus Williams, 1933	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Mounts Bay, north-west side of Henty Reef	Invertebrates - Marine & Other	1100762966	fe97a417-c1de-4007-abdd-6bcc713ab2a1	P.42935	ecatalogue.LocCollectionEventLocal: [VIC 62] Australia, Victoria, Mounts Bay, north-west side of Henty Reef (38° 47' S, 143° 40' 30 E) 03/05/1988 - 03/05/1988;	AM	https://biodiversity.org.au/afd/taxa/32d9e4f5-0637-445d-b6dc-a1eda607c792	Nymphopsis acinacispinatus	Williams, 1933		Krapp, F																														
1100763084	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:45.288+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		5166744	1	54	354	9477065	6313	2118215	5166744	5166744	Nymphopsis acinacispinatus Williams, 1933	Nymphopsis acinacispinatus Williams, 1933	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis acinacispinatus	Nymphopsis	acinacispinatus	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-21.983	113.916	0.001	1000.0	OCEANIA	Western Australia	{}	1984.0	1.0	2.0	1984-01-02	2.0	2.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:45.288+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '74b75829-e4f7-49bb-85a5-54c365b654d7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063054|urn:catalog:AM:Invertebrates - Marine & Other:P.43134	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	hand collected intertidally	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1075863	74b75829-e4f7-49bb-85a5-54c365b654d7	Nymphopsis acinacispinatus Williams, 1933	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Cape Range National Park, inshore limestone reef off Neds Camp	Invertebrates - Marine & Other	1100763084	74b75829-e4f7-49bb-85a5-54c365b654d7	P.43134	ecatalogue.LocCollectionEventLocal: [WA 362] Australia, Western Australia, Cape Range National Park, inshore limestone reef off Neds Camp (21° 59' S, 113° 55' E) 02/01/1984 - 02/01/1984, hand collected intertidally;	AM	https://biodiversity.org.au/afd/taxa/32d9e4f5-0637-445d-b6dc-a1eda607c792	Nymphopsis acinacispinatus	Williams, 1933		Krapp, F																														
1100783960	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:08.898+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		5166744	1	54	354	9477065	6313	2118215	5166744	5166744	Nymphopsis acinacispinatus Williams, 1933	Nymphopsis acinacispinatus Williams, 1933	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis acinacispinatus	Nymphopsis	acinacispinatus	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-19.07318	118.79152	1e-05	5.0		Western Australia	{}	1983.0	10.0	30.0	1983-10-30	303.0	303.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:08.898+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2ad22fbd-6c1e-4778-bce2-49837420dce2'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1197702|urn:catalog:AM:Invertebrates - Marine & Other:P.73397	CSIRO Fisheries	epibenthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1082437	2ad22fbd-6c1e-4778-bce2-49837420dce2	Nymphopsis acinacispinatus Williams, 1933	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27}	North West Shelf	Invertebrates - Marine & Other	1100783960	2ad22fbd-6c1e-4778-bce2-49837420dce2	P.73397	ecatalogue.LocCollectionEventLocal: [05-B6-S] Australia, Western Australia, North West Shelf (19° 04' 05 S, 118° 47' 47 E) 30/10/1983 - 30/10/1983, epibenthic sled, Field Collected - Aquatic, CSIRO North-West Shelf project;	AM	https://biodiversity.org.au/afd/taxa/32d9e4f5-0637-445d-b6dc-a1eda607c792	Nymphopsis acinacispinatus	Williams, 1933		Arango, C - Australian Museum - Marine Invertebrates																														
1100763075	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:43.249+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	5166744	1	54	354	9477065	6313	2118215	5166744	5166744	Nymphopsis acinacispinatus Williams, 1933	Nymphopsis acinacispinatus Williams, 1933	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis acinacispinatus	Nymphopsis	acinacispinatus	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.783	152.116	0.001	10000.0	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.110_1', 'name': 'Port Stephens'}}	1981.0	1.0	16.0	1981-01-16	16.0	16.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:43.249+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '00534429-fa22-45cf-aab9-11da82108e44'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1159599|urn:catalog:AM:Invertebrates - Marine & Other:P.43101	Lowry, J.K.|Springthorpe, R.T.		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1061952	00534429-fa22-45cf-aab9-11da82108e44	Nymphopsis acinacispinatus Williams, 1933	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Morna Point, tide pool open to sea	Invertebrates - Marine & Other	1100763075	00534429-fa22-45cf-aab9-11da82108e44	P.43101	ecatalogue.LocCollectionEventLocal: [NSW 144] Australia, New South Wales, Morna Point, tide pool open to sea (32° 47' S, 152° 07' E) 16/01/1981 - 16/01/1981;	AM	https://biodiversity.org.au/afd/taxa/32d9e4f5-0637-445d-b6dc-a1eda607c792	Nymphopsis acinacispinatus	Williams, 1933		Krapp, F																														
1100763065	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:55.200+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	5166744	1	54	354	9477065	6313	2118215	5166744	5166744	Nymphopsis acinacispinatus Williams, 1933	Nymphopsis acinacispinatus Williams, 1933	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis acinacispinatus	Nymphopsis	acinacispinatus	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.783	152.116	0.001	10000.0	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.110_1', 'name': 'Port Stephens'}}	1981.0	1.0	16.0	1981-01-16	16.0	16.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:55.200+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0d4ec7e6-c531-4e7f-81b2-949880d674df'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063029|urn:catalog:AM:Invertebrates - Marine & Other:P.43100	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1061928	0d4ec7e6-c531-4e7f-81b2-949880d674df	Nymphopsis acinacispinatus Williams, 1933	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Morna Point, tide pool open to sea	Invertebrates - Marine & Other	1100763065	0d4ec7e6-c531-4e7f-81b2-949880d674df	P.43100	ecatalogue.LocCollectionEventLocal: [NSW 141] Australia, New South Wales, Morna Point, tide pool open to sea (32° 47' S, 152° 07' E) 16/01/1981 - 16/01/1981;	AM	https://biodiversity.org.au/afd/taxa/32d9e4f5-0637-445d-b6dc-a1eda607c792	Nymphopsis acinacispinatus	Williams, 1933		Krapp, F																														
