key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	sex	stateProvince	waterBody	higherGeography	institutionKey	vernacularName	county	language	type	higherClassification
4055768979	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:08.467+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2118401	1	54	354	9477065	6313	2118396	2118401	2118401	Achelia kiiensis Utinomi, 1951	Achelia kiiensis Utinomi, 1951	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia kiiensis	Achelia	kiiensis	SPECIES	ACCEPTED	NE	33.7	135.37	7.5	2.5	ASIA	{}	1938	4	15	1938-04-15	105	105	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:08.467+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=602	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_602'}]	[]	[]	[]	True	https://marineinfo.org/id/dataset/5184	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_602	sm_id_602	urn:lsid:marinespecies.org:taxname:239799	WoRMS Editorial Board	Pacific Ocean	4055768979	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Achelia kiiensis</i> Utinomi, 1951. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239799	WoRMS Editorial Board:WoRMS type localities:sm_id_602										
699149244	5318e238-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862		82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:34.707+00:00	2024-01-24T18:20:43.222+00:00	302	{}	PRESERVED_SPECIMEN	PRESENT	2118401	1	54	354	9477065	6313	2118396	2118401	2118401	Achelia kiiensis Utinomi, 1951	Achelia kiiensis Utinomi, 1951	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia kiiensis	Achelia	kiiensis	SPECIES	ACCEPTED	NE			7.5	2.5		{}	1928	4	15	1928-04-15	106	106	HOLOTYPE	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2013-04-17T17:24:01.000+00:00	2024-01-24T18:20:43.222+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '49'}]	[]	[]	[]	True			Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	49	58		SMBL	Seto, S. of Tanabe Bay	699149244	Type		95f763fe-f8b6-11e6-891c-70e2840fc270	MALE	Wakayama	Pacific	Pacific|Japan|Wakayama|Nishimuro-gun Shirahamacho|Seto, S. of Tanabe Bay	ade773d3-c637-4fd1-be56-c1ebecb4908f	キイイソウミグモ	Nishimuro-gun Shirahamacho	en	text	Animalia|Arthropoda|Pycnogonida|Ascorhynchomorpha|Ammotheidae|Achelia|kiiensis
