key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	http://unknown.org/captive	identificationID	networkKeys	coordinatePrecision	depth	depthAccuracy	datasetID	scientificNameID	institutionID	locality	fieldNumber	language	type	verbatimDepth	waterBody	county	individualCount	institutionKey	verbatimIdentification	collectionKey	preparations	eventID	islandGroup	ownerInstitutionCode	collectionID	samplingProtocol	higherGeography	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	recordNumber	bibliographicCitation	occurrenceRemarks	sex	otherCatalogNumbers	http://unknown.org/recordID	rights	http://unknown.org/recordEnteredBy	lifeStage	dynamicProperties	municipality	associatedReferences	taxonRemarks	vernacularName	georeferencedDate	nomenclaturalCode	georeferenceRemarks	disposition	previousIdentifications	accessRights	georeferenceSources	georeferencedBy	locationAccordingTo	organismID	identificationQualifier	identificationRemarks	parentEventID	typeStatus	dataGeneralizations	locationRemarks	georeferenceVerificationStatus	footprintWKT	footprintSRS
3127653959	93efc16a-7eb1-4792-bdec-de1ea69b8c65	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9	5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2024-07-17T23:36:27.118+00:00	2024-07-17T23:36:42.236+00:00	160	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		49.158333	-66.425		NORTH_AMERICA		{}	1983.0	8.0	17.0	1983-08-17	229.0	229.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-17T23:36:42.236+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DFO_MLI_MuseumCollection_9534'}]	[]	[]	[]	False	DFO Quebec Region MLI museum collection			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	His Majesty the King in right of Canada, as represented by the Minister of Fisheries and Oceans	DFO_MLI_MuseumCollection_9534				MuseumCollection	3127653959	DFO_MLI_MuseumCollection_9534	083_00101	9534	IML						10.4	0.5999999999999996	dfo_que_mli_museum	urn:lsid:marinespecies.org:taxname:158476	https://edmo.seadatanet.org/report/4160	Saint-Joachim-de-Tourelle	TRISTAN 83-33	en	PhysicalObject				20.0	2ae7293d-9c89-46ee-9aa8-ea116dacad3f	Achelia spinosa																																													
1318053794	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:21.557+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.2967	-81.6633				{}	1982.0	12.0	11.0	1982-12-11	345.0	345.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:37:21.557+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/325a2f35e-27d8-479e-9dc1-34010150a41b'}]	[]	[]	[]	False	NMNH Extant Biology	Mote Marine Lab For BLM / MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/325a2f35e-27d8-479e-9dc1-34010150a41b		11 DEC 1982		IZ	1318053794	http://n2t.net/ark:/65665/325a2f35e-27d8-479e-9dc1-34010150a41b		USNM 282160	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		14.0	0.0			urn:lsid:biocol.org:col:34871	Off Florida	3/II-52(75M)-BCI				North Atlantic Ocean, Gulf of Mexico		1.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States	unknown, from legacy	Degrees Minutes Seconds	52-75M	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
1318136754	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:36.671+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.2967	-81.6633				{}	1982.0	12.0	10.0	1982-12-10	344.0	344.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:38:36.671+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3294e3dac-73aa-4c48-b86e-9ed7ee84471c'}]	[]	[]	[]	False	NMNH Extant Biology	Mote Marine Lab For BLM / MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3294e3dac-73aa-4c48-b86e-9ed7ee84471c		10 DEC 1982		IZ	1318136754	http://n2t.net/ark:/65665/3294e3dac-73aa-4c48-b86e-9ed7ee84471c		USNM 282155	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		14.0	0.0			urn:lsid:biocol.org:col:34871	Off Florida	3/II-52(5M)-BCI				North Atlantic Ocean, Gulf of Mexico		2.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States	unknown, from legacy	Degrees Minutes Seconds	52-5M	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
1318145523	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:36.029+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.2967	-81.6633				{}	1982.0	12.0	10.0	1982-12-10	344.0	344.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:38:36.029+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/329b2043e-1f38-4719-b4df-d6997f4f45e3'}]	[]	[]	[]	False	NMNH Extant Biology	Continental Shelf Associates for BLM/ MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/329b2043e-1f38-4719-b4df-d6997f4f45e3		10 DEC 1982		IZ	1318145523	http://n2t.net/ark:/65665/329b2043e-1f38-4719-b4df-d6997f4f45e3		USNM 282161	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		14.0	0.0			urn:lsid:biocol.org:col:34871	Off Florida	3/II-52-Q(28-36)				North Atlantic Ocean, Gulf of Mexico		1.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States	unknown, from legacy	Degrees Minutes Seconds	52	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
1318233173	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:08.074+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.2967	-81.6633				{}	1982.0	12.0	11.0	1982-12-11	345.0	345.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:37:08.074+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32d949d05-acbc-475f-af87-78c78beca689'}]	[]	[]	[]	False	NMNH Extant Biology	Mote Marine Lab For BLM / MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/32d949d05-acbc-475f-af87-78c78beca689		11 DEC 1982		IZ	1318233173	http://n2t.net/ark:/65665/32d949d05-acbc-475f-af87-78c78beca689		USNM 282158	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		14.0	0.0			urn:lsid:biocol.org:col:34871	Off Florida	3/II-52(75M)-BCI				North Atlantic Ocean, Gulf of Mexico		1.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States	unknown, from legacy	Degrees Minutes Seconds	52-75M	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
1318404428	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:56.224+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.3417	-81.8583			Florida	{}	1982.0	12.0	8.0	1982-12-08	342.0	342.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:38:56.224+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3352b7b17-d637-4e32-a9b3-a7cdc8cade15'}]	[]	[]	[]	False	NMNH Extant Biology	Mote Marine Lab For BLM / MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3352b7b17-d637-4e32-a9b3-a7cdc8cade15				IZ	1318404428	http://n2t.net/ark:/65665/3352b7b17-d637-4e32-a9b3-a7cdc8cade15		USNM 282153	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		16.0	0.0			urn:lsid:biocol.org:col:34871	off Florida	MMS-SOFLA/3/II-50-BCI				North Atlantic Ocean, Gulf of Mexico		1.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States, Florida	unknown, from legacy	Degrees Minutes Seconds	50	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
1319092984	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:21.914+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.5911	-81.7706				{}	1982.0	12.0	12.0	1982-12-12	346.0	346.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:37:21.914+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3539eafef-e5e6-4ca4-8a0b-039722a313d7'}]	[]	[]	[]	False	NMNH Extant Biology	Mote Marine Lab For BLM / MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3539eafef-e5e6-4ca4-8a0b-039722a313d7		12 DEC 1982		IZ	1319092984	http://n2t.net/ark:/65665/3539eafef-e5e6-4ca4-8a0b-039722a313d7		USNM 282152	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		12.0	0.0			urn:lsid:biocol.org:col:34871	Off Florida	3/II-49-BCI				North Atlantic Ocean, Gulf of Mexico		1.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States	unknown, from legacy	Degrees Minutes Seconds	49	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
1319579783	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:55.784+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.0886	-81.5281				{}	1982.0	12.0	8.0	1982-12-08	342.0	342.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:38:55.784+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3692b431a-991e-4c3e-9763-c11c04dd59d3'}]	[]	[]	[]	False	NMNH Extant Biology	Mote Marine Lab For BLM / MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3692b431a-991e-4c3e-9763-c11c04dd59d3		08 DEC 1982		IZ	1319579783	http://n2t.net/ark:/65665/3692b431a-991e-4c3e-9763-c11c04dd59d3		USNM 282164	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		10.0	0.0			urn:lsid:biocol.org:col:34871	Off Florida	3/II-53-BCI				North Atlantic Ocean, Gulf of Mexico		1.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States	unknown, from legacy	Degrees Minutes Seconds	53	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
1319690069	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:03.711+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.2967	-81.6633				{}	1982.0	12.0	10.0	1982-12-10	344.0	344.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:38:03.711+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/36e0781cd-81c3-4849-ab67-8d43564c8a75'}]	[]	[]	[]	False	NMNH Extant Biology	Continental Shelf Associates for BLM/ MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/36e0781cd-81c3-4849-ab67-8d43564c8a75		10 DEC 1982		IZ	1319690069	http://n2t.net/ark:/65665/36e0781cd-81c3-4849-ab67-8d43564c8a75		USNM 282163	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		14.0	0.0			urn:lsid:biocol.org:col:34871	Off Florida	3/II-52-Q(28-36)				North Atlantic Ocean, Gulf of Mexico		1.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States	unknown, from legacy	Degrees Minutes Seconds	52	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
1320258205	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:25.801+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.2967	-81.6633				{}	1982.0	12.0	11.0	1982-12-11	345.0	345.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:39:25.801+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38727e5e5-7d30-4518-aa8e-9e365bedc8bc'}]	[]	[]	[]	False	NMNH Extant Biology	Mote Marine Lab For BLM / MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/38727e5e5-7d30-4518-aa8e-9e365bedc8bc		11 DEC 1982		IZ	1320258205	http://n2t.net/ark:/65665/38727e5e5-7d30-4518-aa8e-9e365bedc8bc		USNM 282157	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		14.0	0.0			urn:lsid:biocol.org:col:34871	Off Florida	3/II-52(75M)-BCI				North Atlantic Ocean, Gulf of Mexico		1.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States	unknown, from legacy	Degrees Minutes Seconds	52-75M	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
1320689695	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:23.590+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.2967	-81.6633				{}	1982.0	12.0	11.0	1982-12-11	345.0	345.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:38:23.590+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39a445316-032c-4e87-b0ce-d0e7c450bbd3'}]	[]	[]	[]	False	NMNH Extant Biology	Mote Marine Lab For BLM / MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/39a445316-032c-4e87-b0ce-d0e7c450bbd3		11 DEC 1982		IZ	1320689695	http://n2t.net/ark:/65665/39a445316-032c-4e87-b0ce-d0e7c450bbd3		USNM 282156	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		14.0	0.0			urn:lsid:biocol.org:col:34871	Off Florida	3/II-52(75M)-BCI				North Atlantic Ocean, Gulf of Mexico		1.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States	unknown, from legacy	Degrees Minutes Seconds	52-75M	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
1321012628	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:24.191+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118465	1	54	354	9477065	6313	2118396	2118465	2118465	Achelia spinosa (Stimpson, 1853)	Achelia spinosa (Stimpson, 1853)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia spinosa	Achelia	spinosa	SPECIES	ACCEPTED	NE		25.2967	-81.6633				{}	1982.0	12.0	11.0	1982-12-11	345.0	345.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:38:00.000+00:00	2024-07-02T12:38:24.191+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a8860c13-8250-4b49-9e0d-182dfef425e5'}]	[]	[]	[]	False	NMNH Extant Biology	Mote Marine Lab For BLM / MMS		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3a8860c13-8250-4b49-9e0d-182dfef425e5		11 DEC 1982		IZ	1321012628	http://n2t.net/ark:/65665/3a8860c13-8250-4b49-9e0d-182dfef425e5		USNM 282159	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		14.0	0.0			urn:lsid:biocol.org:col:34871	Off Florida	3/II-52(75M)-BCI				North Atlantic Ocean, Gulf of Mexico		1.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Alcohol (Ethanol)				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Atlantic Ocean, Gulf of Mexico, United States	unknown, from legacy	Degrees Minutes Seconds	52-75M	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae																																	
