key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	gbifID	occurrenceID	taxonID	networkKeys	decimalLatitude	decimalLongitude	modified	recordedBy	identifiedBy	geodeticDatum	catalogNumber	institutionCode	locality	collectionCode	bibliographicCitation	individualCount	sex	depthAccuracy	waterBody	higherGeography	institutionKey	collectionKey	datasetName	preparations	institutionID	georeferenceProtocol	verbatimCoordinateSystem	fieldNumber	locationID	higherClassification	collectionID	lifeStage	coordinateUncertaintyInMeters	samplingProtocol	footprintWKT	language	georeferenceSources	otherCatalogNumbers	dynamicProperties	occurrenceRemarks	typeStatus	coordinatePrecision	acceptedNameUsage	verbatimLocality	locationRemarks	nameAccordingTo	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders
790016096	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:38.383+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1915', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Calman, 1915', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|188132', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tibicina', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22386', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austropallene tibicina Calman, 1915'}]}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE			{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:38.383+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3698'}]	[]	[]	[]	False		Pycnogonida		[]	[]			EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3698							790016096	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3698		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			2016-06-29T17:14:22.000+00:00		Arnaud F.		2009-3698	MNHN		IU		1.0					6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954									10.15468/qgvvhd																					
790016097	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:38.402+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1915', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Calman, 1915', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|188133', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tibicina', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22386', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austropallene tibicina Calman, 1915'}]}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE			{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:38.402+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3699'}]	[]	[]	[]	False		Pycnogonida		[]	[]			EUROPE			http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3699							790016097	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3699		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			2016-06-29T17:13:46.000+00:00		Arnaud F.		2009-3699	MNHN		IU		1.0					6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954									10.15468/qgvvhd																					
1321367904	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:02.618+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE		ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:02.618+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3b83bde01-cc0f-4d60-aae6-4621f101d26f'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA			http://n2t.net/ark:/65665/3b83bde01-cc0f-4d60-aae6-4621f101d26f		-- --- ----					1321367904	http://n2t.net/ark:/65665/3b83bde01-cc0f-4d60-aae6-4621f101d26f		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-77.63	166.4	2016-09-30T11:19:00.000+00:00	Stanford University	Hedgpeth, J. W.	WGS84	USNM 233987	USNM	Victoria Land, Mcmurdo Sound, Ross Island, Cape Evans	IZ		1.0	FEMALE		Antarctic Ocean, Ross Sea	Antarctic Ocean, Ross Sea, Antarctica	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds		822	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																					
318005738	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.386+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	270.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.386+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24264'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005738				-74.3833	179.4333				WGS84	24264	BAS		SOMBASE Pycnogonids				0.0																																		
318005739	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.388+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	202.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.388+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24265'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005739				-74.3333	179.9166				WGS84	24265	BAS		SOMBASE Pycnogonids				0.0																																		
318005740	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.387+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	74.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.387+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24266'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005740				-66.265	110.5233				WGS84	24266	BAS		SOMBASE Pycnogonids				0.0																																		
318005741	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.387+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	3733.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.387+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24267'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005741				-62.6666	-64.1				WGS84	24267	BAS		SOMBASE Pycnogonids				18.5																																		
318005742	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.394+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	215.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.394+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24268'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005742				-62.6833	-54.7166				WGS84	24268	BAS		SOMBASE Pycnogonids				5.0																																		
318005743	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.389+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	352.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.389+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24269'}]	[]	[]	[]	False		Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE										318005743				-51.0	162.0166				WGS84	24269	BAS		SOMBASE Pycnogonids				19.0																																		
318005744	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.403+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	174.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.403+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24270'}]	[]	[]	[]	False		Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE										318005744				-56.3166	-27.4833				WGS84	24270	BAS		SOMBASE Pycnogonids				26.5																																		
318005745	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.403+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	1619.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.403+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24271'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005745				-71.2666	171.75				WGS84	24271	BAS		SOMBASE Pycnogonids				54.5																																		
318005746	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.404+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	350.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.404+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24272'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005746				-72.0833	172.1333				WGS84	24272	BAS		SOMBASE Pycnogonids				2.0																																		
318005747	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.405+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	107.5	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.405+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24273'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005747				-64.31	-62.9783				WGS84	24273	BAS		SOMBASE Pycnogonids				22.5																																		
318005819	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.760+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	125.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.760+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34223'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005819				-66.5	139.0				WGS84	34223	BAS		SOMBASE Pycnogonids				125.0																																		
318005825	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.890+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	45.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.890+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34366'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005825				-66.9	142.6667				WGS84	34366	BAS		SOMBASE Pycnogonids				0.0																																		
318005841	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.005+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	91.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.005+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34446'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005841				-71.2833	170.2333				WGS84	34446	BAS		SOMBASE Pycnogonids				0.0																																		
318005916	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.968+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	194.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.968+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34850'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318005916				-65.8	53.2666				WGS84	34850	BAS		SOMBASE Pycnogonids				14.5																																		
318006043	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.248+00:00	124	{}	OCCURRENCE	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	172.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.248+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37785'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318006043				-62.7833	-55.9666				WGS84	37785	BAS		SOMBASE Pycnogonids				47.5																																		
