key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	habitat	municipality	county	verbatimLocality	collectionCode	gbifID	language	occurrenceID	type	vernacularName	ownerInstitutionCode	occurrenceRemarks	higherClassification	parentNameUsage	individualCount	modified	institutionKey	collectionKey	identifiedBy	preparations	institutionID	verbatimEventDate	locality	catalogNumber	institutionCode	locationID	bibliographicCitation	collectionID	networkKeys	waterBody	fieldNumber	eventID	samplingProtocol	verbatimDepth	parentEventID	dateIdentified	recordNumber	sex	depth	depthAccuracy	identificationQualifier	otherCatalogNumbers	georeferenceRemarks	verbatimIdentification	datasetID	scientificNameID	taxonID	dynamicProperties	lifeStage	organismQuantity	organismQuantityType	nomenclaturalCode	disposition	materialEntityID
1804302759	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:16.175+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE	46.095	-60.5333		NORTH_AMERICA	Nova Scotia (Prov.)	{}		1981.0	7.0	2.0	1981-07-02	183.0	183.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:16.175+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1250888a-1959-9594-a8ad-7c91354f4f15'}]	[]	[]	[]	False	Crustacea	Shih, Chang ; Davis, Derek S. ; Fournier, Judith A.  ; Marhue, Lennox M.	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	1250888a-1959-9594-a8ad-7c91354f4f15			Cape Breton I.		CMNC	1804302759	en	1250888a-1959-9594-a8ad-7c91354f4f15	PhysicalObject				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		3.0	2021-05-28T20:23:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1981-07-02	St. Andrews Channel	CMNC 1994-0017	CMN	CMNC 1994-0016	(CMNC 1994-0017)	http://grbio.org/cool/sjd8-70zp								1993-09-14T00:00:00	CB-N16																	
1804306665	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:18.003+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE	45.7583	-60.8117		NORTH_AMERICA	Nova Scotia (Prov.)	{}		1981.0	7.0	4.0	1981-07-04	185.0	185.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:18.003+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '22fc2573-e8c0-8c04-8bad-c064bfd810b3'}]	[]	[]	[]	False	Crustacea	Marhue, Lennox M. ; Shih, Chang ; Davis, Derek S. ; Fournier, Judith A.	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	22fc2573-e8c0-8c04-8bad-c064bfd810b3			Richmond Co. (NS)		CMNC	1804306665	en	22fc2573-e8c0-8c04-8bad-c064bfd810b3	PhysicalObject				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		1.0	2021-05-28T20:24:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1981-07-04	Bras d\'Or Lake	CMNC 1994-0023	CMN	CMNC 1994-0004	(CMNC 1994-0023)	http://grbio.org/cool/sjd8-70zp								1993-09-14T00:00:00	CB-N22																	
1804308576	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:26.227+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE	45.7583	-60.8117		NORTH_AMERICA	Nova Scotia (Prov.)	{}		1981.0	7.0	4.0	1981-07-04	185.0	185.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:26.227+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2b538406-0817-8174-b2b6-d4cbc847982c'}]	[]	[]	[]	False	Crustacea	Marhue, Lennox M. ; Shih, Chang ; Davis, Derek S. ; Fournier, Judith A.	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	2b538406-0817-8174-b2b6-d4cbc847982c			Richmond Co. (NS)		CMNC	1804308576	en	2b538406-0817-8174-b2b6-d4cbc847982c	PhysicalObject				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		2.0	2021-10-01T19:46:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1981-07-04	Bras d\'Or Lake	CMNC 1994-0004	CMN	CMNC 1994-0004	Nymphon microrhynchum (CMNC 1994-0004)	http://grbio.org/cool/sjd8-70zp								1993-09-13T00:00:00	CB-N22																	
1804310420	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:15.406+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE	45.7583	-60.8117		NORTH_AMERICA	Nova Scotia (Prov.)	{}		1981.0	7.0	4.0	1981-07-04	185.0	185.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:15.406+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '32ef9ba6-97cb-7cb4-4894-3bd8dd58622a'}]	[]	[]	[]	False	Crustacea	Marhue, Lennox M. ; Shih, Chang ; Davis, Derek S. ; Fournier, Judith A.	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	32ef9ba6-97cb-7cb4-4894-3bd8dd58622a			Richmond Co. (NS)		CMNC	1804310420	en	32ef9ba6-97cb-7cb4-4894-3bd8dd58622a	PhysicalObject			1 male carrying eggs; 1 male carrying eggs\nPrior Description: false	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		6.0	2021-10-01T19:46:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1981-07-04	Bras d\'Or Lake	CMNC 1994-0012	CMN	CMNC 1994-0004	Nymphon microrhynchum (CMNC 1994-0012)	http://grbio.org/cool/sjd8-70zp								1993-09-13T00:00:00	CB-N22																	
1804341348	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:13.944+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE				NORTH_AMERICA	Nova Scotia (Prov.)	{}		1981.0	7.0	2.0	1981-07-02	183.0	183.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:13.944+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b78adfb6-e916-9164-e494-ed0f56abb234'}]	[]	[]	[]	False	Crustacea	Marhue, Lennox M. ; Laubitz, Diana R. ; Fournier, Judith A.  ; Davis, Derek S.		Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	b78adfb6-e916-9164-e494-ed0f56abb234			Cape Breton I.		CMNC	1804341348	en	b78adfb6-e916-9164-e494-ed0f56abb234	PhysicalObject			carrying larvae; carrying larvae\nPrior Description: false	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		1.0	2021-05-28T20:23:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1981-07-02		CMNC 1994-0020	CMN	CMNC 1994-0020	(CMNC 1994-0020)	http://grbio.org/cool/sjd8-70zp								1993-09-14T00:00:00	CB-N18	MALE																
1804346602	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:19.484+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE				NORTH_AMERICA	Nova Scotia (Prov.)	{}		1981.0	7.0	4.0	1981-07-04	185.0	185.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:19.484+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cdfa37c1-0013-0134-dd90-bfe104cde543'}]	[]	[]	[]	False	Crustacea	Marhue, Lennox M. ; Fournier, Judith A.  ; Davis, Derek S. ; Shih, Chang		Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	cdfa37c1-0013-0134-dd90-bfe104cde543			Cape Breton I.		CMNC	1804346602	en	cdfa37c1-0013-0134-dd90-bfe104cde543	PhysicalObject				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		1.0	2021-10-01T19:46:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1981-07-04	Bras d\'Or Lake, E of Big Harbour I.	CMNC 1994-0005	CMN	CMNC 1994-0005	Nymphon microrhynchum (CMNC 1994-0005)	http://grbio.org/cool/sjd8-70zp								1993-09-13T00:00:00	CB-N20																	
1804354639	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:24.401+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE				NORTH_AMERICA	Nova Scotia (Prov.)	{}		1981.0	7.0	4.0	1981-07-04	185.0	185.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:24.401+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f0bf156a-ec4d-c4d4-beb7-c4c2516b0e90'}]	[]	[]	[]	False	Crustacea	Marhue, Lennox M. ; Fournier, Judith A.  ; Davis, Derek S. ; Shih, Chang		Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	f0bf156a-ec4d-c4d4-beb7-c4c2516b0e90			Cape Breton I.		CMNC	1804354639	en	f0bf156a-ec4d-c4d4-beb7-c4c2516b0e90	PhysicalObject				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		1.0	2021-05-28T20:23:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1981-07-04	Bras d\'Or Lake, E of Big Harbour I.	CMNC 1994-0018	CMN	CMNC 1994-0005	(CMNC 1994-0018)	http://grbio.org/cool/sjd8-70zp								1993-09-14T00:00:00	CB-N20																	
1804354694	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:26.132+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE	46.0533	-60.6417		NORTH_AMERICA	Nova Scotia (Prov.)	{}		1981.0	7.0	1.0	1981-07-01	182.0	182.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:26.132+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f0ea365c-6b04-b044-10a5-018cc1b00913'}]	[]	[]	[]	False	Crustacea	Marhue, Lennox M. ; Shih, Chang ; Fournier, Judith A.  ; Davis, Derek S.	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	f0ea365c-6b04-b044-10a5-018cc1b00913			Cape Breton I.		CMNC	1804354694	en	f0ea365c-6b04-b044-10a5-018cc1b00913	PhysicalObject				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		1.0	2021-10-01T19:46:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1981-07-01	St. Andrews Channel	CMNC 1994-0006	CMN	CMNI 1982-0493	Nymphon microrhynchum (CMNC 1994-0006)	http://grbio.org/cool/sjd8-70zp								1993-09-13T00:00:00	CBN10																	
1804355545	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:16.601+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE				NORTH_AMERICA	Nova Scotia (Prov.)	{}		1981.0	7.0	4.0	1981-07-04	185.0	185.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:16.601+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f487df9c-00c3-0c34-3f87-ec97af1eb6b0'}]	[]	[]	[]	False	Crustacea	Marhue, Lennox M. ; Fournier, Judith A.  ; Davis, Derek S. ; Shih, Chang		Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	f487df9c-00c3-0c34-3f87-ec97af1eb6b0			Cape Breton I.		CMNC	1804355545	en	f487df9c-00c3-0c34-3f87-ec97af1eb6b0	PhysicalObject				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		1.0	2021-10-01T19:46:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1981-07-04	Bras d\'Or Lake, E of Big Harbour I.	CMNC 1994-0013	CMN	CMNC 1994-0005	Nymphon microrhynchum (CMNC 1994-0013)	http://grbio.org/cool/sjd8-70zp								1993-09-13T00:00:00	CB-N20																	
1883351204	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:16.965+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE	63.2847	-64.1231		NORTH_AMERICA	Nunavut (Terr.)	{}		1979.0	8.0	12.0	1979-08-12	224.0	224.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:16.965+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd652159b-bf0e-f0e4-6b94-1c52ebe6eb75'}]	[]	[]	[]	False	Crustacea	Fife, Jack	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	d652159b-bf0e-f0e4-6b94-1c52ebe6eb75			Brevoort I.		CMNC	1883351204	en	d652159b-bf0e-f0e4-6b94-1c52ebe6eb75	PhysicalObject				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		1.0	2021-05-28T20:46:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830		fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1979-08-12	South of Brevoort Is.	CMNC 2018-2412	CMN	ABS Brevoort I. St. 79-0003 1979-08-12 77m	(CMNC 2018-2412)	http://grbio.org/cool/sjd8-70zp																										
1804339611	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:20.978+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE				NORTH_AMERICA		{}		1977.0	7.0	28.0	1977-07-28	209.0	209.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:20.978+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b0365636-207a-07a4-5ba7-96a4dbe262eb'}]	[]	[]	[]	False	Crustacea	Fisheries and Oceans Canada, Arctic Biological Station		Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	b0365636-207a-07a4-5ba7-96a4dbe262eb					CMNC	1804339611	en	b0365636-207a-07a4-5ba7-96a4dbe262eb	PhysicalObject				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		1.0	2021-05-28T20:25:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1977-07-28		CMNC 1994-0191	CMN	CMNC 1994-0190	(CMNC 1994-0191)	http://grbio.org/cool/sjd8-70zp								1993-09-17T00:00:00																		
1804346729	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:23.855+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2117729	1	54	354	9477065	2013	2117630	2117729	2117729	Nymphon microrhynchum G.O.Sars, 1888	Nymphon microrhynchum G.O.Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon microrhynchum	Nymphon	microrhynchum	SPECIES	ACCEPTED	NE	70.6833	-127.717			Northwest Territories (Terr.)	{}		1977.0	7.0	28.0	1977-07-28	209.0	209.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:23.855+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ce5d07b7-60e7-0e74-089a-a8cdfb23f0c4'}]	[]	[]	[]	False	Crustacea	Fisheries and Oceans Canada, Arctic Biological Station	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	ce5d07b7-60e7-0e74-089a-a8cdfb23f0c4					CMNC	1804346729	en	ce5d07b7-60e7-0e74-089a-a8cdfb23f0c4	PhysicalObject				Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;		1.0	2021-05-28T20:25:00.000+00:00	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	Bamber, Roger N.	fluid	http://biocol.org/urn:lsid:biocol.org:col:34935	1977-07-28	Amundsen Gulf, about 17 air km NE of Cape Bathurst, Beaufort Sea	CMNC 1994-0189	CMN	CMNFI 1977-1495	(CMNC 1994-0189)	http://grbio.org/cool/sjd8-70zp								1993-09-17T00:00:00																		
