key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locationID	footprintWKT	locality	gbifID	language	collectionCode	occurrenceID	modified	references	datasetID	bibliographicCitation
4081133637	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.529+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117944	1	54	354	9477065	6314	2117918	2117944	2117944	Austrodecus minutum Clark, 1971	Austrodecus minutum Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus minutum	Austrodecus	minutum	SPECIES	ACCEPTED	NE	1971-01-01T00:00:00	-48.5167	167.2833	500.0	132.0	{}	1964.0	1.0	14.0	1964-01-14	14.0	14.0	HOLOTYPE	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.529+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5e542662-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	True	NIWA Invertebrate Collection	NZOI	Clark, W.C.	Specimen(s), Isopropanol - orig unknown = 1,  BB NIC Type Room	Dredge, cone mesh with bag	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	5e542662-fa36-11e2-96b3-aa6f927c92a3	484	urn:lsid:marinespecies.org:taxname:377907	NIWA Invertebrate Collection	D144	POINT (167.2833 -48.5167)	Snares Shelf	4081133637	en	NIWA	5e542662-fa36-11e2-96b3-aa6f927c92a3				
4055757354	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:10:18.098+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT		2117944	1	54	354	9477065	6314	2117918	2117944	2117944	Austrodecus minutum Clark, 1971	Austrodecus minutum Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus minutum	Austrodecus	minutum	SPECIES	ACCEPTED	NE		-48.516701	167.283295		132.0	{}	1964.0	1.0	14.0	1964-01-14	14.0	14.0	HOLOTYPE	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INDIVIDUAL_COUNT_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:10:18.098+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_89609'}]	[]	[]	[]	True						WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_89609	sm_id_89609	urn:lsid:marinespecies.org:taxname:377907	WoRMS Editorial Board				4055757354		WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_89609	2020-11-16T11:12:20.000+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=89609	https://marineinfo.org/id/dataset/5184	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Austrodecus minutum</i> Clark, 1972. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=377907
318004915	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.762+00:00	124	{}	OCCURRENCE	PRESENT		2117944	1	54	354	9477065	6314	2117918	2117944	2117944	Austrodecus minutum Clark, 1971	Austrodecus minutum Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus minutum	Austrodecus	minutum	SPECIES	ACCEPTED	NE		-48.3333	166.0833			{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.762+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34203'}]	[]	[]	[]	False						WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE		34203		BAS				318004915		SOMBASE Pycnogonids					
